Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,      5.036657, ,            -3,      4.913021, ,            -3,      4.887679, ,            -3,      6.042648, ,            -3,      5.505008, , 
         -2.8,      4.983746, ,          -2.8,      4.856889, ,          -2.8,      4.830953, ,          -2.8,      6.010436, ,          -2.8,      5.464457, , 
         -2.6,      4.935287, ,          -2.6,      4.804467, ,          -2.6,      4.777723, ,          -2.6,      5.983216, ,          -2.6,      5.428603, , 
         -2.4,      4.891089, ,          -2.4,      4.755947, ,          -2.4,      4.728135, ,          -2.4,      5.960837, ,          -2.4,      5.397267, , 
         -2.2,      4.851025, ,          -2.2,      4.711014, ,          -2.2,        4.6819, ,          -2.2,       5.94311, ,          -2.2,      5.370234, , 
           -2,      4.815055, ,            -2,      4.669536, ,            -2,      4.638723, ,            -2,      5.929879, ,            -2,      5.347366, , 
         -1.8,      4.783165, ,          -1.8,      4.631747, ,          -1.8,      4.598785, ,          -1.8,      5.921039, ,          -1.8,      5.328491, , 
         -1.6,      4.755215, ,          -1.6,      4.598127, ,          -1.6,      4.562893, ,          -1.6,      5.916372, ,          -1.6,      5.313357, , 
         -1.4,      4.731086, ,          -1.4,      4.568945, ,          -1.4,      4.531752, ,          -1.4,      5.915843, ,          -1.4,      5.301853, , 
         -1.2,       4.71067, ,          -1.2,      4.544299, ,          -1.2,      4.505645, ,          -1.2,      5.919555, ,          -1.2,      5.293858, , 
           -1,      4.693754, ,            -1,      4.523964, ,            -1,      4.484326, ,            -1,      5.927404, ,            -1,      5.289156, , 
         -0.8,      4.680168, ,          -0.8,      4.507702, ,          -0.8,      4.467406, ,          -0.8,      5.939508, ,          -0.8,      5.287583, , 
         -0.6,      4.669642, ,          -0.6,      4.495141, ,          -0.6,      4.454394, ,          -0.6,      5.955899, ,          -0.6,      5.288993, , 
         -0.4,      4.661988, ,          -0.4,      4.485796, ,          -0.4,      4.444691, ,          -0.4,      5.976775, ,          -0.4,      5.293367, , 
         -0.2,      4.656953, ,          -0.2,      4.479228, ,          -0.2,      4.437787, ,          -0.2,      6.002184, ,          -0.2,      5.300625, , 
            0,      4.654378, ,             0,      4.475154, ,             0,      4.433338, ,             0,      6.032523, ,             0,      5.310824, , 
          0.2,      4.653997, ,           0.2,      4.473237, ,           0.2,      4.431071, ,           0.2,      6.067911, ,           0.2,      5.323889, , 
          0.4,      4.655676, ,           0.4,      4.473354, ,           0.4,      4.430898, ,           0.4,      6.109374, ,           0.4,      5.339888, , 
