Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,     0.8759393, ,            -3,     0.8759393, ,            -3,     0.8759393, , 
         -2.8,     0.8916529, ,          -2.8,     0.8916529, ,          -2.8,     0.8916529, , 
         -2.6,     0.9073485, ,          -2.6,     0.9073485, ,          -2.6,     0.9073485, , 
         -2.4,     0.9230258, ,          -2.4,     0.9230258, ,          -2.4,     0.9230258, , 
         -2.2,     0.9386843, ,          -2.2,     0.9386843, ,          -2.2,     0.9386843, , 
           -2,     0.9543237, ,            -2,     0.9543237, ,            -2,     0.9543237, , 
         -1.8,     0.9699436, ,          -1.8,     0.9699436, ,          -1.8,     0.9699436, , 
         -1.6,     0.9855435, ,          -1.6,     0.9855435, ,          -1.6,     0.9855435, , 
         -1.4,      1.001123, ,          -1.4,      1.001123, ,          -1.4,      1.001123, , 
         -1.2,      1.016682, ,          -1.2,      1.016682, ,          -1.2,      1.016682, , 
           -1,       1.03222, ,            -1,       1.03222, ,            -1,       1.03222, , 
         -0.8,      1.047736, ,          -0.8,      1.047736, ,          -0.8,      1.047736, , 
         -0.6,       1.06323, ,          -0.6,       1.06323, ,          -0.6,       1.06323, , 
         -0.4,      1.078702, ,          -0.4,      1.078702, ,          -0.4,      1.078702, , 
         -0.2,      1.094152, ,          -0.2,      1.094152, ,          -0.2,      1.094152, , 
            0,      1.109578, ,             0,      1.109578, ,             0,      1.109578, , 
          0.2,      1.124981, ,           0.2,      1.124981, ,           0.2,      1.124981, , 
          0.4,       1.14036, ,           0.4,       1.14036, ,           0.4,       1.14036, , 
          0.6,      1.155715, ,           0.6,      1.155715, ,           0.6,      1.155715, , 
          0.8,      1.171046, ,           0.8,      1.171046, ,           0.8,      1.171046, , 
            1,      1.186351, ,             1,      1.186351, ,             1,      1.186351, , 
          1.2,      1.201631, ,           1.2,      1.201631, ,           1.2,      1.201631, , 
          1.4,      1.216886, ,           1.4,      1.216886, ,           1.4,      1.216886, , 
          1.6,      1.232114, ,           1.6,      1.232114, ,           1.6,      1.232114, , 
          1.8,      1.247316, ,           1.8,      1.247316, ,           1.8,      1.247316, , 
            2,      1.262491, ,             2,      1.262491, ,             2,      1.262491, , 
          2.2,      1.277639, ,           2.2,      1.277639, ,           2.2,      1.277639, , 
          2.4,       1.29276, ,           2.4,       1.29276, ,           2.4,       1.29276, , 
          2.6,      1.307852, ,           2.6,      1.307852, ,           2.6,      1.307852, , 
          2.8,      1.322916, ,           2.8,      1.322916, ,           2.8,      1.322916, , 
            3,      1.337952, ,             3,      1.337952, ,             3,      1.337952, , 
          3.2,      1.352958, ,           3.2,      1.352958, ,           3.2,      1.352958, , 
          3.4,      1.367936, ,           3.4,      1.367936, ,           3.4,      1.367936, , 
          3.6,      1.382883, ,           3.6,      1.382883, ,           3.6,      1.382883, , 
          3.8,      1.397801, ,           3.8,      1.397801, ,           3.8,      1.397801, , 
            4,      1.412688, ,             4,      1.412688, ,             4,      1.412688, , 
          4.2,      1.427544, ,           4.2,      1.427544, ,           4.2,      1.427544, , 
          4.4,      1.442369, ,           4.4,      1.442369, ,           4.4,      1.442369, , 
          4.6,      1.457163, ,           4.6,      1.457163, ,           4.6,      1.457163, , 
          4.8,      1.471925, ,           4.8,      1.471925, ,           4.8,      1.471925, , 
            5,      1.486654, ,             5,      1.486654, , , , , 
          5.2,      1.501352, ,           5.2,      1.501352, , , , , 

