Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      9.693163, ,            -1,      9.587337, ,            -1,      9.522571, ,            -1,      9.486752, ,            -1,       9.46264, ,            -1,       9.45302, ,            -1,      11.82584, ,            -1,      10.37319, ,            -1,       9.91693, , 
         -0.8,      9.668118, ,          -0.8,      9.559022, ,          -0.8,      9.493147, ,          -0.8,       9.45623, ,          -0.8,      9.432181, ,          -0.8,      9.423417, ,          -0.8,      11.79987, ,          -0.8,      10.35507, ,          -0.8,      9.895257, , 
         -0.6,      9.646253, ,          -0.6,      9.534007, ,          -0.6,      9.467133, ,          -0.6,      9.429878, ,          -0.6,      9.406053, ,          -0.6,      9.397662, ,          -0.6,      11.77782, ,          -0.6,      10.34023, ,          -0.6,      9.876778, , 
         -0.4,      9.627435, ,          -0.4,      9.512144, ,          -0.4,      9.444354, ,          -0.4,      9.406878, ,          -0.4,       9.38338, ,          -0.4,       9.37541, ,          -0.4,       11.7596, ,          -0.4,      10.32853, ,          -0.4,      9.861374, , 
         -0.2,      9.611506, ,          -0.2,      9.493265, ,          -0.2,      9.424578, ,          -0.2,      9.387013, ,          -0.2,      9.363946, ,          -0.2,      9.356373, ,          -0.2,      11.74473, ,          -0.2,      10.31984, ,          -0.2,      9.848899, , 
            0,      9.598401, ,             0,      9.477258, ,             0,      9.407801, ,             0,      9.370404, ,             0,        9.3469, ,             0,      9.338838, ,             0,      11.73351, ,             0,      10.31406, ,             0,      9.839287, , 
          0.2,      9.587975, ,           0.2,      9.463957, ,           0.2,      9.393756, ,           0.2,      9.356655, ,           0.2,      9.332994, ,           0.2,      9.324589, ,           0.2,      11.72584, ,           0.2,      10.31108, ,           0.2,      9.832413, , 
          0.4,      9.580123, ,           0.4,       9.45326, ,           0.4,      9.382375, ,           0.4,      9.345815, ,           0.4,       9.32225, ,           0.4,      9.313571, ,           0.4,      11.72157, ,           0.4,       10.3108, ,           0.4,      9.828177, , 
          0.6,      9.574775, ,           0.6,      9.445036, ,           0.6,      9.373543, ,           0.6,      9.337715, ,           0.6,      9.313797, ,           0.6,      9.304344, ,           0.6,      11.72058, ,           0.6,      10.31312, ,           0.6,      9.826502, , 
          0.8,      9.571831, ,           0.8,      9.439176, ,           0.8,      9.367059, ,           0.8,       9.33187, ,           0.8,      9.306705, ,           0.8,      9.295701, ,           0.8,      11.72281, ,           0.8,      10.31795, ,           0.8,      9.827282, , 
