Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,      8.453973, ,            -1,      8.323642, ,            -1,      11.46439, ,            -1,      8.252186, ,            -1,      8.221892, ,            -1,      8.190732, ,            -1,        8.1795, ,            -1,      8.174207, ,            -1,      10.60652, ,            -1,       9.19298, ,            -1,      8.661558, , 
         -0.8,      8.433411, ,          -0.8,       8.29984, ,          -0.8,      11.44671, ,          -0.8,      8.227392, ,          -0.8,      8.196362, ,          -0.8,      8.164696, ,          -0.8,      8.154127, ,          -0.8,      8.149168, ,          -0.8,      10.59121, ,          -0.8,       9.18118, ,          -0.8,       8.64443, , 
         -0.6,      8.415901, ,          -0.6,      8.279058, ,          -0.6,      11.43345, ,          -0.6,      8.205596, ,          -0.6,      8.174208, ,          -0.6,      8.142414, ,          -0.6,      8.132018, ,          -0.6,      8.127232, ,          -0.6,      10.57988, ,          -0.6,      9.172617, ,          -0.6,      8.630439, , 
         -0.4,      8.401305, ,          -0.4,       8.26113, ,          -0.4,      11.42477, ,          -0.4,      8.186625, ,          -0.4,      8.154922, ,          -0.4,      8.123043, ,          -0.4,      8.112773, ,          -0.4,      8.108134, ,          -0.4,      10.57257, ,          -0.4,      9.167164, ,          -0.4,      8.619453, , 
         -0.2,      8.389558, ,          -0.2,       8.24597, ,          -0.2,       11.4203, ,          -0.2,      8.170345, ,          -0.2,      8.138372, ,          -0.2,      8.106581, ,          -0.2,      8.096479, ,          -0.2,      8.091701, ,          -0.2,      10.56901, ,          -0.2,      9.164737, ,          -0.2,      8.611381, , 
            0,      8.380589, ,             0,      8.233482, ,             0,      11.41981, ,             0,      8.156667, ,             0,      8.124404, ,             0,      8.092802, ,             0,      8.082918, ,             0,      8.078142, ,             0,      10.56904, ,             0,      9.165241, ,             0,      8.606117, , 
          0.2,      8.374259, ,           0.2,      8.223536, ,           0.2,      11.42362, ,           0.2,      8.145464, ,           0.2,      8.112932, ,           0.2,      8.081753, ,           0.2,      8.072218, ,           0.2,      8.067449, ,           0.2,      10.57281, ,           0.2,      9.168543, ,           0.2,      8.603534, , 
          0.4,      8.370486, ,           0.4,      8.216032, ,           0.4,       11.4315, ,           0.4,      8.136629, ,           0.4,      8.103857, ,           0.4,      8.073392, ,           0.4,      8.064355, ,           0.4,      8.059591, ,           0.4,      10.58013, ,           0.4,       9.17457, ,           0.4,      8.603558, , 
          0.6,      8.369195, ,           0.6,        8.2109, ,           0.6,       11.4434, ,           0.6,      8.130042, ,           0.6,      8.096964, ,           0.6,      8.066702, ,           0.6,      8.057742, ,           0.6,      8.052895, ,           0.6,      10.59096, ,           0.6,      9.183241, ,           0.6,        8.6061, , 
          0.8,      8.370331, ,           0.8,      8.208145, ,           0.8,      11.45937, ,           0.8,      8.125626, ,           0.8,      8.092104, ,           0.8,      8.060866, ,           0.8,      8.051013, ,           0.8,      8.045881, ,           0.8,      10.60528, ,           0.8,      9.194487, ,           0.8,      8.611091, , 
            1,      8.373786, ,             1,      8.207666, ,             1,      11.47922, ,             1,      8.123384, ,             1,      8.089279, ,             1,      8.056948, ,             1,      8.046174, ,             1,      8.040744, ,             1,      10.62295, ,             1,      9.208201, ,             1,      8.618424, , 
          1.2,      8.379488, ,           1.2,      8.209383, ,           1.2,      11.50262, ,           1.2,      8.123281, ,           1.2,      8.088427, ,           1.2,      8.055248, ,           1.2,      8.044111, ,           1.2,      8.038542, ,           1.2,      10.64373, ,           1.2,        9.2243, ,           1.2,      8.628019, , 
          1.4,      8.387379, ,           1.4,      8.213232, ,           1.4,      11.52962, ,           1.4,      8.125207, ,           1.4,      8.089518, ,           1.4,      8.055448, ,           1.4,      8.043996, ,           1.4,      8.038297, ,           1.4,      10.66763, ,           1.4,      9.242734, ,           1.4,      8.639812, , 
          1.6,      8.397387, ,           1.6,      8.219186, ,           1.6,      11.56017, ,           1.6,      8.129104, ,           1.6,      8.092484, ,           1.6,       8.05741, ,           1.6,       8.04562, ,           1.6,      8.039794, ,           1.6,       10.6946, ,           1.6,      9.263422, ,           1.6,      8.653732, , 
          1.8,      8.409464, ,           1.8,      8.227215, ,           1.8,      11.59422, ,           1.8,       8.13497, ,           1.8,      8.097276, ,           1.8,      8.061044, ,           1.8,      8.048866, ,           1.8,      8.042906, ,           1.8,      10.72457, ,           1.8,       9.28633, ,           1.8,      8.669727, , 
            2,      8.423514, ,             2,       8.23727, ,             2,      11.63158, ,             2,      8.142795, ,             2,      8.103944, ,             2,      8.066339, ,             2,       8.05367, ,             2,      8.047514, ,             2,      10.75741, ,             2,      9.311353, ,             2,      8.687694, , 
          2.2,      8.439516, ,           2.2,      8.249331, ,           2.2,      11.67188, ,           2.2,      8.152668, ,           2.2,      8.112585, ,           2.2,      8.073448, ,           2.2,      8.060211, ,           2.2,      8.053813, ,           2.2,      10.79287, ,           2.2,      9.338469, ,           2.2,      8.707589, , 
          2.4,      8.457368, ,           2.4,      8.263306, ,           2.4,      11.71534, ,           2.4,      8.164564, ,           2.4,      8.123304, ,           2.4,      8.082642, ,           2.4,      8.068833, ,           2.4,      8.062167, ,           2.4,      10.83105, ,           2.4,      9.367585, ,           2.4,      8.729318, , 
