Alpha,T1-15.8 m/s-VLM2, , 
           -1,      8.285925, , 
         -0.8,      8.310893, , 
         -0.6,      8.332273, , 
         -0.4,      8.350217, , 
         -0.2,      8.364714, , 
            0,      8.375863, , 
          0.2,      8.383555, , 
          0.4,      8.387977, , 
          0.6,      8.389119, , 
          0.8,      8.387077, , 
            1,      8.382025, , 
          1.2,      8.374009, , 
          1.4,      8.363214, , 
          1.6,      8.349801, , 
          1.8,       8.33393, , 
            2,      8.315774, , 
          2.2,      8.295524, , 
          2.4,      8.273323, , 
          2.6,      8.249336, , 
          2.8,       8.22374, , 
            3,      8.196678, , 
          3.2,      8.168236, , 
          3.4,      8.138515, , 
          3.6,      8.107603, , 
          3.8,      8.075624, , 
            4,      8.042634, , 
          4.2,      8.008706, , 
          4.4,      7.973947, , 
          4.6,       7.93843, , 
          4.8,      7.902175, , 
            5,      7.865261, , 
          5.2,       7.82772, , 
          5.4,      7.789617, , 
          5.6,      7.751004, , 
          5.8,      7.711973, , 
            6,      7.672526, , 
          6.2,      7.632639, , 
          6.4,      7.592343, , 
          6.6,      7.551671, , 
          6.8,      7.510615, , 
            7,      7.469182, , 
          7.2,      7.427295, , 
          7.4,      7.384987, , 
          7.6,      7.342207, , 
          7.8,      7.298898, , 
            8,      7.255095, , 
          8.2,      7.210666, , 
          8.4,      7.165509, , 
          8.6,      7.119486, , 
          8.8,      7.072459, , 
            9,      7.024349, , 

