Alpha,T1-15.8 m/s-VLM2, , 
           -3,     0.8511816, , 
         -2.8,     0.8663547, , 
         -2.6,     0.8815098, , 
         -2.4,     0.8966466, , 
         -2.2,     0.9117645, , 
           -2,     0.9268633, , 
         -1.8,     0.9419425, , 
         -1.6,     0.9570017, , 
         -1.4,     0.9720405, , 
         -1.2,     0.9870586, , 
           -1,      1.002056, , 
         -0.8,      1.017031, , 
         -0.6,      1.031984, , 
         -0.4,      1.046915, , 
         -0.2,      1.061824, , 
            0,      1.076709, , 
          0.2,      1.091571, , 
          0.4,      1.106409, , 
          0.6,      1.121223, , 
          0.8,      1.136012, , 
            1,      1.150776, , 
          1.2,      1.165515, , 
          1.4,      1.180228, , 
          1.6,      1.194914, , 
          1.8,      1.209575, , 
            2,      1.224208, , 
          2.2,      1.238814, , 
          2.4,      1.253393, , 
          2.6,      1.267943, , 
          2.8,      1.282466, , 
            3,      1.296959, , 
          3.2,      1.311424, , 
          3.4,      1.325859, , 
          3.6,      1.340264, , 
          3.8,      1.354639, , 
            4,      1.368984, , 
          4.2,      1.383298, , 
          4.4,       1.39758, , 
          4.6,      1.411831, , 
          4.8,       1.42605, , 
            5,      1.440237, , 
          5.2,      1.454392, , 
          5.4,      1.468513, , 

