Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,      11.46671, ,            -3,      11.76148, ,            -3,      10.47107, , 
         -2.8,      11.59014, ,          -2.8,      11.89972, ,          -2.8,      10.54956, , 
         -2.6,      11.70547, ,          -2.6,      12.03166, ,          -2.6,      10.61984, , 
         -2.4,      11.81266, ,          -2.4,      12.15642, ,          -2.4,        10.682, , 
         -2.2,      11.91145, ,          -2.2,      12.27432, ,          -2.2,      10.73614, , 
           -2,      12.00143, ,            -2,       12.3851, ,            -2,      10.78229, , 
         -1.8,      12.08227, ,          -1.8,      12.48746, ,          -1.8,      10.82066, , 
         -1.6,      12.15387, ,          -1.6,      12.57942, ,          -1.6,      10.85145, , 
         -1.4,      12.21633, ,          -1.4,      12.66014, ,          -1.4,      10.87491, , 
         -1.2,      12.26972, ,          -1.2,      12.72905, ,          -1.2,      10.89123, , 
           -1,      12.31407, ,            -1,      12.78613, ,            -1,      10.90059, , 
         -0.8,      12.34999, ,          -0.8,      12.83204, ,          -0.8,      10.90351, , 
         -0.6,      12.37794, ,          -0.6,      12.86784, ,          -0.6,      10.90017, , 
         -0.4,      12.39836, ,          -0.4,      12.89469, ,          -0.4,      10.89066, , 
         -0.2,      12.41172, ,          -0.2,      12.91359, ,          -0.2,      10.87499, , 
            0,      12.41868, ,             0,      12.92553, ,             0,      10.85326, , 
          0.2,      12.41968, ,           0.2,       12.9311, ,           0.2,      10.82567, , 
          0.4,      12.41524, ,           0.4,      12.93098, ,           0.4,      10.79216, , 
          0.6,      12.40553, ,           0.6,      12.92553, ,           0.6,       10.7525, , 
          0.8,      12.39094, ,           0.8,      12.91534, ,           0.8,      10.70709, , 
            1,      12.37167, ,             1,      12.90088, ,             1,      10.65562, , 
          1.2,      12.34796, ,           1.2,       12.8824, ,           1.2,      10.59785, , 
          1.4,      12.32023, ,           1.4,      12.86044, ,           1.4,      10.53347, , 
          1.6,      12.28865, ,           1.6,      12.83505, ,           1.6,      10.46226, , 
          1.8,      12.25335, ,           1.8,      12.80609, ,           1.8,       10.3835, , 
            2,      12.21446, ,             2,       12.7737, ,             2,      10.29646, , 
          2.2,      12.17216, ,           2.2,      12.73807, ,           2.2,      10.20009, , 
          2.4,      12.12679, ,           2.4,      12.69873, ,           2.4,      10.09251, , 
          2.6,      12.07856, ,           2.6,      12.65554, ,           2.6,      9.971225, , 
          2.8,      12.02728, ,           2.8,      12.60862, ,           2.8,      9.832063, , 
            3,        11.973, ,             3,      12.55818, ,             3,      9.669622, , 
          3.2,      11.91565, ,           3.2,      12.50444, ,           3.2,      9.475837, , 
          3.4,      11.85528, ,           3.4,       12.4474, ,           3.4,      9.237701, , 
          3.6,      11.79158, ,           3.6,      12.38706, ,           3.6,      8.936763, , 
          3.8,      11.72439, ,           3.8,      12.32351, ,           3.8,      8.565682, , 
            4,      11.65335, ,             4,      12.25667, ,             4,      8.147812, , 
          4.2,      11.57847, ,           4.2,      12.18657, ,           4.2,      7.724899, , 
          4.4,      11.49886, ,           4.4,      12.11294, ,           4.4,      7.275548, , 
          4.6,      11.41384, ,           4.6,      12.03579, ,           4.6,      6.499476, , 
          4.8,      11.32241, ,           4.8,      11.95486, ,           4.8,      6.047942, , 
            5,      11.22387, ,             5,      11.87008, , , , , 
          5.2,      11.11614, ,           5.2,      11.78115, , , , , 

