Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,      2.457133, ,             0,       2.41798, ,             0,       2.62512, , 
          0.2,      2.444119, ,           0.2,      2.404834, ,           0.2,      2.613486, , 
          0.4,      2.431801, ,           0.4,      2.392566, ,           0.4,      2.602576, , 
          0.6,      2.420225, ,           0.6,      2.381121, ,           0.6,      2.592348, , 
          0.8,      2.409366, ,           0.8,      2.370381, ,           0.8,      2.582782, , 
            1,      2.399332, ,             1,      2.360208, ,             1,      2.573856, , 
          1.2,      2.389971, ,           1.2,       2.35062, ,           1.2,      2.565556, , 
          1.4,      2.381111, ,           1.4,      2.341601, ,           1.4,      2.557834, , 
          1.6,       2.37278, ,           1.6,      2.333181, ,           1.6,      2.550675, , 
          1.8,      2.365074, ,           1.8,      2.325212, ,           1.8,      2.544059, , 
            2,      2.357895, ,             2,      2.317661, ,             2,      2.537977, , 
          2.2,      2.351213, ,           2.2,      2.310604, ,           2.2,      2.532425, , 
          2.4,       2.34501, ,           2.4,      2.304072, ,           2.4,      2.527383, , 
          2.6,      2.339261, ,           2.6,      2.298022, ,           2.6,      2.522826, , 
          2.8,      2.333951, ,           2.8,       2.29249, ,           2.8,      2.518744, , 
            3,      2.329062, ,             3,      2.287381, ,             3,      2.515129, , 
          3.2,      2.324599, ,           3.2,      2.282618, ,           3.2,      2.511951, , 
          3.4,      2.320625, ,           3.4,      2.278131, ,           3.4,        2.5092, , 
          3.6,      2.317034, ,           3.6,      2.274128, ,           3.6,       2.50687, , 
          3.8,      2.313812, ,           3.8,      2.270392, ,           3.8,      2.504947, , 
            4,      2.310941, ,             4,      2.267018, ,             4,      2.503413, , 
          4.2,      2.308413, ,           4.2,      2.263954, ,           4.2,      2.502295, , 
          4.4,      2.306211, ,           4.4,      2.261213, ,           4.4,      2.501582, , 
          4.6,      2.304321, ,           4.6,      2.258417, ,           4.6,      2.501226, , 
          4.8,      2.302746, ,           4.8,      2.256679, ,           4.8,      2.501237, , 
            5,      2.301479, ,             5,      2.254823, ,             5,      2.501618, , 
          5.2,      2.300464, ,           5.2,      2.253189, ,           5.2,       2.50236, , 
          5.4,      2.299723, ,           5.4,      2.251765, ,           5.4,      2.503469, , 
          5.6,      2.299288, ,           5.6,      2.250601, ,           5.6,      2.504912, , 
          5.8,      2.299154, ,           5.8,      2.249648, ,           5.8,      2.506733, , 
            6,      2.299281, ,             6,      2.248943, ,             6,      2.508891, , 
          6.2,      2.299668, ,           6.2,      2.248398, ,           6.2,      2.511374, , 
          6.4,      2.300326, ,           6.4,      2.248203, ,           6.4,      2.514201, , 
          6.6,      2.301258, ,           6.6,      2.248154, ,           6.6,       2.51738, , 
          6.8,      2.302444, ,           6.8,      2.248327, ,           6.8,      2.520861, , 
            7,      2.303871, ,             7,      2.248706, ,             7,      2.524683, , 
          7.2,      2.305566, ,           7.2,      2.249284, ,           7.2,      2.528851, , 
          7.4,      2.307512, ,           7.4,       2.25005, ,           7.4,      2.533344, , 
          7.6,      2.309732, ,           7.6,      2.250982, ,           7.6,      2.538153, , 
          7.8,      2.312215, ,           7.8,      2.251935, ,           7.8,      2.543285, , 
            8,      2.314931, ,             8,      2.253399, ,             8,      2.548816, , 
          8.2,      2.317923, ,           8.2,       2.25484, ,           8.2,      2.554767, , 
          8.4,      2.321176, ,           8.4,      2.256437, ,           8.4,      2.560928, , 
          8.6,      2.324679, ,           8.6,      2.258212, ,           8.6,      2.567303, , 
          8.8,      2.328471, ,           8.8,      2.260162, ,           8.8,      2.573971, , 
            9,      2.332524, ,             9,      2.262296, ,             9,      2.580897, , 

