Alpha,T1-15.8 m/s-VLM2, , 
           -2,     0.9860378, , 
         -1.8,     0.9782108, , 
         -1.6,     0.9710225, , 
         -1.4,     0.9644837, , 
         -1.2,     0.9586075, , 
           -1,     0.9533274, , 
         -0.8,     0.9487097, , 
         -0.6,      0.944746, , 
         -0.4,     0.9414861, , 
         -0.2,     0.9389332, , 
            0,     0.9370812, , 
          0.2,     0.9359583, , 
          0.4,     0.9356549, , 
          0.6,     0.9361956, , 
          0.8,     0.9375532, , 
            1,     0.9397508, , 
          1.2,      0.942754, , 
          1.4,     0.9465256, , 
          1.6,     0.9509167, , 
          1.8,     0.9559618, , 
            2,     0.9615389, , 
          2.2,     0.9676287, , 
          2.4,     0.9741863, , 
          2.6,     0.9811836, , 
          2.8,     0.9888661, , 
            3,     0.9978384, , 
          3.2,      1.008288, , 

