Alpha,T1-15.8 m/s-VLM2, , 
           -2,        2.9783, , 
         -1.8,      2.953407, , 
         -1.6,      2.929761, , 
         -1.4,      2.907311, , 
         -1.2,      2.886001, , 
           -1,      2.865786, , 
         -0.8,      2.846606, , 
         -0.6,      2.828411, , 
         -0.4,      2.811142, , 
         -0.2,      2.794767, , 
            0,      2.779239, , 
          0.2,      2.764528, , 
          0.4,      2.750587, , 
          0.6,      2.737376, , 
          0.8,      2.724883, , 
            1,      2.713072, , 
          1.2,      2.701908, , 
          1.4,      2.691361, , 
          1.6,      2.681386, , 
          1.8,       2.67195, , 
            2,      2.663066, , 
          2.2,      2.654704, , 
          2.4,      2.646842, , 
          2.6,      2.639479, , 
          2.8,      2.632606, , 
            3,      2.626193, , 
          3.2,      2.620225, , 
          3.4,      2.614673, , 
          3.6,      2.609512, , 
          3.8,       2.60474, , 
            4,      2.600335, , 
          4.2,      2.596309, , 
          4.4,      2.592643, , 
          4.6,      2.589303, , 
          4.8,      2.586312, , 
            5,      2.583669, , 
          5.2,      2.581363, , 
          5.4,      2.579362, , 
          5.6,       2.57764, , 
          5.8,      2.576211, , 
            6,      2.575048, , 
          6.2,      2.574163, , 
          6.4,      2.573537, , 
          6.6,      2.573159, , 
          6.8,       2.57304, , 
            7,      2.573188, , 
          7.2,      2.573611, , 
          7.4,      2.574312, , 
          7.6,      2.575248, , 
          7.8,      2.576421, , 
            8,      2.577835, , 
          8.2,        2.5795, , 
          8.4,      2.581416, , 
          8.6,      2.583544, , 
          8.8,      2.585932, , 
            9,      2.588531, , 

