Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,      1.968781, ,             0,      1.926799, ,             0,      1.919102, ,             0,      2.321174, ,             0,      2.152597, , 
          0.2,      1.959777, ,           0.2,      1.917656, ,           0.2,      1.909867, ,           0.2,      2.313609, ,           0.2,      2.144386, , 
          0.4,      1.951362, ,           0.4,      1.909081, ,           0.4,      1.900634, ,           0.4,      2.306758, ,           0.4,      2.136822, , 
          0.6,      1.943516, ,           0.6,      1.901026, ,           0.6,      1.893031, ,           0.6,      2.300599, ,           0.6,      2.129897, , 
          0.8,      1.936205, ,           0.8,      1.893435, ,           0.8,      1.885636, ,           0.8,       2.29509, ,           0.8,      2.123573, , 
            1,      1.929511, ,             1,      1.886327, ,             1,      1.878412, ,             1,      2.290223, ,             1,      2.117835, , 
          1.2,       1.92331, ,           1.2,      1.879699, ,           1.2,      1.871923, ,           1.2,      2.285957, ,           1.2,      2.112667, , 
          1.4,      1.917589, ,           1.4,      1.873518, ,           1.4,      1.865735, ,           1.4,      2.282283, ,           1.4,      2.108058, , 
          1.6,       1.91233, ,           1.6,      1.867764, ,           1.6,      1.859675, ,           1.6,      2.279192, ,           1.6,      2.103989, , 
          1.8,      1.907521, ,           1.8,      1.862436, ,           1.8,      1.854684, ,           1.8,      2.276638, ,           1.8,      2.100427, , 
            2,        1.9031, ,             2,      1.857559, ,             2,      1.849694, ,             2,      2.274683, ,             2,      2.097404, , 
          2.2,      1.899083, ,           2.2,      1.852697, ,           2.2,      1.845084, ,           2.2,      2.273313, ,           2.2,      2.094894, , 
          2.4,      1.895462, ,           2.4,      1.848923, ,           2.4,      1.840846, ,           2.4,      2.272462, ,           2.4,      2.092849, , 
          2.6,      1.892251, ,           2.6,      1.845147, ,           2.6,      1.837006, ,           2.6,      2.272167, ,           2.6,      2.091297, , 
          2.8,      1.889416, ,           2.8,      1.841707, ,           2.8,      1.833496, ,           2.8,      2.272387, ,           2.8,      2.090221, , 
            3,      1.886939, ,             3,      1.838584, ,             3,      1.830306, ,             3,      2.273125, ,             3,      2.089608, , 
          3.2,      1.884832, ,           3.2,      1.835725, ,           3.2,      1.826988, ,           3.2,      2.274386, ,           3.2,      2.089444, , 
          3.4,      1.883098, ,           3.4,      1.833173, ,           3.4,      1.824831, ,           3.4,      2.276239, ,           3.4,       2.08978, , 
          3.6,      1.881689, ,           3.6,      1.830914, ,           3.6,      1.822507, ,           3.6,      2.278621, ,           3.6,      2.090549, , 
          3.8,      1.880615, ,           3.8,      1.828929, ,           3.8,      1.820354, ,           3.8,      2.281481, ,           3.8,      2.091751, , 
            4,       1.87991, ,             4,      1.827258, ,             4,      1.818633, ,             4,      2.284923, ,             4,      2.093437, , 
          4.2,      1.879593, ,           4.2,      1.825804, ,           4.2,      1.816994, ,           4.2,      2.288852, ,           4.2,       2.09555, , 
          4.4,      1.879588, ,           4.4,      1.824608, ,           4.4,       1.81577, ,           4.4,      2.293376, ,           4.4,       2.09812, , 
          4.6,      1.879924, ,           4.6,      1.823637, ,           4.6,      1.814611, ,           4.6,      2.298535, ,           4.6,      2.101148, , 
          4.8,      1.880594, ,           4.8,      1.822636, ,           4.8,      1.813761, ,           4.8,      2.304226, ,           4.8,      2.104599, , 
            5,      1.881655, ,             5,      1.822397, ,             5,      1.813102, ,             5,      2.310593, ,             5,      2.108517, , 
          5.2,      1.883017, ,           5.2,       1.82213, ,           5.2,      1.812594, ,           5.2,      2.317705, ,           5.2,      2.112949, , 
          5.4,      1.884741, ,           5.4,      1.822089, ,           5.4,      1.812336, ,           5.4,      2.325714, ,           5.4,      2.117964, , 
          5.6,      1.886809, ,           5.6,       1.82227, ,           5.6,      1.812258, ,           5.6,      2.333728, ,           5.6,      2.123235, , 
          5.8,      1.889217, ,           5.8,      1.822677, ,           5.8,      1.812406, ,           5.8,      2.342121, ,           5.8,      2.128852, , 
            6,      1.892043, ,             6,      1.823333, ,             6,      1.812686, ,             6,      2.351065, ,             6,      2.134902, , 
          6.2,      1.895191, ,           6.2,      1.824243, ,           6.2,      1.813323, ,           6.2,      2.360274, ,           6.2,      2.141265, , 
          6.4,      1.898707, ,           6.4,      1.825384, ,           6.4,      1.814152, ,           6.4,      2.369784, ,           6.4,       2.14795, , 
          6.6,      1.902544, ,           6.6,      1.826779, ,           6.6,      1.815148, ,           6.6,      2.379382, ,           6.6,        2.1549, , 

