Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            0,      1.387074, ,             0,      1.311622, ,             0,      1.278057, ,             0,      1.264643, ,             0,       1.25659, ,             0,      1.253719, ,            -2,      1.896668, ,            -2,      1.739695, ,            -2,      1.570309, , 
          0.2,      1.383396, ,           0.2,      1.306901, ,           0.2,      1.272679, ,           0.2,      1.259071, ,           0.2,      1.250989, ,           0.2,      1.248134, ,          -1.8,       1.88854, ,          -1.8,      1.731338, ,          -1.8,      1.562169, , 
          0.4,      1.380292, ,           0.4,      1.302675, ,           0.4,      1.267683, ,           0.4,      1.253905, ,           0.4,      1.245751, ,           0.4,      1.242891, ,          -1.6,       1.88151, ,          -1.6,      1.723607, ,          -1.6,      1.552782, , 
          0.6,      1.377761, ,           0.6,      1.298969, ,           0.6,      1.263212, ,           0.6,      1.249133, ,           0.6,      1.240738, ,           0.6,      1.237726, ,          -1.4,      1.875404, ,          -1.4,      1.716748, ,          -1.4,      1.544325, , 
          0.8,       1.37584, ,           0.8,      1.295788, ,           0.8,      1.259048, ,           0.8,      1.244729, ,           0.8,       1.23636, ,           0.8,      1.233246, ,          -1.2,      1.870246, ,          -1.2,      1.710795, ,          -1.2,      1.537244, , 
            1,      1.374463, ,             1,      1.293085, ,             1,      1.255513, ,             1,      1.240682, ,             1,      1.232163, ,             1,       1.22923, ,            -1,      1.865906, ,            -1,      1.705651, ,            -1,      1.530332, , 
          1.2,      1.373686, ,           1.2,      1.290926, ,           1.2,      1.252266, ,           1.2,      1.236982, ,           1.2,      1.228298, ,           1.2,      1.225326, ,          -0.8,      1.862664, ,          -0.8,      1.701411, ,          -0.8,      1.524757, , 
          1.4,      1.373442, ,           1.4,      1.289252, ,           1.4,      1.249413, ,           1.4,      1.233619, ,           1.4,      1.224755, ,           1.4,      1.221736, ,          -0.6,      1.860192, ,          -0.6,      1.698056, ,          -0.6,      1.519463, , 
          1.6,      1.373779, ,           1.6,      1.288134, ,           1.6,      1.246996, ,           1.6,      1.230611, ,           1.6,      1.221488, ,           1.6,      1.218355, ,          -0.4,      1.858538, ,          -0.4,      1.695537, ,          -0.4,      1.515346, , 
          1.8,      1.374668, ,           1.8,      1.287509, ,           1.8,      1.245009, ,           1.8,      1.227979, ,           1.8,      1.218607, ,           1.8,      1.215445, ,          -0.2,      1.857714, ,          -0.2,      1.693809, ,          -0.2,       1.51197, , 
            2,      1.376132, ,             2,      1.287462, ,             2,      1.243457, ,             2,        1.2257, ,             2,      1.215956, ,             2,      1.212642, ,             0,      1.857757, ,             0,      1.692901, ,             0,      1.509663, , 
          2.2,       1.37816, ,           2.2,      1.287972, ,           2.2,      1.242308, ,           2.2,      1.223761, ,           2.2,      1.213752, ,           2.2,      1.210378, ,           0.2,      1.858605, ,           0.2,       1.69281, ,           0.2,      1.507559, , 
          2.4,      1.380733, ,           2.4,      1.289057, ,           2.4,      1.241683, ,           2.4,      1.222197, ,           2.4,      1.211831, ,           2.4,      1.208373, ,           0.4,      1.860199, ,           0.4,      1.693616, ,           0.4,      1.506152, , 
          2.6,      1.383858, ,           2.6,      1.290713, ,           2.6,      1.241575, ,           2.6,       1.22102, ,           2.6,      1.210236, ,           2.6,      1.206656, ,           0.6,      1.862628, ,           0.6,      1.695238, ,           0.6,      1.505412, , 
          2.8,      1.387472, ,           2.8,       1.29288, ,           2.8,       1.24194, ,           2.8,      1.220296, ,           2.8,      1.209028, ,           2.8,      1.205311, ,           0.8,      1.865777, ,           0.8,      1.697643, ,           0.8,      1.505364, , 
, , ,             3,       1.29587, ,             3,      1.243095, ,             3,      1.220137, ,             3,       1.20825, ,             3,      1.204357, ,             1,      1.869661, ,             1,      1.700866, ,             1,      1.505944, , 
, , ,           3.2,      1.299638, ,           3.2,      1.244942, ,           3.2,      1.220438, ,           3.2,      1.207945, ,           3.2,      1.203907, ,           1.2,      1.873815, ,           1.2,      1.705181, ,           1.2,      1.507352, , 
, , ,           3.4,      1.303558, ,           3.4,       1.24703, ,           3.4,         1.221, ,           3.4,        1.2079, ,           3.4,      1.203685, ,           1.4,       1.87845, ,           1.4,      1.710291, ,           1.4,      1.509397, , 
, , ,           3.6,      1.307666, ,           3.6,       1.24935, ,           3.6,      1.221846, ,           3.6,      1.208131, ,           3.6,      1.203734, ,           1.6,      1.883704, ,           1.6,      1.716411, ,           1.6,      1.512353, , 
, , ,           3.8,      1.313384, ,           3.8,      1.253424, ,           3.8,      1.223865, ,           3.8,      1.209089, ,           3.8,      1.204467, ,           1.8,      1.889545, ,           1.8,      1.723865, ,           1.8,      1.516061, , 
, , ,             4,      1.319208, ,             4,      1.257626, ,             4,      1.226075, ,             4,      1.210253, ,             4,      1.205392, ,             2,      1.895863, ,             2,       1.73199, ,             2,      1.520372, , 
, , ,           4.2,      1.325089, ,           4.2,      1.261936, ,           4.2,       1.22848, ,           4.2,       1.21162, ,           4.2,      1.206537, ,           2.2,       1.90261, ,           2.2,      1.740576, ,           2.2,      1.525267, , 
, , ,           4.4,        1.3321, ,           4.4,      1.268077, ,           4.4,      1.232805, ,           4.4,       1.21381, ,           4.4,       1.20834, ,           2.4,      1.909875, ,           2.4,      1.749943, ,           2.4,      1.530821, , 
, , ,           4.6,      1.339572, ,           4.6,      1.274947, ,           4.6,      1.237922, ,           4.6,      1.216416, ,           4.6,      1.210496, ,           2.6,      1.917614, ,           2.6,      1.759825, ,           2.6,      1.536914, , 
, , ,           4.8,      1.347145, ,           4.8,      1.281843, ,           4.8,       1.24309, ,           4.8,      1.219177, ,           4.8,      1.212819, ,           2.8,      1.925758, ,           2.8,      1.770062, ,           2.8,      1.543568, , 
, , , , , ,             5,      1.290232, ,             5,      1.249993, ,             5,      1.222767, ,             5,      1.215778, , , , , , , , , , , 
, , , , , ,           5.2,      1.301176, ,           5.2,      1.259907, ,           5.2,      1.227726, ,           5.2,      1.219871, , , , , , , , , , , 
, , , , , ,           5.4,      1.312028, ,           5.4,      1.269724, ,           5.4,      1.232707, ,           5.4,      1.223994, , , , , , , , , , , 
, , , , , ,           5.6,      1.322774, ,           5.6,      1.279504, ,           5.6,      1.237729, ,           5.6,      1.228181, , , , , , , , , , , 
, , , , , , , , ,           5.8,      1.293536, ,           5.8,      1.253957, ,           5.8,       1.24218, , , , , , , , , , , 
, , , , , , , , ,             6,       1.30751, ,             6,      1.270348, ,             6,      1.256344, , , , , , , , , , , 
, , , , , , , , ,           6.2,      1.321225, ,           6.2,      1.286411, ,           6.2,      1.270229, , , , , , , , , , , 

