Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.8948317, , 
         -0.8,     0.8759392, , 
         -0.6,     0.8597893, , 
         -0.4,     0.8458747, , 
         -0.2,     0.8339344, , 
            0,     0.8233969, , 
          0.2,      0.814004, , 
          0.4,     0.8056257, , 
          0.6,     0.7981325, , 
          0.8,     0.7914401, , 
            1,     0.7854638, , 
          1.2,     0.7801479, , 
          1.4,     0.7754306, , 
          1.6,       0.77126, , 
          1.8,     0.7675972, , 
            2,     0.7643822, , 
          2.2,     0.7615887, , 
          2.4,     0.7591831, , 
          2.6,     0.7571282, , 
          2.8,     0.7554049, , 
            3,     0.7539827, , 
          3.2,     0.7528479, , 
          3.4,      0.751978, , 
          3.6,     0.7513507, , 
          3.8,     0.7509485, , 
            4,     0.7507613, , 
          4.2,     0.7507752, , 
          4.4,     0.7509808, , 
          4.6,     0.7513638, , 
          4.8,     0.7519144, , 

