Alpha,T1-15.8 m/s-VLM2, , 
           -1,      1.820958, , 
         -0.8,      1.759865, , 
         -0.6,      1.706117, , 
         -0.4,      1.658619, , 
         -0.2,      1.618301, , 
            0,      1.583588, , 
          0.2,      1.552661, , 
          0.4,       1.52589, , 
          0.6,      1.502815, , 
          0.8,      1.483045, , 
            1,      1.465772, , 
          1.2,      1.450503, , 
          1.4,      1.437584, , 
          1.6,      1.426658, , 
          1.8,      1.417067, , 
            2,      1.408717, , 
          2.2,      1.401555, , 
          2.4,      1.395422, , 
          2.6,       1.39028, , 
          2.8,      1.385962, , 
            3,      1.382326, , 
          3.2,      1.379253, , 
          3.4,      1.376798, , 
          3.6,      1.374957, , 
          3.8,      1.373638, , 
            4,      1.372771, , 
          4.2,      1.372306, , 
          4.4,      1.372195, , 
          4.6,      1.372425, , 
          4.8,      1.372963, , 
            5,      1.373785, , 
          5.2,      1.374862, , 
          5.4,      1.376186, , 
          5.6,      1.377736, , 
          5.8,      1.379498, , 
            6,      1.381453, , 
          6.2,      1.383592, , 
          6.4,      1.385907, , 
          6.6,      1.388387, , 
          6.8,      1.391018, , 
            7,      1.393791, , 
          7.2,      1.396703, , 
          7.4,      1.399741, , 
          7.6,      1.402898, , 
          7.8,       1.40617, , 
            8,      1.409542, , 

