Alpha,T1-15.8 m/s-VLM2, , 
           -2,      2.490122, , 
         -1.8,       2.32977, , 
         -1.6,       2.19363, , 
         -1.4,      2.077392, , 
         -1.2,       1.97803, , 
           -1,      1.893068, , 
         -0.8,      1.820238, , 
         -0.6,      1.757524, , 
         -0.4,      1.703179, , 
         -0.2,      1.655753, , 
            0,      1.614169, , 
          0.2,      1.577619, , 
          0.4,       1.54532, , 
          0.6,      1.516625, , 
          0.8,      1.491054, , 
            1,      1.468216, , 
          1.2,      1.447802, , 
          1.4,      1.429563, , 
          1.6,      1.413282, , 
          1.8,      1.398748, , 
            2,       1.38579, , 
          2.2,       1.37427, , 
          2.4,      1.364046, , 
          2.6,      1.355023, , 
          2.8,      1.347093, , 
            3,       1.34018, , 
          3.2,      1.334194, , 
          3.4,      1.329084, , 
          3.6,      1.324784, , 
          3.8,      1.321291, , 
            4,      1.318592, , 
          4.2,      1.316761, , 
          4.4,      1.315969, , 
          4.6,      1.316262, , 
          4.8,      1.317775, , 
            5,      1.320413, , 
          5.2,      1.324167, , 
          5.4,      1.328601, , 
          5.6,      1.333818, , 
          5.8,      1.340142, , 
            6,      1.348067, , 
          6.2,      1.358057, , 
          6.4,      1.370573, , 

