Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      6.275656, ,            -2,      5.851109, ,            -2,      9.026261, ,            -2,      5.577872, ,            -2,      5.437021, ,            -2,      5.301776, ,            -2,      5.263557, ,            -2,      5.246162, ,            -2,       8.41885, ,            -2,      7.775618, ,            -2,      6.720041, , 
         -1.8,      6.033097, ,          -1.8,      5.624922, ,          -1.8,      8.674484, ,          -1.8,      5.356422, ,          -1.8,      5.226196, ,          -1.8,      5.103658, ,          -1.8,      5.071102, ,          -1.8,      5.056887, ,          -1.8,        8.0911, ,          -1.8,      7.472383, ,          -1.8,      6.460707, , 
         -1.6,      5.826206, ,          -1.6,      5.433661, ,          -1.6,      8.367999, ,          -1.6,      5.170619, ,          -1.6,      5.049494, ,          -1.6,      4.939869, ,          -1.6,      4.912382, ,          -1.6,       4.90049, ,          -1.6,      7.807495, ,          -1.6,      7.210352, ,          -1.6,      6.238176, , 
         -1.4,      5.649246, ,          -1.4,      5.271008, ,          -1.4,      8.100006, ,          -1.4,      5.016148, ,          -1.4,      4.902779, ,          -1.4,      4.803631, ,          -1.4,      4.780009, ,          -1.4,      4.769825, ,          -1.4,      7.561191, ,          -1.4,      6.984012, ,          -1.4,      6.046694, , 
         -1.2,      5.498106, ,          -1.2,      5.132314, ,          -1.2,      7.864388, ,          -1.2,       4.88871, ,          -1.2,      4.782266, ,          -1.2,      4.690711, ,          -1.2,      4.669354, ,          -1.2,      4.659899, ,          -1.2,      7.346172, ,          -1.2,      6.788297, ,          -1.2,      5.882245, , 
           -1,      5.369671, ,            -1,      5.014262, ,            -1,      7.657509, ,            -1,      4.783758, ,            -1,      4.683374, ,            -1,      4.597506, ,            -1,      4.577102, ,            -1,      4.565888, ,            -1,      7.158653, ,            -1,      6.619364, ,            -1,      5.742035, , 
         -0.8,      5.261024, ,          -0.8,      4.914543, ,          -0.8,      7.475004, ,          -0.8,      4.696408, ,          -0.8,      4.601839, ,          -0.8,      4.520104, ,          -0.8,      4.499537, ,          -0.8,      4.486148, ,          -0.8,      6.994383, ,          -0.8,      6.473153, ,          -0.8,      5.623147, , 
         -0.6,      5.170115, ,          -0.6,      4.831506, ,          -0.6,      7.313482, ,          -0.6,      4.623698, ,          -0.6,      4.534238, ,          -0.6,      4.455952, ,          -0.6,      4.434217, ,          -0.6,      4.420408, ,          -0.6,       6.85014, ,          -0.6,      6.346508, ,          -0.6,      5.522795, , 
         -0.4,      5.094686, ,          -0.4,      4.763563, ,          -0.4,      7.170566, ,          -0.4,      4.564043, ,          -0.4,      4.478701, ,          -0.4,      4.403106, ,          -0.4,      4.380099, ,          -0.4,      4.366284, ,          -0.4,      6.723411, ,          -0.4,      6.236683, ,          -0.4,      5.438217, , 
         -0.2,      5.032946, ,          -0.2,       4.70911, ,          -0.2,      7.044018, ,          -0.2,      4.516205, ,          -0.2,      4.434275, ,          -0.2,      4.360414, ,          -0.2,      4.336804, ,          -0.2,      4.323191, ,          -0.2,      6.612073, ,          -0.2,      6.141405, ,          -0.2,      5.367327, , 
            0,      4.982658, ,             0,      4.666434, ,             0,      6.932367, ,             0,      4.479258, ,             0,      4.400186, ,             0,      4.326779, ,             0,      4.302974, ,             0,      4.290146, ,             0,       6.51448, ,             0,       6.05903, ,             0,      5.308044, , 
          0.2,      4.942395, ,           0.2,      4.634002, ,           0.2,      6.833648, ,           0.2,      4.451487, ,           0.2,      4.374976, ,           0.2,      4.302517, ,           0.2,      4.278538, ,           0.2,      4.265842, ,           0.2,      6.428888, ,           0.2,      5.987849, ,           0.2,      5.259141, , 
          0.4,      4.910777, ,           0.4,      4.610064, ,           0.4,      6.746928, ,           0.4,      4.432413, ,           0.4,      4.357378, ,           0.4,      4.285308, ,           0.4,      4.262171, ,           0.4,      4.250115, ,           0.4,      6.354491, ,           0.4,       5.92681, ,           0.4,      5.219206, , 
          0.6,      4.886798, ,           0.6,      4.593486, ,           0.6,      6.670812, ,           0.6,      4.420461, ,           0.6,      4.347175, ,           0.6,      4.275782, ,           0.6,      4.252875, ,           0.6,      4.241073, ,           0.6,      6.289845, ,           0.6,      5.874745, ,           0.6,      5.187226, , 
          0.8,      4.869561, ,           0.8,      4.583287, ,           0.8,      6.604314, ,           0.8,      4.414588, ,           0.8,      4.343161, ,           0.8,      4.273213, ,           0.8,      4.250615, ,           0.8,       4.23903, ,           0.8,      6.234082, ,           0.8,       5.83071, ,           0.8,      5.162214, , 
            1,      4.858277, ,             1,      4.578635, ,             1,      6.546664, ,             1,      4.414188, ,             1,      4.344333, ,             1,      4.275608, ,             1,      4.253736, ,             1,       4.24266, ,             1,      6.186472, ,             1,      5.793994, ,             1,      5.143369, , 
          1.2,      4.852328, ,           1.2,       4.57904, ,           1.2,       6.49745, ,           1.2,       4.41852, ,           1.2,      4.350174, ,           1.2,      4.282744, ,           1.2,      4.261421, ,           1.2,      4.250706, ,           1.2,      6.146566, ,           1.2,      5.764199, ,           1.2,      5.130143, , 
          1.4,      4.851094, ,           1.4,      4.584043, ,           1.4,      6.455823, ,           1.4,      4.426905, ,           1.4,      4.360265, ,           1.4,      4.294255, ,           1.4,      4.273218, ,           1.4,      4.262836, ,           1.4,      6.113601, ,           1.4,      5.740637, ,           1.4,       5.12194, , 
          1.6,      4.853974, ,           1.6,      4.593055, ,           1.6,      6.421264, ,           1.6,      4.439215, ,           1.6,      4.373967, ,           1.6,      4.309282, ,           1.6,       4.28876, ,           1.6,      4.278489, ,           1.6,      6.087095, ,           1.6,      5.722726, ,           1.6,      5.118175, , 
          1.8,      4.860648, ,           1.8,       4.60563, ,           1.8,      6.392858, ,           1.8,      4.455126, ,           1.8,      4.390901, ,           1.8,      4.327431, ,           1.8,       4.30746, ,           1.8,      4.297411, ,           1.8,      6.066241, ,           1.8,        5.7099, ,           1.8,      5.118568, , 
