Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      15.31051, ,            -2,       16.6879, ,            -2,      17.00366, ,            -2,      10.86622, ,            -2,      12.66303, , 
         -1.8,      15.95603, ,          -1.8,      17.35635, ,          -1.8,      17.68615, ,          -1.8,       11.3211, ,          -1.8,       13.1755, , 
         -1.6,      16.52808, ,          -1.6,      17.96108, ,          -1.6,      18.30194, ,          -1.6,      11.74633, ,          -1.6,      13.64095, , 
         -1.4,       17.0203, ,          -1.4,      18.49421, ,          -1.4,      18.85238, ,          -1.4,      12.14287, ,          -1.4,      14.06752, , 
         -1.2,      17.44073, ,          -1.2,      18.95495, ,          -1.2,      19.33003, ,          -1.2,      12.51099, ,          -1.2,      14.45788, , 
           -1,      17.80357, ,            -1,      19.33849, ,            -1,       19.7238, ,            -1,       12.8514, ,            -1,      14.81392, , 
         -0.8,      18.12032, ,          -0.8,      19.65267, ,          -0.8,      20.04302, ,          -0.8,      13.16421, ,          -0.8,      15.13656, , 
         -0.6,      18.39725, ,          -0.6,      19.91455, ,          -0.6,      20.30142, ,          -0.6,      13.45071, ,          -0.6,       15.4279, , 
         -0.4,      18.63723, ,          -0.4,      20.13505, ,          -0.4,      20.51592, ,          -0.4,      13.71099, ,          -0.4,      15.68927, , 
         -0.2,      18.84236, ,          -0.2,      20.31796, ,          -0.2,      20.69192, ,          -0.2,      13.94535, ,          -0.2,      15.92162, , 
            0,      19.01504, ,             0,      20.46624, ,             0,      20.83292, ,             0,      14.15506, ,             0,      16.12685, , 
          0.2,      19.15719, ,           0.2,      20.58229, ,           0.2,      20.94142, ,           0.2,      14.34192, ,           0.2,      16.30607, , 
          0.4,      19.27064, ,           0.4,      20.66842, ,           0.4,       21.0197, ,           0.4,       14.5063, ,           0.4,      16.45999, , 
          0.6,      19.35768, ,           0.6,      20.72698, ,           0.6,      21.07034, ,           0.6,      14.64976, ,           0.6,      16.59026, , 
          0.8,      19.42019, ,           0.8,      20.76056, ,           0.8,      21.09587, ,           0.8,      14.77342, ,           0.8,      16.69826, , 
            1,      19.45996, ,             1,      20.77109, ,             1,      21.09843, ,             1,      14.87703, ,             1,      16.78503, , 
          1.2,      19.47848, ,           1.2,      20.76044, ,           1.2,      21.07981, ,           1.2,      14.96204, ,           1.2,      16.85159, , 
          1.4,      19.47735, ,           1.4,      20.73013, ,           1.4,      21.04162, ,           1.4,       15.0293, ,           1.4,      16.89909, , 
          1.6,      19.45803, ,           1.6,      20.68206, ,           1.6,      20.98572, ,           1.6,      15.07934, ,           1.6,      16.92875, , 
          1.8,      19.42159, ,           1.8,      20.61717, ,           1.8,      20.91319, ,           1.8,      15.11259, ,           1.8,      16.94129, , 
            2,      19.36917, ,             2,      20.53714, ,             2,      20.82564, ,             2,      15.12967, ,             2,      16.93744, , 
          2.2,      19.30174, ,           2.2,      20.44277, ,           2.2,      20.72401, ,           2.2,      15.13093, ,           2.2,      16.91794, , 
          2.4,      19.21953, ,           2.4,       20.3343, ,           2.4,      20.60838, ,           2.4,      15.11662, ,           2.4,      16.88303, , 
          2.6,      19.12221, ,           2.6,      20.21013, ,           2.6,      20.47678, ,           2.6,      15.08727, ,           2.6,      16.83302, , 
          2.8,      19.00736, ,           2.8,      20.06475, ,           2.8,      20.32222, ,           2.8,        15.042, ,           2.8,       16.7667, , 
            3,      18.87099, ,             3,      19.89107, ,             3,      20.13702, ,             3,      14.97952, ,             3,      16.68268, , 
          3.2,      18.70887, ,           3.2,      19.68457, ,           3.2,      19.91647, ,           3.2,      14.89885, ,           3.2,      16.57898, , 
          3.4,      18.51793, ,           3.4,      19.44252, ,           3.4,       19.6623, ,           3.4,      14.79871, ,           3.4,      16.45335, , 
          3.6,      18.29528, ,           3.6,      19.17308, ,           3.6,      19.38221, ,           3.6,      14.67925, ,           3.6,       16.3057, , 
          3.8,      18.03942, ,           3.8,      18.86083, ,           3.8,      19.05051, ,           3.8,      14.53946, ,           3.8,      16.13529, , 
            4,       17.7389, ,             4,      18.47296, ,             4,      18.63125, ,             4,      14.37983, ,             4,      15.94289, , 
          4.2,      17.38353, ,           4.2,      17.99884, , , , ,           4.2,      14.19867, ,           4.2,      15.72492, , 
          4.4,      16.95871, , , , , , , ,           4.4,      13.98565, ,           4.4,      15.47125, , 
          4.6,      16.49181, , , , , , , ,           4.6,      13.73715, ,           4.6,      15.17099, , 

