Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          0.2,     0.9759861, ,           0.2,     0.9072799, ,           0.2,      1.389109, ,           0.2,      0.866524, ,           0.2,     0.8491304, ,           0.2,     0.8318422, ,           0.2,     0.8263263, ,           0.2,     0.8235536, ,           0.2,       1.30094, ,           0.2,      1.204366, ,           0.2,      1.045192, , 
          0.4,     0.9528494, ,           0.4,     0.8872908, ,           0.4,      1.347921, ,           0.4,     0.8483924, ,           0.4,     0.8318049, ,           0.4,     0.8153186, ,           0.4,     0.8100563, ,           0.4,     0.8074114, ,           0.4,      1.263559, ,           0.4,      1.171129, ,           0.4,      1.018839, , 
          0.6,     0.9321336, ,           0.6,     0.8694373, ,           0.6,      1.310936, ,           0.6,     0.8322288, ,           0.6,     0.8163779, ,           0.6,     0.8006206, ,           0.6,     0.7955909, ,           0.6,     0.7930621, ,           0.6,      1.229939, ,           0.6,      1.141242, ,           0.6,      0.995198, , 
          0.8,     0.9135652, ,           0.8,     0.8534666, ,           0.8,      1.277639, ,           0.8,     0.8178112, ,           0.8,     0.8026368, ,           0.8,     0.7875416, ,           0.8,     0.7827258, ,           0.8,     0.7803056, ,           0.8,      1.199599, ,           0.8,      1.114279, ,           0.8,     0.9739543, , 
            1,     0.8968811, ,             1,     0.8391703, ,             1,      1.247639, ,             1,     0.8049345, ,             1,     0.7903741, ,             1,     0.7758872, ,             1,     0.7712645, ,             1,     0.7689419, ,             1,      1.172212, ,             1,      1.089961, ,             1,     0.9548353, , 
          1.2,     0.8818987, ,           1.2,     0.8263738, ,           1.2,      1.220579, ,           1.2,     0.7934325, ,           1.2,     0.7794335, ,           1.2,     0.7655013, ,           1.2,     0.7610575, ,           1.2,      0.758823, ,           1.2,      1.147494, ,           1.2,      1.068033, ,           1.2,     0.9376298, , 
          1.4,     0.8684458, ,           1.4,     0.8149291, ,           1.4,      1.196131, ,           1.4,     0.7831725, ,           1.4,     0.7696821, ,           1.4,      0.756258, ,           1.4,     0.7519783, ,           1.4,     0.7498272, ,           1.4,      1.125171, ,           1.4,      1.048244, ,           1.4,     0.9221469, , 
          1.6,     0.8563769, ,           1.6,     0.8047066, ,           1.6,      1.174012, ,           1.6,     0.7740327, ,           1.6,     0.7610095, ,           1.6,     0.7480497, ,           1.6,     0.7439179, ,           1.6,     0.7418412, ,           1.6,      1.104993, ,           1.6,       1.03039, ,           1.6,     0.9082294, , 
          1.8,     0.8455683, ,           1.8,     0.7955907, ,           1.8,      1.154104, ,           1.8,     0.7659125, ,           1.8,     0.7533134, ,           1.8,     0.7407802, ,           1.8,      0.736786, ,           1.8,     0.7347774, ,           1.8,      1.086837, ,           1.8,      1.014317, ,           1.8,     0.8957261, , 
            2,     0.8359097, ,             2,     0.7874839, ,             2,       1.13622, ,             2,     0.7587231, ,             2,     0.7465115, ,             2,     0.7343703, ,             2,     0.7305015, ,             2,     0.7285566, ,             2,      1.070524, ,             2,     0.9998742, ,             2,     0.8845176, , 
          2.2,     0.8273175, ,           2.2,     0.7803076, ,           2.2,      1.120206, ,           2.2,     0.7523886, ,           2.2,     0.7405262, ,           2.2,     0.7287449, ,           2.2,     0.7249896, ,           2.2,     0.7231014, ,           2.2,      1.055922, ,           2.2,     0.9869514, ,           2.2,     0.8745111, , 
          2.4,     0.8197067, ,           2.4,     0.7739936, ,           2.4,      1.105935, ,           2.4,     0.7468404, ,           2.4,     0.7352996, ,           2.4,     0.7238487, ,           2.4,     0.7201992, ,           2.4,     0.7183632, ,           2.4,      1.042911, ,           2.4,     0.9754398, ,           2.4,     0.8656119, , 
          2.6,     0.8130192, ,           2.6,     0.7684965, ,           2.6,      1.093287, ,           2.6,     0.7420452, ,           2.6,      0.730799, ,           2.6,     0.7196524, ,           2.6,      0.716098, ,           2.6,     0.7143115, ,           2.6,      1.031392, ,           2.6,     0.9652527, ,           2.6,     0.8577569, , 
          2.8,     0.8072348, ,           2.8,     0.7638189, ,           2.8,      1.082204, ,           2.8,     0.7380243, ,           2.8,     0.7270622, ,           2.8,     0.7162139, ,           2.8,     0.7127547, ,           2.8,     0.7110149, ,           2.8,      1.021296, ,           2.8,     0.9563316, ,           2.8,     0.8509167, , 
            3,     0.8023719, ,             3,     0.7600153, ,             3,      1.072633, ,             3,     0.7348921, ,             3,     0.7242435, ,             3,     0.7137337, ,             3,     0.7103918, ,             3,     0.7087114, ,             3,      1.012582, ,             3,     0.9486502, ,             3,     0.8450906, , 
          3.2,     0.7985146, ,           3.2,     0.7572408, ,           3.2,      1.064665, ,           3.2,     0.7328639, ,           3.2,     0.7225761, ,           3.2,      0.712469, ,           3.2,     0.7092625, ,           3.2,     0.7076528, ,           3.2,      1.005332, ,           3.2,     0.9422767, ,           3.2,     0.8403444, , 
          3.4,     0.7957381, ,           3.4,     0.7555989, ,           3.4,       1.05825, ,           3.4,     0.7320337, ,           3.4,      0.722162, ,           3.4,     0.7125238, ,           3.4,     0.7094856, ,           3.4,     0.7079597, ,           3.4,     0.9995153, ,           3.4,     0.9372076, ,           3.4,     0.8367287, , 
          3.6,     0.7941353, ,           3.6,     0.7551773, ,           3.6,      1.053393, ,           3.6,     0.7325368, ,           3.6,     0.7230996, ,           3.6,     0.7138528, ,           3.6,     0.7109268, ,           3.6,     0.7094602, ,           3.6,     0.9951411, ,           3.6,      0.933478, ,           3.6,     0.8343177, , 
          3.8,     0.7937328, ,           3.8,     0.7560798, ,           3.8,      1.050102, ,           3.8,     0.7342478, ,           3.8,     0.7250346, ,           3.8,     0.7159832, ,           3.8,     0.7131188, ,           3.8,     0.7116823, ,           3.8,     0.9922311, ,           3.8,     0.9311127, ,           3.8,     0.8331387, , 
            4,      0.794568, ,             4,     0.7582029, ,             4,       1.04838, ,             4,     0.7370241, ,             4,     0.7281187, ,             4,     0.7194538, ,             4,     0.7167405, ,             4,     0.7153842, ,             4,     0.9907756, ,             4,     0.9300803, ,             4,       0.83316, , 
          4.2,     0.7967876, ,           4.2,     0.7618314, ,           4.2,      1.048273, ,           4.2,     0.7416816, ,           4.2,     0.7334103, ,           4.2,     0.7257234, ,           4.2,     0.7233544, ,           4.2,     0.7221795, ,           4.2,     0.9907946, ,           4.2,     0.9303371, ,           4.2,     0.8343262, , 
          4.4,     0.8006714, ,           4.4,     0.7675581, ,           4.4,      1.049861, ,           4.4,     0.7491858, ,           4.4,     0.7419816, , , , , , , , , , ,           4.4,     0.9923613, ,           4.4,     0.9319638, ,           4.4,     0.8368164, , 
          4.6,     0.8066657, ,           4.6,     0.7761053, ,           4.6,      1.053825, ,           4.6,     0.7598007, ,           4.6,     0.7535182, , , , , , , , , , ,           4.6,     0.9961106, ,           4.6,     0.9354955, ,           4.6,      0.841022, , 
          4.8,     0.8153946, ,           4.8,     0.7877294, ,           4.8,      1.060169, ,           4.8,       0.77352, , , , , , , , , , , , , ,           4.8,      1.002193, ,           4.8,     0.9413629, ,           4.8,     0.8477633, , 
            5,     0.8273596, ,             5,     0.8015254, ,             5,      1.070076, ,             5,      0.788578, , , , , , , , , , , , , ,             5,      1.011576, ,             5,     0.9500756, ,             5,     0.8570658, , 

