Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      5.637442, ,            -2,      5.263052, ,            -2,      5.151315, ,            -2,      7.388167, ,            -2,      6.521799, , 
         -1.8,      5.285727, ,          -1.8,      4.924962, ,          -1.8,      4.823987, ,          -1.8,      6.925358, ,          -1.8,      6.115129, , 
         -1.6,      4.983465, ,          -1.6,      4.638914, ,          -1.6,      4.546749, ,          -1.6,      6.523696, ,          -1.6,      5.763731, , 
         -1.4,      4.721224, ,          -1.4,       4.39338, ,          -1.4,      4.309697, ,          -1.4,      6.173214, ,          -1.4,      5.457917, , 
         -1.2,      4.493584, ,          -1.2,      4.182091, ,          -1.2,      4.106153, ,          -1.2,      5.865813, ,          -1.2,      5.190467, , 
           -1,      4.295545, ,            -1,      3.999544, ,            -1,      3.930709, ,            -1,      5.595106, ,            -1,       4.95584, , 
         -0.8,      4.122054, ,          -0.8,      3.841116, ,          -0.8,      3.778655, ,          -0.8,       5.35573, ,          -0.8,      4.749089, , 
         -0.6,      3.969118, ,          -0.6,      3.703469, ,          -0.6,      3.646593, ,          -0.6,      5.143285, ,          -0.6,      4.566227, , 
         -0.4,      3.834301, ,          -0.4,      3.583784, ,          -0.4,      3.531864, ,          -0.4,      4.954483, ,          -0.4,      4.404312, , 
         -0.2,      3.714546, ,          -0.2,       3.47895, ,          -0.2,      3.431189, ,          -0.2,      4.785935, ,          -0.2,      4.260294, , 
            0,      3.608184, ,             0,      3.386679, ,             0,      3.342271, ,             0,       4.63518, ,             0,      4.132406, , 
          0.2,      3.513895, ,           0.2,      3.305173, ,           0.2,      3.263459, ,           0.2,      4.499768, ,           0.2,      4.018518, , 
          0.4,      3.430333, ,           0.4,      3.232462, ,           0.4,      3.193221, ,           0.4,      4.377794, ,           0.4,      3.916653, , 
