Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          4.4,      11.01942, ,           4.4,      11.46836, ,           4.4,      8.873751, ,           4.4,      11.75154, ,           4.4,        11.876, ,           4.4,      12.00274, ,           4.4,      12.04374, ,           4.4,      12.06445, ,           4.4,      9.264116, ,           4.4,      9.727591, ,           4.4,       10.6013, , 
          4.6,      10.93847, ,           4.6,       11.3749, ,           4.6,      8.837652, ,           4.6,       11.6498, ,           4.6,      11.77054, ,           4.6,       11.8934, ,           4.6,      11.93313, ,           4.6,      11.95322, ,           4.6,      9.221469, ,           4.6,       9.67621, ,           4.6,       10.5313, , 
          4.8,      10.85556, ,           4.8,      11.27999, ,           4.8,      8.798165, ,           4.8,      11.54691, ,           4.8,       11.6641, ,           4.8,      11.78324, ,           4.8,      11.82174, ,           4.8,      11.84122, ,           4.8,      9.175551, ,           4.8,      9.621814, ,           4.8,      10.45892, , 
            5,      10.77093, ,             5,      11.18373, ,             5,        8.7554, ,             5,      11.44294, ,             5,      11.55668, ,             5,      11.67217, ,             5,       11.7095, ,             5,      11.72837, ,             5,      9.126579, ,             5,      9.564631, ,             5,      10.38443, , 
          5.2,      10.68441, ,           5.2,      11.08585, ,           5.2,      8.709502, ,           5.2,      11.33738, ,           5.2,      11.44761, ,           5.2,      11.55933, ,           5.2,      11.59542, ,           5.2,      11.61366, ,           5.2,      9.074597, ,           5.2,      9.504643, ,           5.2,       10.3077, , 
          5.4,      10.59598, ,           5.4,      10.98608, ,           5.4,      8.660722, ,           5.4,      11.22971, ,           5.4,      11.33619, ,           5.4,      11.44374, ,           5.4,      11.47841, ,           5.4,      11.49594, ,           5.4,       9.01984, ,           5.4,      9.442039, ,           5.4,      10.22874, , 
          5.6,      10.50545, ,           5.6,      10.88396, ,           5.6,      8.608816, ,           5.6,      11.11916, ,           5.6,      11.22152, ,           5.6,      11.32452, ,           5.6,      11.35763, ,           5.6,      11.37436, ,           5.6,      8.962088, ,           5.6,      9.376664, ,           5.6,      10.14745, , 
          5.8,      10.41203, ,           5.8,      10.77828, ,           5.8,      8.553386, ,           5.8,      11.00441, ,           5.8,      11.10231, ,           5.8,      11.20028, ,           5.8,      11.23165, ,           5.8,      11.24748, ,           5.8,      8.900889, ,           5.8,      9.308044, ,           5.8,      10.06328, , 
            6,      10.31588, ,             6,      10.66959, ,             6,      8.494992, ,             6,      10.88622, ,             6,      10.97921, ,             6,      11.07175, ,             6,      11.10127, ,             6,      11.11615, ,             6,      8.836755, ,             6,      9.236551, ,             6,      9.976342, , 
          6.2,      10.21695, ,           6.2,      10.55772, ,           6.2,      8.433635, ,           6.2,      10.76422, ,           6.2,      10.85261, ,           6.2,      10.94093, ,           6.2,      10.96925, ,           6.2,      10.98354, ,           6.2,      8.769702, ,           6.2,      9.162196, ,           6.2,      9.886576, , 
          6.4,      10.11532, ,           6.4,      10.44257, ,           6.4,       8.36919, ,           6.4,       10.6401, ,           6.4,      10.72562, ,           6.4,      10.81145, ,           6.4,      10.83908, ,           6.4,      10.85302, ,           6.4,      8.699658, ,           6.4,      9.084926, ,           6.4,      9.793997, , 
          6.6,      10.01169, ,           6.6,      10.32587, ,           6.6,       8.30207, ,           6.6,      10.51678, ,           6.6,      10.60013, ,           6.6,      10.68382, ,           6.6,      10.71078, ,           6.6,      10.72438, ,           6.6,      8.627051, ,           6.6,        9.0053, ,           6.6,       9.69937, , 
          6.8,      9.906441, ,           6.8,      10.20907, ,           6.8,      8.232238, ,           6.8,      10.39447, ,           6.8,      10.47554, ,           6.8,      10.55681, ,           6.8,      10.58297, ,           6.8,      10.59617, ,           6.8,      8.551913, ,           6.8,      8.923505, ,           6.8,      9.603202, , 
            7,      9.800262, ,             7,      10.09238, ,             7,      8.160153, ,             7,      10.27191, ,             7,      10.35009, ,             7,      10.42605, ,             7,      10.44974, ,             7,      10.46166, ,             7,      8.474837, ,             7,      8.840399, ,             7,      9.506675, , 
          7.2,      9.693386, ,           7.2,      9.975091, ,           7.2,      8.086114, ,           7.2,      10.14742, ,           7.2,      10.22154, ,           7.2,      10.29364, ,           7.2,      10.31613, ,           7.2,      10.32743, ,           7.2,      8.396076, ,           7.2,      8.756104, ,           7.2,      9.409758, , 
          7.4,      9.585059, ,           7.4,      9.855218, ,           7.4,      8.008917, ,           7.4,      10.01797, ,           7.4,      10.08579, ,           7.4,      10.15694, ,           7.4,       10.1808, ,           7.4,      10.19284, ,           7.4,      8.314518, ,           7.4,      8.669735, ,           7.4,      9.311964, , 
          7.6,      9.474302, ,           7.6,      9.731176, ,           7.6,      7.927041, ,           7.6,      9.882905, ,           7.6,      9.942668, ,           7.6,      10.01235, ,           7.6,      10.03775, ,           7.6,      10.05062, ,           7.6,      8.228611, ,           7.6,      8.579885, ,           7.6,      9.212263, , 
          7.8,      9.360003, ,           7.8,      9.602667, ,           7.8,      7.842172, ,           7.8,      9.744026, ,           7.8,      9.798427, ,           7.8,      9.869545, ,           7.8,      9.898534, ,           7.8,      9.913268, ,           7.8,      8.139476, ,           7.8,      8.486249, ,           7.8,      9.107971, , 
            8,      9.237631, ,             8,      9.469297, ,             8,      7.750396, ,             8,      9.600051, ,             8,      9.650835, , , , , , , , , , ,             8,      8.044024, ,             8,      8.387807, ,             8,      8.999971, , 

