Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,     0.1705161, ,            -2,     0.1705161, ,            -2,     0.1705161, ,            -2,     0.1705161, ,            -2,     0.1705161, ,            -2,     0.1705161, ,            -2,     0.1705161, ,            -2,     0.1705161, ,            -2,     0.1705161, , 
         -1.8,     0.1792696, ,          -1.8,     0.1792696, ,          -1.8,     0.1792696, ,          -1.8,     0.1792696, ,          -1.8,     0.1792696, ,          -1.8,     0.1792696, ,          -1.8,     0.1792696, ,          -1.8,     0.1792696, ,          -1.8,     0.1792696, , 
         -1.6,     0.1880177, ,          -1.6,     0.1880177, ,          -1.6,     0.1880177, ,          -1.6,     0.1880177, ,          -1.6,     0.1880177, ,          -1.6,     0.1880177, ,          -1.6,     0.1880177, ,          -1.6,     0.1880177, ,          -1.6,     0.1880177, , 
         -1.4,     0.1967601, ,          -1.4,     0.1967601, ,          -1.4,     0.1967601, ,          -1.4,     0.1967601, ,          -1.4,     0.1967601, ,          -1.4,     0.1967601, ,          -1.4,     0.1967601, ,          -1.4,     0.1967601, ,          -1.4,     0.1967601, , 
         -1.2,     0.2054964, ,          -1.2,     0.2054964, ,          -1.2,     0.2054964, ,          -1.2,     0.2054964, ,          -1.2,     0.2054964, ,          -1.2,     0.2054964, ,          -1.2,     0.2054964, ,          -1.2,     0.2054964, ,          -1.2,     0.2054964, , 
           -1,     0.2142263, ,            -1,     0.2142263, ,            -1,     0.2142263, ,            -1,     0.2142263, ,            -1,     0.2142263, ,            -1,     0.2142263, ,            -1,     0.2142263, ,            -1,     0.2142263, ,            -1,     0.2142263, , 
         -0.8,     0.2229495, ,          -0.8,     0.2229495, ,          -0.8,     0.2229495, ,          -0.8,     0.2229495, ,          -0.8,     0.2229495, ,          -0.8,     0.2229495, ,          -0.8,     0.2229495, ,          -0.8,     0.2229495, ,          -0.8,     0.2229495, , 
         -0.6,     0.2316656, ,          -0.6,     0.2316656, ,          -0.6,     0.2316656, ,          -0.6,     0.2316656, ,          -0.6,     0.2316656, ,          -0.6,     0.2316656, ,          -0.6,     0.2316656, ,          -0.6,     0.2316656, ,          -0.6,     0.2316656, , 
         -0.4,     0.2403743, ,          -0.4,     0.2403743, ,          -0.4,     0.2403743, ,          -0.4,     0.2403743, ,          -0.4,     0.2403743, ,          -0.4,     0.2403743, ,          -0.4,     0.2403743, ,          -0.4,     0.2403743, ,          -0.4,     0.2403743, , 
         -0.2,     0.2490752, ,          -0.2,     0.2490752, ,          -0.2,     0.2490752, ,          -0.2,     0.2490752, ,          -0.2,     0.2490752, ,          -0.2,     0.2490752, ,          -0.2,     0.2490752, ,          -0.2,     0.2490752, ,          -0.2,     0.2490752, , 
            0,     0.2577681, ,             0,     0.2577681, ,             0,     0.2577681, ,             0,     0.2577681, ,             0,     0.2577681, ,             0,     0.2577681, ,             0,     0.2577681, ,             0,     0.2577681, ,             0,     0.2577681, , 
          0.2,     0.2664526, ,           0.2,     0.2664526, ,           0.2,     0.2664526, ,           0.2,     0.2664526, ,           0.2,     0.2664526, ,           0.2,     0.2664526, ,           0.2,     0.2664526, ,           0.2,     0.2664526, ,           0.2,     0.2664526, , 
          0.4,     0.2751283, ,           0.4,     0.2751283, ,           0.4,     0.2751283, ,           0.4,     0.2751283, ,           0.4,     0.2751283, ,           0.4,     0.2751283, ,           0.4,     0.2751283, ,           0.4,     0.2751283, ,           0.4,     0.2751283, , 
          0.6,      0.283795, ,           0.6,      0.283795, ,           0.6,      0.283795, ,           0.6,      0.283795, ,           0.6,      0.283795, ,           0.6,      0.283795, ,           0.6,      0.283795, ,           0.6,      0.283795, ,           0.6,      0.283795, , 
          0.8,     0.2924523, ,           0.8,     0.2924523, ,           0.8,     0.2924523, ,           0.8,     0.2924523, ,           0.8,     0.2924523, ,           0.8,     0.2924523, ,           0.8,     0.2924523, ,           0.8,     0.2924523, ,           0.8,     0.2924523, , 
            1,     0.3010998, ,             1,     0.3010998, ,             1,     0.3010998, ,             1,     0.3010998, ,             1,     0.3010998, ,             1,     0.3010998, ,             1,     0.3010998, ,             1,     0.3010998, ,             1,     0.3010998, , 
          1.2,     0.3097373, ,           1.2,     0.3097373, ,           1.2,     0.3097373, ,           1.2,     0.3097373, ,           1.2,     0.3097373, ,           1.2,     0.3097373, ,           1.2,     0.3097373, ,           1.2,     0.3097373, ,           1.2,     0.3097373, , 
          1.4,     0.3183644, ,           1.4,     0.3183644, ,           1.4,     0.3183644, ,           1.4,     0.3183644, ,           1.4,     0.3183644, ,           1.4,     0.3183644, ,           1.4,     0.3183644, ,           1.4,     0.3183644, ,           1.4,     0.3183644, , 
          1.6,     0.3269808, ,           1.6,     0.3269808, ,           1.6,     0.3269808, ,           1.6,     0.3269808, ,           1.6,     0.3269808, ,           1.6,     0.3269808, ,           1.6,     0.3269808, ,           1.6,     0.3269808, ,           1.6,     0.3269808, , 
          1.8,     0.3355862, ,           1.8,     0.3355862, ,           1.8,     0.3355862, ,           1.8,     0.3355862, ,           1.8,     0.3355862, ,           1.8,     0.3355862, ,           1.8,     0.3355862, ,           1.8,     0.3355862, ,           1.8,     0.3355862, , 
