Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,     0.2741083, ,            -2,     0.2741083, ,            -2,     0.2741083, ,            -2,     0.2741083, ,            -2,     0.2741083, ,            -2,     0.2741083, ,            -2,     0.2741083, ,            -2,     0.2741083, ,            -2,     0.2741083, , 
         -1.8,     0.2896531, ,          -1.8,     0.2896531, ,          -1.8,     0.2896531, ,          -1.8,     0.2896531, ,          -1.8,     0.2896531, ,          -1.8,     0.2896531, ,          -1.8,     0.2896531, ,          -1.8,     0.2896531, ,          -1.8,     0.2896531, , 
         -1.6,     0.3051921, ,          -1.6,     0.3051921, ,          -1.6,     0.3051921, ,          -1.6,     0.3051921, ,          -1.6,     0.3051921, ,          -1.6,     0.3051921, ,          -1.6,     0.3051921, ,          -1.6,     0.3051921, ,          -1.6,     0.3051921, , 
         -1.4,     0.3207249, ,          -1.4,     0.3207249, ,          -1.4,     0.3207249, ,          -1.4,     0.3207249, ,          -1.4,     0.3207249, ,          -1.4,     0.3207249, ,          -1.4,     0.3207249, ,          -1.4,     0.3207249, ,          -1.4,     0.3207249, , 
         -1.2,     0.3362512, ,          -1.2,     0.3362512, ,          -1.2,     0.3362512, ,          -1.2,     0.3362512, ,          -1.2,     0.3362512, ,          -1.2,     0.3362512, ,          -1.2,     0.3362512, ,          -1.2,     0.3362512, ,          -1.2,     0.3362512, , 
           -1,     0.3517705, ,            -1,     0.3517705, ,            -1,     0.3517705, ,            -1,     0.3517705, ,            -1,     0.3517705, ,            -1,     0.3517705, ,            -1,     0.3517705, ,            -1,     0.3517705, ,            -1,     0.3517705, , 
         -0.8,     0.3672824, ,          -0.8,     0.3672824, ,          -0.8,     0.3672824, ,          -0.8,     0.3672824, ,          -0.8,     0.3672824, ,          -0.8,     0.3672824, ,          -0.8,     0.3672824, ,          -0.8,     0.3672824, ,          -0.8,     0.3672824, , 
         -0.6,     0.3827864, ,          -0.6,     0.3827864, ,          -0.6,     0.3827864, ,          -0.6,     0.3827864, ,          -0.6,     0.3827864, ,          -0.6,     0.3827864, ,          -0.6,     0.3827864, ,          -0.6,     0.3827864, ,          -0.6,     0.3827864, , 
         -0.4,     0.3982822, ,          -0.4,     0.3982822, ,          -0.4,     0.3982822, ,          -0.4,     0.3982822, ,          -0.4,     0.3982822, ,          -0.4,     0.3982822, ,          -0.4,     0.3982822, ,          -0.4,     0.3982822, ,          -0.4,     0.3982822, , 
         -0.2,     0.4137694, ,          -0.2,     0.4137694, ,          -0.2,     0.4137694, ,          -0.2,     0.4137694, ,          -0.2,     0.4137694, ,          -0.2,     0.4137694, ,          -0.2,     0.4137694, ,          -0.2,     0.4137694, ,          -0.2,     0.4137694, , 
