Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          2.4,      14.61895, ,           2.4,      14.90204, ,           2.4,      15.41675, ,           2.4,      15.79488, ,           2.4,      10.71376, ,           2.4,      11.08963, ,           2.4,      15.93222, ,           2.4,      16.16157, ,           2.4,      16.20387, ,           2.4,      16.28995, ,           2.4,       16.3966, ,           2.4,      16.47301, ,           2.4,      16.51169, ,           2.4,      16.53449, ,           2.4,      11.70189, ,           2.4,      12.44606, ,           2.4,      13.27427, ,           2.4,        13.729, ,           2.4,      13.89649, , 
          2.6,      14.55641, ,           2.6,      14.83194, ,           2.6,       15.3331, ,           2.6,      15.70055, ,           2.6,      10.71732, ,           2.6,      11.08935, ,           2.6,      15.83395, ,           2.6,      16.05652, ,           2.6,      16.09754, ,           2.6,      16.18099, ,           2.6,      16.28436, ,           2.6,      16.35839, ,           2.6,      16.39588, ,           2.6,      16.41799, ,           2.6,       11.6946, ,           2.6,      12.42767, ,           2.6,      13.24192, ,           2.6,      13.68781, ,           2.6,      13.85156, , 
          2.8,      14.48615, ,           2.8,      14.75433, ,           2.8,      15.24228, ,           2.8,       15.5994, ,           2.8,      10.71228, ,           2.8,      11.08035, ,           2.8,        15.729, ,           2.8,      15.94509, ,           2.8,      15.98487, ,           2.8,       16.0658, ,           2.8,      16.16607, ,           2.8,       16.2378, ,           2.8,      16.27413, ,           2.8,      16.29555, ,           2.8,      11.67853, ,           2.8,      12.40063, ,           2.8,      13.20117, ,           2.8,      13.63837, ,           2.8,      13.79845, , 
            3,      14.40861, ,             3,       14.6697, ,             3,      15.14488, ,             3,      15.49202, ,             3,      10.69854, ,             3,      11.06267, ,             3,      15.61797, ,             3,      15.82786, ,             3,      15.86645, ,             3,      15.94495, ,             3,      16.04221, ,             3,      16.11182, ,             3,      16.14703, ,             3,      16.16778, ,             3,      11.65387, ,             3,      12.36521, ,             3,      13.15242, ,             3,      13.58113, ,             3,      13.73761, , 
          3.2,      14.32414, ,           3.2,      14.57838, ,           3.2,       15.0411, ,           3.2,      15.37863, ,           3.2,      10.67663, ,           3.2,      11.03671, ,           3.2,      15.50101, ,           3.2,      15.70496, ,           3.2,      15.74242, ,           3.2,      15.81858, ,           3.2,      15.91287, ,           3.2,      15.98037, ,           3.2,      16.01455, ,           3.2,       16.0347, ,           3.2,      11.62082, ,           3.2,      12.32156, ,           3.2,      13.09585, ,           3.2,       13.5163, ,           3.2,      13.66928, , 
          3.4,      14.23315, ,           3.4,      14.48074, ,           3.4,       14.9312, ,           3.4,      15.25935, ,           3.4,      10.64693, ,           3.4,      11.00289, ,           3.4,      15.37824, ,           3.4,      15.57632, ,           3.4,      15.61265, ,           3.4,       15.6865, ,           3.4,       15.7779, ,           3.4,      15.84328, ,           3.4,      15.87639, ,           3.4,       15.8959, ,           3.4,      11.57989, ,           3.4,      12.27025, ,           3.4,      13.03192, ,           3.4,       13.4443, ,           3.4,      13.59386, , 
          3.6,      14.13553, ,           3.6,      14.37658, ,           3.6,      14.81474, ,           3.6,      15.13335, ,           3.6,      10.60963, ,           3.6,      10.96146, ,           3.6,      15.24862, ,           3.6,      15.44048, ,           3.6,      15.47563, ,           3.6,      15.54701, ,           3.6,      15.63517, ,           3.6,      15.69824, ,           3.6,      15.73013, ,           3.6,      15.74893, ,           3.6,      11.53134, ,           3.6,       12.2115, ,           3.6,       12.9608, ,           3.6,      13.36525, ,           3.6,      13.51145, , 
          3.8,      14.02989, ,           3.8,      14.26423, ,           3.8,      14.68937, ,           3.8,      14.99743, ,           3.8,      10.56398, ,           3.8,      10.91157, ,           3.8,      15.10858, ,           3.8,      15.29313, ,           3.8,      15.32687, ,           3.8,       15.3953, ,           3.8,      15.47953, ,           3.8,      15.53974, ,           3.8,      15.57018, ,           3.8,      15.58811, ,           3.8,      11.47423, ,           3.8,      12.14423, ,           3.8,      12.88135, ,           3.8,      13.27795, ,           3.8,      13.42082, , 
            4,      13.91607, ,             4,      14.14337, ,             4,      14.55429, ,             4,      14.85062, ,             4,      10.51014, ,             4,      10.85342, ,             4,      14.95715, ,             4,      15.13349, ,             4,      15.16567, ,             4,      15.23079, ,             4,      15.31058, ,             4,      15.36749, ,             4,      15.39625, ,             4,      15.41318, ,             4,      11.40878, ,             4,      12.06871, ,             4,      12.79386, ,             4,      13.18261, ,             4,      13.32213, , 
          4.2,       13.7923, ,           4.2,      14.01216, ,           4.2,      14.40768, ,           4.2,      14.69122, ,           4.2,      10.44766, ,           4.2,      10.78655, ,           4.2,      14.79261, ,           4.2,      14.95939, ,           4.2,      14.98973, ,           4.2,        15.051, ,           4.2,      15.12579, ,           4.2,      15.17898, ,           4.2,      15.20581, ,           4.2,       15.2216, ,           4.2,      11.33452, ,           4.2,      11.98425, ,           4.2,      12.69718, ,           4.2,      13.07786, ,           4.2,      13.21394, , 
          4.4,      13.65848, ,           4.4,      13.87049, ,           4.4,      14.24931, ,           4.4,      14.51869, ,           4.4,      10.37662, ,           4.4,        10.711, ,           4.4,      14.61463, ,           4.4,      14.77309, ,           4.4,      14.80184, ,           4.4,      14.86014, ,           4.4,      14.93215, ,           4.4,      14.98334, ,           4.4,      15.00916, ,           4.4,      15.02435, ,           4.4,      11.25143, ,           4.4,      11.89071, ,           4.4,      12.59104, ,           4.4,      12.96345, ,           4.4,      13.09603, , 
          4.6,      13.51608, ,           4.6,      13.71994, ,           4.6,      14.08115, ,           4.6,      14.33898, ,           4.6,      10.29783, ,           4.6,      10.62763, ,           4.6,      14.43072, ,           4.6,      14.58422, ,           4.6,      14.61207, ,           4.6,      14.66864, ,           4.6,       14.7388, ,           4.6,      14.78868, ,           4.6,      14.81383, ,           4.6,      14.82863, ,           4.6,      11.16042, ,           4.6,       11.7891, ,           4.6,      12.47667, ,           4.6,      12.84067, ,           4.6,       12.9697, , 
          4.8,       13.3649, ,           4.8,      13.56093, ,           4.8,      13.90587, ,           4.8,      14.15488, ,           4.8,       10.2106, ,           4.8,       10.5358, ,           4.8,      14.24339, ,           4.8,      14.39181, ,           4.8,      14.41873, ,           4.8,      14.47333, ,           4.8,      14.54075, ,           4.8,      14.58857, ,           4.8,      14.61268, ,           4.8,      14.62686, ,           4.8,      11.06099, ,           4.8,      11.67925, ,           4.8,      12.35442, ,           4.8,      12.70992, ,           4.8,      12.83528, , 
            5,      13.20653, ,             5,      13.39485, ,             5,      13.72464, ,             5,      13.96314, ,             5,      10.11571, ,             5,      10.43647, ,             5,      14.04741, ,             5,       14.1877, ,             5,      14.21303, ,             5,      14.26368, ,             5,      14.32363, ,             5,      14.36575, ,             5,      14.38689, ,             5,       14.3993, ,             5,      10.95437, ,             5,      11.56311, ,             5,      12.22735, ,             5,      12.57434, ,             5,      12.69569, , 
          5.2,      13.03986, ,           5.2,      13.21962, ,           5.2,      13.53239, ,           5.2,      13.75604, ,           5.2,      10.01338, ,           5.2,      10.32977, ,           5.2,      13.83418, ,           5.2,      13.96202, ,           5.2,      13.98492, ,           5.2,       14.0309, ,           5.2,      14.08624, ,           5.2,      14.12525, ,           5.2,      14.14477, ,           5.2,      14.15626, ,           5.2,       10.8406, ,           5.2,      11.44056, ,           5.2,      12.09505, ,           5.2,      12.43327, ,           5.2,       12.5502, , 
          5.4,      12.86095, ,           5.4,       13.0303, ,           5.4,      13.32156, ,           5.4,      13.52436, ,           5.4,      9.898905, ,           5.4,       10.2111, ,           5.4,      13.59352, ,           5.4,      13.70386, ,           5.4,      13.72358, ,           5.4,      13.76474, ,           5.4,      13.82022, ,           5.4,      13.85886, ,           5.4,      13.87826, ,           5.4,      13.89019, ,           5.4,      10.71533, ,           5.4,      11.30795, ,           5.4,      11.95498, ,           5.4,      12.28423, ,           5.4,      12.39609, , 
          5.6,      12.66645, ,           5.6,      12.82365, ,           5.6,      13.08774, ,           5.6,      13.26565, ,           5.6,      9.773959, ,           5.6,      10.08165, ,           5.6,       13.3244, ,           5.6,      13.40772, ,           5.6,      13.42146, , , , , , , , , , , , , , , , ,           5.6,      10.57877, ,           5.6,      11.16357, ,           5.6,      11.80253, ,           5.6,      12.12202, ,           5.6,       12.2284, , 
          5.8,      12.44617, ,           5.8,      12.59042, ,           5.8,      12.83042, ,           5.8,      12.98867, ,           5.8,      9.633903, ,           5.8,      9.936718, ,           5.8,      13.04393, ,           5.8,      13.13432, ,           5.8,      13.14956, , , , , , , , , , , , , , , , ,           5.8,       10.4262, ,           5.8,      11.00303, ,           5.8,      11.63402, ,           5.8,      11.94213, ,           5.8,      12.04179, , 

