Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          2.6,     0.4246179, ,           2.6,     0.4246179, ,           2.6,     0.4246179, ,           2.6,     0.4246179, ,           2.6,     0.4246179, ,           2.6,     0.4246179, ,           2.6,     0.4246179, ,           2.6,     0.4246179, ,           2.6,     0.4246179, ,           2.6,     0.4246179, ,           2.6,     0.4246179, , 
          2.8,     0.4345777, ,           2.8,     0.4345777, ,           2.8,     0.4345777, ,           2.8,     0.4345777, ,           2.8,     0.4345777, ,           2.8,     0.4345777, ,           2.8,     0.4345777, ,           2.8,     0.4345777, ,           2.8,     0.4345777, ,           2.8,     0.4345777, ,           2.8,     0.4345777, , 
            3,     0.4445236, ,             3,     0.4445236, ,             3,     0.4445236, ,             3,     0.4445236, ,             3,     0.4445236, ,             3,     0.4445236, ,             3,     0.4445236, ,             3,     0.4445236, ,             3,     0.4445236, ,             3,     0.4445236, ,             3,     0.4445236, , 
          3.2,     0.4544553, ,           3.2,     0.4544553, ,           3.2,     0.4544553, ,           3.2,     0.4544553, ,           3.2,     0.4544553, ,           3.2,     0.4544553, ,           3.2,     0.4544553, ,           3.2,     0.4544553, ,           3.2,     0.4544553, ,           3.2,     0.4544553, ,           3.2,     0.4544553, , 
          3.4,     0.4643726, ,           3.4,     0.4643726, ,           3.4,     0.4643726, ,           3.4,     0.4643726, ,           3.4,     0.4643726, ,           3.4,     0.4643726, ,           3.4,     0.4643726, ,           3.4,     0.4643726, ,           3.4,     0.4643726, ,           3.4,     0.4643726, ,           3.4,     0.4643726, , 
          3.6,      0.474275, ,           3.6,      0.474275, ,           3.6,      0.474275, ,           3.6,      0.474275, ,           3.6,      0.474275, ,           3.6,      0.474275, ,           3.6,      0.474275, ,           3.6,      0.474275, ,           3.6,      0.474275, ,           3.6,      0.474275, ,           3.6,      0.474275, , 
          3.8,     0.4841621, ,           3.8,     0.4841621, ,           3.8,     0.4841621, ,           3.8,     0.4841621, ,           3.8,     0.4841621, ,           3.8,     0.4841621, ,           3.8,     0.4841621, ,           3.8,     0.4841621, ,           3.8,     0.4841621, ,           3.8,     0.4841621, ,           3.8,     0.4841621, , 
            4,     0.4940337, ,             4,     0.4940337, ,             4,     0.4940337, ,             4,     0.4940337, ,             4,     0.4940337, ,             4,     0.4940337, ,             4,     0.4940337, ,             4,     0.4940337, ,             4,     0.4940337, ,             4,     0.4940337, ,             4,     0.4940337, , 
          4.2,     0.5038893, ,           4.2,     0.5038893, ,           4.2,     0.5038893, ,           4.2,     0.5038893, ,           4.2,     0.5038893, ,           4.2,     0.5038893, ,           4.2,     0.5038893, ,           4.2,     0.5038893, ,           4.2,     0.5038893, ,           4.2,     0.5038893, ,           4.2,     0.5038893, , 
          4.4,     0.5137288, ,           4.4,     0.5137288, ,           4.4,     0.5137288, ,           4.4,     0.5137288, ,           4.4,     0.5137288, ,           4.4,     0.5137288, ,           4.4,     0.5137288, ,           4.4,     0.5137288, ,           4.4,     0.5137288, ,           4.4,     0.5137288, ,           4.4,     0.5137288, , 
          4.6,     0.5235516, ,           4.6,     0.5235516, ,           4.6,     0.5235516, ,           4.6,     0.5235516, ,           4.6,     0.5235516, ,           4.6,     0.5235516, ,           4.6,     0.5235516, ,           4.6,     0.5235516, ,           4.6,     0.5235516, ,           4.6,     0.5235516, ,           4.6,     0.5235516, , 
          4.8,     0.5333575, ,           4.8,     0.5333575, ,           4.8,     0.5333575, ,           4.8,     0.5333575, ,           4.8,     0.5333575, ,           4.8,     0.5333575, ,           4.8,     0.5333575, ,           4.8,     0.5333575, ,           4.8,     0.5333575, ,           4.8,     0.5333575, ,           4.8,     0.5333575, , 
            5,      0.543146, ,             5,      0.543146, ,             5,      0.543146, ,             5,      0.543146, ,             5,      0.543146, ,             5,      0.543146, ,             5,      0.543146, ,             5,      0.543146, ,             5,      0.543146, ,             5,      0.543146, ,             5,      0.543146, , 
          5.2,      0.552917, ,           5.2,      0.552917, ,           5.2,      0.552917, ,           5.2,      0.552917, ,           5.2,      0.552917, ,           5.2,      0.552917, ,           5.2,      0.552917, ,           5.2,      0.552917, ,           5.2,      0.552917, ,           5.2,      0.552917, ,           5.2,      0.552917, , 
          5.4,       0.56267, ,           5.4,       0.56267, ,           5.4,       0.56267, ,           5.4,       0.56267, ,           5.4,       0.56267, ,           5.4,       0.56267, ,           5.4,       0.56267, ,           5.4,       0.56267, ,           5.4,       0.56267, ,           5.4,       0.56267, ,           5.4,       0.56267, , 
          5.6,     0.5724048, ,           5.6,     0.5724048, ,           5.6,     0.5724048, ,           5.6,     0.5724048, ,           5.6,     0.5724048, ,           5.6,     0.5724048, ,           5.6,     0.5724048, ,           5.6,     0.5724048, ,           5.6,     0.5724048, ,           5.6,     0.5724048, ,           5.6,     0.5724048, , 
          5.8,     0.5821209, ,           5.8,     0.5821209, ,           5.8,     0.5821209, ,           5.8,     0.5821209, ,           5.8,     0.5821209, ,           5.8,     0.5821209, ,           5.8,     0.5821209, ,           5.8,     0.5821209, ,           5.8,     0.5821209, ,           5.8,     0.5821209, ,           5.8,     0.5821209, , 
            6,      0.591818, ,             6,      0.591818, ,             6,      0.591818, ,             6,      0.591818, ,             6,      0.591818, ,             6,      0.591818, ,             6,      0.591818, ,             6,      0.591818, ,             6,      0.591818, ,             6,      0.591818, ,             6,      0.591818, , 
          6.2,     0.6014958, ,           6.2,     0.6014958, ,           6.2,     0.6014958, ,           6.2,     0.6014958, ,           6.2,     0.6014958, ,           6.2,     0.6014958, ,           6.2,     0.6014958, ,           6.2,     0.6014958, ,           6.2,     0.6014958, ,           6.2,     0.6014958, ,           6.2,     0.6014958, , 
          6.4,      0.611154, ,           6.4,      0.611154, ,           6.4,      0.611154, ,           6.4,      0.611154, ,           6.4,      0.611154, ,           6.4,      0.611154, ,           6.4,      0.611154, ,           6.4,      0.611154, ,           6.4,      0.611154, ,           6.4,      0.611154, ,           6.4,      0.611154, , 
          6.6,     0.6207923, ,           6.6,     0.6207923, ,           6.6,     0.6207923, ,           6.6,     0.6207923, ,           6.6,     0.6207923, ,           6.6,     0.6207923, ,           6.6,     0.6207923, ,           6.6,     0.6207923, ,           6.6,     0.6207923, ,           6.6,     0.6207923, ,           6.6,     0.6207923, , 
          6.8,     0.6304103, ,           6.8,     0.6304103, ,           6.8,     0.6304103, ,           6.8,     0.6304103, ,           6.8,     0.6304103, ,           6.8,     0.6304103, ,           6.8,     0.6304103, ,           6.8,     0.6304103, ,           6.8,     0.6304103, ,           6.8,     0.6304103, ,           6.8,     0.6304103, , 
            7,     0.6400077, ,             7,     0.6400077, ,             7,     0.6400077, ,             7,     0.6400077, ,             7,     0.6400077, ,             7,     0.6400077, ,             7,     0.6400077, ,             7,     0.6400077, ,             7,     0.6400077, ,             7,     0.6400077, ,             7,     0.6400077, , 
          7.2,     0.6495842, ,           7.2,     0.6495842, ,           7.2,     0.6495842, ,           7.2,     0.6495842, ,           7.2,     0.6495842, ,           7.2,     0.6495842, ,           7.2,     0.6495842, ,           7.2,     0.6495842, ,           7.2,     0.6495842, ,           7.2,     0.6495842, ,           7.2,     0.6495842, , 
          7.4,     0.6591394, ,           7.4,     0.6591394, ,           7.4,     0.6591394, ,           7.4,     0.6591394, ,           7.4,     0.6591394, ,           7.4,     0.6591394, ,           7.4,     0.6591394, ,           7.4,     0.6591394, ,           7.4,     0.6591394, ,           7.4,     0.6591394, ,           7.4,     0.6591394, , 
          7.6,      0.668673, ,           7.6,      0.668673, ,           7.6,      0.668673, ,           7.6,      0.668673, ,           7.6,      0.668673, ,           7.6,      0.668673, ,           7.6,      0.668673, ,           7.6,      0.668673, ,           7.6,      0.668673, ,           7.6,      0.668673, ,           7.6,      0.668673, , 
          7.8,     0.6781848, ,           7.8,     0.6781848, ,           7.8,     0.6781848, ,           7.8,     0.6781848, ,           7.8,     0.6781848, ,           7.8,     0.6781848, ,           7.8,     0.6781848, ,           7.8,     0.6781848, ,           7.8,     0.6781848, ,           7.8,     0.6781848, ,           7.8,     0.6781848, , 
            8,     0.6876743, ,             8,     0.6876743, ,             8,     0.6876743, ,             8,     0.6876743, ,             8,     0.6876743, , , , , , , , , , ,             8,     0.6876743, ,             8,     0.6876743, ,             8,     0.6876743, , 

