Alpha,T1-15.8 m/s-VLM2, , 
           -2,      7.455615, , 
         -1.8,      7.756135, , 
         -1.6,      8.038077, , 
         -1.4,      8.299536, , 
         -1.2,      8.539628, , 
           -1,      8.759009, , 
         -0.8,      8.956913, , 
         -0.6,      9.133578, , 
         -0.4,      9.291057, , 
         -0.2,      9.430652, , 
            0,      9.553138, , 
          0.2,      9.659259, , 
          0.4,      9.749696, , 
          0.6,      9.824534, , 
          0.8,      9.884643, , 
            1,      9.930669, , 
          1.2,      9.963774, , 
          1.4,      9.985268, , 
          1.6,      9.995383, , 
          1.8,      9.994943, , 
            2,      9.985773, , 
          2.2,      9.968972, , 
          2.4,      9.945038, , 
          2.6,      9.914799, , 
          2.8,      9.879035, , 
            3,      9.838456, , 
          3.2,      9.793457, , 
          3.4,      9.744761, , 
          3.6,      9.692738, , 
          3.8,      9.637738, , 
            4,      9.580137, , 
          4.2,      9.520286, , 
          4.4,      9.458241, , 
          4.6,      9.394562, , 
          4.8,      9.329315, , 
            5,      9.262877, , 
          5.2,      9.195413, , 
          5.4,      9.127172, , 
          5.6,      9.058318, , 
          5.8,      8.988963, , 
            6,      8.919227, , 
          6.2,      8.849231, , 
          6.4,      8.779066, , 
          6.6,      8.708881, , 
          6.8,        8.6387, , 
            7,      8.568583, , 
          7.2,      8.498583, , 
          7.4,      8.428745, , 
          7.6,      8.359048, , 
          7.8,      8.289522, , 
            8,      8.220095, , 

