Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
            0,      3.963202, ,             0,      3.862198, ,             0,       3.69124, ,             0,      3.572247, ,             0,      5.821594, ,             0,      5.589411, ,             0,      3.530457, ,             0,      3.461979, ,             0,      3.449599, ,             0,      3.424642, ,             0,      3.394428, ,             0,      3.373259, ,             0,      3.362733, ,             0,      3.356534, ,             0,       5.24306, ,             0,      4.864149, ,             0,      4.492182, ,             0,      4.305228, ,             0,      4.238013, , 
          0.2,      3.934223, ,           0.2,      3.836514, ,           0.2,      3.670743, ,           0.2,      3.555301, ,           0.2,      5.735147, ,           0.2,      5.510117, ,           0.2,      3.514754, ,           0.2,       3.44813, ,           0.2,      3.436063, ,           0.2,      3.411711, ,           0.2,      3.381896, ,           0.2,        3.3609, ,           0.2,      3.350702, ,           0.2,      3.344689, ,           0.2,      5.174431, ,           0.2,      4.807179, ,           0.2,      4.446553, ,           0.2,      4.265344, ,           0.2,      4.200246, , 
          0.4,      3.911338, ,           0.4,      3.816689, ,           0.4,      3.655765, ,           0.4,      3.543748, ,           0.4,      5.659819, ,           0.4,      5.441355, ,           0.4,      3.504405, ,           0.4,      3.439721, ,           0.4,      3.427998, ,           0.4,      3.404335, ,           0.4,      3.375347, ,           0.4,      3.354826, ,           0.4,       3.34453, ,           0.4,      3.338482, ,           0.4,      5.115445, ,           0.4,      4.758756, ,           0.4,      4.408344, ,           0.4,      4.232366, ,           0.4,       4.16922, , 
          0.6,       3.89385, ,           0.6,      3.802047, ,           0.6,      3.645613, ,           0.6,      3.536798, ,           0.6,      5.594466, ,           0.6,      5.382011, ,           0.6,      3.498579, ,           0.6,      3.435762, ,           0.6,      3.424378, ,           0.6,      3.401398, ,           0.6,      3.373247, ,           0.6,      3.353302, ,           0.6,      3.343286, ,           0.6,      3.337401, ,           0.6,      5.065032, ,           0.6,      4.717918, ,           0.6,      4.376704, ,           0.6,      4.205492, ,           0.6,      4.144152, , 
          0.8,      3.881269, ,           0.8,      3.792086, ,           0.8,      3.639845, ,           0.8,      3.533991, ,           0.8,      5.537738, ,           0.8,      5.330813, ,           0.8,      3.496811, ,           0.8,      3.435757, ,           0.8,      3.424696, ,           0.8,      3.402364, ,           0.8,         3.375, ,           0.8,       3.35561, ,           0.8,      3.345868, ,           0.8,      3.340146, ,           0.8,      5.022042, ,           0.8,       4.68373, ,           0.8,         4.351, ,           0.8,      4.184184, ,           0.8,      4.124519, , 
            1,      3.873129, ,             1,      3.786367, ,             1,      3.638042, ,             1,      3.534925, ,             1,      5.489208, ,             1,       5.28729, ,             1,      3.498709, ,             1,      3.439291, ,             1,      3.428526, ,             1,      3.406792, ,             1,      3.380173, ,             1,      3.361303, ,             1,       3.35182, ,             1,      3.346249, ,             1,      4.985931, ,             1,      4.655644, ,             1,      4.330745, ,             1,      4.167972, ,             1,      4.109853, , 
          1.2,      3.869094, ,           1.2,      3.784571, ,           1.2,       3.63988, ,           1.2,      3.539289, ,           1.2,      5.448366, ,           1.2,      5.250917, ,           1.2,      3.503966, ,           1.2,       3.44607, ,           1.2,      3.435578, ,           1.2,      3.414396, ,           1.2,      3.388461, ,           1.2,      3.370072, ,           1.2,      3.360826, ,           1.2,      3.355394, ,           1.2,      4.956164, ,           1.2,      4.633186, ,           1.2,      4.315507, ,           1.2,      4.156454, ,           1.2,      4.099765, , 
          1.4,      3.868738, ,           1.4,      3.786287, ,           1.4,       3.64498, ,           1.4,      3.546777, ,           1.4,      5.414471, ,           1.4,      5.220981, ,           1.4,      3.512295, ,           1.4,      3.455826, ,           1.4,      3.445587, ,           1.4,      3.424914, ,           1.4,      3.399602, ,           1.4,      3.381664, ,           1.4,      3.372643, ,           1.4,      3.367343, ,           1.4,      4.932066, ,           1.4,      4.615728, ,           1.4,      4.304751, ,           1.4,      4.149144, ,           1.4,      4.093785, , 
          1.6,      3.871835, ,           1.6,        3.7913, ,           1.6,      3.653093, ,           1.6,      3.557112, ,           1.6,      5.387487, ,           1.6,      5.197389, ,           1.6,      3.523405, ,           1.6,      3.468238, ,           1.6,      3.458234, ,           1.6,      3.438035, ,           1.6,      3.413304, ,           1.6,      3.395781, ,           1.6,      3.386971, ,           1.6,      3.381796, ,           1.6,      4.913506, ,           1.6,      4.603199, ,           1.6,      4.298283, ,           1.6,      4.145818, ,           1.6,      4.091693, , 
          1.8,      3.877992, ,           1.8,      3.799244, ,           1.8,      3.663955, ,           1.8,      3.570047, ,           1.8,      5.366145, ,           1.8,      5.179073, ,           1.8,       3.53706, ,           1.8,      3.483105, ,           1.8,       3.47332, ,           1.8,      3.453564, ,           1.8,      3.429375, ,           1.8,      3.412229, ,           1.8,       3.40361, ,           1.8,      3.398547, ,           1.8,      4.899708, ,           1.8,      4.594947, ,           1.8,      4.295574, ,           1.8,      4.146016, ,           1.8,      4.093041, , 
            2,      3.887093, ,             2,      3.810002, ,             2,      3.677394, ,             2,      3.585397, ,             2,      5.350152, ,             2,      5.165783, ,             2,      3.553075, ,             2,      3.500238, ,             2,      3.490654, ,             2,      3.471307, ,             2,      3.447627, ,             2,      3.430847, ,             2,      3.422405, ,             2,      3.417445, ,             2,      4.890489, ,             2,      4.590813, ,             2,      4.296503, ,             2,      4.149619, ,             2,      4.097707, , 
          2.2,      3.898878, ,           2.2,      3.823331, ,           2.2,      3.693212, ,           2.2,      3.602985, ,           2.2,      5.339056, ,           2.2,      5.157102, ,           2.2,      3.571274, ,           2.2,       3.51947, ,           2.2,      3.510074, ,           2.2,      3.491107, ,           2.2,      3.467892, ,           2.2,      3.451445, ,           2.2,      3.443175, ,           2.2,      3.438316, ,           2.2,      4.885482, ,           2.2,      4.590459, ,           2.2,      4.300773, ,           2.2,      4.156345, ,           2.2,      4.105409, , 
          2.4,      3.913185, ,           2.4,      3.839071, ,           2.4,      3.711263, ,           2.4,      3.622655, ,           2.4,      5.332419, ,           2.4,      5.152671, ,           2.4,       3.59151, ,           2.4,      3.540674, ,           2.4,      3.531453, ,           2.4,      3.512839, ,           2.4,      3.490046, ,           2.4,      3.473897, ,           2.4,       3.46578, ,           2.4,      3.461011, ,           2.4,      4.884417, ,           2.4,      4.593658, ,           2.4,      4.308165, ,           2.4,      4.165982, ,           2.4,      4.115944, , 
          2.6,      3.929945, ,           2.6,      3.857162, ,           2.6,      3.731453, ,           2.6,      3.644363, ,           2.6,      5.330656, ,           2.6,      5.152804, ,           2.6,       3.61374, ,           2.6,      3.563779, ,           2.6,       3.55472, ,           2.6,      3.536433, ,           2.6,      3.514042, ,           2.6,      3.498179, ,           2.6,        3.4902, ,           2.6,      3.485512, ,           2.6,      4.887446, ,           2.6,      4.600427, ,           2.6,      4.318651, ,           2.6,      4.178474, ,           2.6,      4.129249, , 
          2.8,      3.948945, ,           2.8,       3.87739, ,           2.8,      3.753625, ,           2.8,       3.66793, ,           2.8,      5.333154, ,           2.8,      5.156966, ,           2.8,      3.637788, ,           2.8,      3.588619, ,           2.8,       3.57971, ,           2.8,      3.561724, ,           2.8,       3.53969, ,           2.8,      3.524092, ,           2.8,      3.516245, ,           2.8,      3.511635, ,           2.8,      4.894142, ,           2.8,      4.610416, ,           2.8,      4.331933, ,           2.8,      4.193569, ,           2.8,      4.145088, , 
            3,      3.970129, ,             3,       3.89969, ,             3,      3.777694, ,             3,      3.693281, ,             3,      5.339963, ,             3,      5.165162, ,             3,      3.663579, ,             3,      3.615127, ,             3,      3.606357, ,             3,      3.588649, ,             3,      3.566948, ,             3,      3.551578, ,             3,      3.543854, ,             3,      3.539316, ,             3,      4.904445, ,             3,      4.623566, ,             3,      4.347927, ,             3,       4.21118, ,             3,       4.16338, , 
          3.2,      3.993466, ,           3.2,      3.924042, ,           3.2,      3.803685, ,           3.2,      3.720437, ,           3.2,      5.350857, ,           3.2,      5.177247, ,           3.2,      3.691146, ,           3.2,      3.643341, ,           3.2,      3.634696, ,           3.2,      3.617243, ,           3.2,      3.595864, ,           3.2,      3.580715, ,           3.2,      3.573093, ,           3.2,      3.568616, ,           3.2,      4.918328, ,           3.2,      4.639871, ,           3.2,      4.366635, ,           3.2,      4.231305, ,           3.2,      4.184119, , 
          3.4,      4.018912, ,           3.4,      3.950416, ,           3.4,      3.831598, ,           3.4,      3.749438, ,           3.4,      5.365696, ,           3.4,       5.19307, ,           3.4,      3.720532, ,           3.4,      3.673348, ,           3.4,      3.664824, ,           3.4,      3.647617, ,           3.4,      3.626544, ,           3.4,      3.611619, ,           3.4,      3.604106, ,           3.4,      3.599693, ,           3.4,      4.935626, ,           3.4,      4.659189, ,           3.4,      4.387972, ,           3.4,      4.253881, ,           3.4,      4.207249, , 
          3.6,      4.046574, ,           3.6,      3.978947, ,           3.6,      3.861626, ,           3.6,      3.780563, ,           3.6,      5.384448, ,           3.6,      5.212591, ,           3.6,      3.752067, ,           3.6,      3.705575, ,           3.6,      3.697183, ,           3.6,      3.680254, ,           3.6,      3.659559, ,           3.6,      3.644898, ,           3.6,      3.637526, ,           3.6,      3.633197, ,           3.6,      4.956303, ,           3.6,      4.681507, ,           3.6,      4.411955, ,           3.6,      4.278949, ,           3.6,      4.232816, , 
          3.8,      4.076942, ,           3.8,      4.010183, ,           3.8,      3.894484, ,           3.8,      3.814726, ,           3.8,      5.407579, ,           3.8,      5.236291, ,           3.8,      3.786744, ,           3.8,      3.741179, ,           3.8,      3.732966, ,           3.8,      3.716421, ,           3.8,      3.696254, ,           3.8,      3.681973, ,           3.8,      3.674793, ,           3.8,      3.670578, ,           3.8,      4.980848, ,           3.8,      4.707323, ,           3.8,       4.43906, ,           3.8,      4.306978, ,           3.8,      4.261295, , 
            4,      4.110173, ,             4,      4.044339, ,             4,      3.930517, ,             4,      3.852326, ,             4,      5.435115, ,             4,       5.26419, ,             4,      3.824969, ,             4,      3.780529, ,             4,      3.772532, ,             4,      3.756448, ,             4,      3.736925, ,             4,      3.723127, ,             4,      3.716191, ,             4,      3.712121, ,             4,      5.009274, ,             4,      4.736645, ,             4,      4.469296, ,             4,      4.338008, ,             4,      4.292746, , 
          4.2,       4.14693, ,           4.2,      4.082082, ,           4.2,      3.970384, ,           4.2,      3.893995, ,           4.2,      5.467424, ,           4.2,      5.296641, ,           4.2,      3.867385, ,           4.2,      3.824397, ,           4.2,      3.816681, ,           4.2,      3.801189, ,           4.2,      3.782449, ,           4.2,      3.769232, ,           4.2,        3.7626, ,           4.2,       3.75871, ,           4.2,      5.041924, ,           4.2,      4.769872, ,           4.2,      4.503187, ,           4.2,      4.372618, ,           4.2,      4.327759, , 
          4.4,      4.187414, ,           4.4,      4.123634, ,           4.4,       4.01437, ,           4.4,      3.940125, ,           4.4,      5.504622, ,           4.4,      5.333784, ,           4.4,      3.914338, ,           4.4,       3.87248, ,           4.4,      3.864982, ,           4.4,      3.849864, ,           4.4,      3.831355, ,           4.4,      3.818303, ,           4.4,      3.811754, ,           4.4,      3.807911, ,           4.4,      5.078965, ,           4.4,       4.80722, ,           4.4,      4.540987, ,           4.4,      4.411058, ,           4.4,      4.366577, , 
          4.6,      4.231374, ,           4.6,      4.168725, ,           4.6,      4.062151, ,           4.6,      3.989348, ,           4.6,      5.546479, ,           4.6,      5.375383, ,           4.6,      3.964066, ,           4.6,      3.922475, ,           4.6,      3.915023, ,           4.6,      3.899972, ,           4.6,      3.881463, ,           4.6,      3.868411, ,           4.6,      3.861862, ,           4.6,       3.85802, ,           4.6,      5.120164, ,           4.6,      4.848458, ,           4.6,      4.582437, ,           4.6,      4.453068, ,           4.6,      4.408942, , 
          4.8,       4.27906, ,           4.8,      4.217429, ,           4.8,      4.113177, ,           4.8,       4.04106, ,           4.8,      5.593566, ,           4.8,      5.421954, ,           4.8,      4.016032, ,           4.8,      3.974749, ,           4.8,      3.967353, ,           4.8,      3.952432, ,           4.8,      3.934165, ,           4.8,       3.92131, ,           4.8,      3.914859, ,           4.8,      3.911077, ,           4.8,      5.165944, ,           4.8,      4.893842, ,           4.8,      4.627587, ,           4.8,      4.498689, ,           4.8,      4.454929, , 
            5,      4.330179, ,             5,      4.269528, ,             5,      4.167302, ,             5,      4.096364, ,             5,      5.645694, ,             5,      5.473249, ,             5,      4.071875, ,             5,      4.031745, ,             5,      4.024583, ,             5,      4.010337, ,             5,      3.993607, ,             5,      3.981937, ,             5,      3.976104, ,             5,      3.972689, ,             5,      5.215949, ,             5,      4.942751, ,             5,      4.675464, ,             5,      4.546993, ,             5,      4.503712, , 
          5.2,      4.385312, ,           5.2,      4.325909, ,           5.2,      4.226291, ,           5.2,      4.157823, ,           5.2,      5.703015, ,           5.2,      5.529436, ,           5.2,       4.13442, ,           5.2,      4.096693, ,           5.2,      4.090008, ,           5.2,      4.076651, ,           5.2,      4.060688, ,           5.2,      4.049509, ,           5.2,      4.043941, ,           5.2,      4.040668, ,           5.2,      5.270379, ,           5.2,      4.995431, ,           5.2,      4.726378, ,           5.2,      4.598365, ,           5.2,      4.555703, , 
          5.4,      4.446074, ,           5.4,      4.388518, ,           5.4,       4.29293, ,           5.4,      4.228791, ,           5.4,      5.768523, ,           5.4,       5.59329, ,           5.4,      4.207353, ,           5.4,      4.173597, ,           5.4,      4.167622, ,           5.4,      4.155204, ,           5.4,       4.13858, ,           5.4,      4.127081, ,           5.4,      4.121334, ,           5.4,      4.117805, ,           5.4,      5.331642, ,           5.4,      5.053714, ,           5.4,      4.781499, ,           5.4,      4.653912, ,           5.4,      4.612097, , 
          5.6,      4.514065, ,           5.6,      4.458953, ,           5.6,      4.369329, ,           5.6,      4.310954, ,           5.6,      5.841758, ,           5.6,      5.664647, ,           5.6,      4.292017, ,           5.6,      4.265444, ,           5.6,      4.261095, , , , , , , , , , , , , , , , ,           5.6,      5.400063, ,           5.6,      5.118727, ,           5.6,      4.842966, ,           5.6,      4.715907, ,           5.6,      4.675067, , 
          5.8,      4.593619, ,           5.8,       4.54121, ,           5.8,       4.45661, ,           5.8,      4.402527, ,           5.8,      5.926084, ,           5.8,      5.746718, ,           5.8,      4.383949, ,           5.8,      4.353897, ,           5.8,      4.348869, , , , , , , , , , , , , , , , ,           5.8,      5.478606, ,           5.8,      5.193005, ,           5.8,      4.912771, ,           5.8,      4.786619, ,           5.8,      4.747184, , 

