Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      7.129171, ,            -2,      6.666363, ,            -2,      6.392743, ,            -2,      6.201285, ,            -2,      6.072499, ,            -2,      6.024425, ,            -2,       9.45437, ,            -2,      8.754527, ,            -2,      7.727592, , 
         -1.8,      6.853056, ,          -1.8,      6.409666, ,          -1.8,      6.135503, ,          -1.8,       5.95587, ,          -1.8,      5.836301, ,          -1.8,      5.791729, ,          -1.8,      9.085581, ,          -1.8,      8.415172, ,          -1.8,      7.430275, , 
         -1.6,      6.616121, ,          -1.6,      6.188874, ,          -1.6,      5.917791, ,          -1.6,      5.748766, ,          -1.6,      5.638239, ,          -1.6,      5.598809, ,          -1.6,      8.764661, ,          -1.6,      8.119956, ,          -1.6,      7.173085, , 
         -1.4,       6.41259, ,          -1.4,      6.000086, ,          -1.4,      5.732303, ,          -1.4,      5.574465, ,          -1.4,      5.472529, ,          -1.4,      5.438419, ,          -1.4,      8.484812, ,          -1.4,      7.862521, ,          -1.4,      6.950186, , 
         -1.2,       6.23727, ,          -1.2,      5.839074, ,          -1.2,      5.574915, ,          -1.2,      5.427655, ,          -1.2,       5.33422, ,          -1.2,      5.304613, ,          -1.2,      8.239918, ,          -1.2,       7.63762, ,          -1.2,      6.757079, , 
           -1,      6.086062, ,            -1,      5.701304, ,            -1,      5.443017, ,            -1,      5.304705, ,            -1,      5.219211, ,            -1,      5.192984, ,            -1,      8.025154, ,            -1,       7.44137, ,            -1,      6.589842, , 
         -0.8,      5.956075, ,          -0.8,       5.58381, ,          -0.8,      5.333488, ,          -0.8,      5.203005, ,          -0.8,      5.124309, ,          -0.8,      5.100541, ,          -0.8,       7.83623, ,          -0.8,      7.270179, ,          -0.8,      6.445318, , 
         -0.6,      5.845065, ,          -0.6,      5.483311, ,          -0.6,      5.243255, ,          -0.6,      5.119793, ,          -0.6,      5.046694, ,          -0.6,      5.024664, ,          -0.6,      7.670715, ,          -0.6,       7.12145, ,          -0.6,      6.320898, , 
         -0.4,      5.750692, ,          -0.4,      5.397829, ,          -0.4,      5.168706, ,          -0.4,      5.051598, ,          -0.4,      4.982757, ,          -0.4,      4.961851, ,          -0.4,      7.525019, ,          -0.4,      6.991988, ,          -0.4,      6.214283, , 
         -0.2,      5.671292, ,          -0.2,      5.326171, ,          -0.2,      5.107205, ,          -0.2,      4.996019, ,          -0.2,      4.930384, ,          -0.2,      4.909882, ,          -0.2,      7.396793, ,          -0.2,      6.879439, ,          -0.2,      6.123716, , 
            0,      5.605391, ,             0,      5.267199, ,             0,      5.056766, ,             0,       4.95087, ,             0,      4.888072, ,             0,      4.867122, ,             0,      7.283885, ,             0,      6.781698, ,             0,      6.047141, , 
          0.2,      5.551516, ,           0.2,      5.219907, ,           0.2,      5.016839, ,           0.2,        4.9153, ,           0.2,      4.854491, ,           0.2,      4.832936, ,           0.2,      7.184718, ,           0.2,      6.697058, ,           0.2,      5.982727, , 
          0.4,      5.508222, ,           0.4,      5.183031, ,           0.4,      4.986375, ,           0.4,      4.888148, ,           0.4,      4.828773, ,           0.4,      4.806345, ,           0.4,      7.097622, ,           0.4,      6.623839, ,           0.4,      5.929041, , 
          0.6,      5.474071, ,           0.6,      5.155397, ,           0.6,      4.964461, ,           0.6,      4.869288, ,           0.6,      4.810113, ,           0.6,       4.78753, ,           0.6,      7.021628, ,           0.6,      6.561065, ,           0.6,      5.884643, , 
          0.8,      5.448086, ,           0.8,       5.13607, ,           0.8,      4.949953, ,           0.8,       4.85784, ,           0.8,      4.799142, ,           0.8,      4.775918, ,           0.8,      6.955361, ,           0.8,       6.50756, ,           0.8,      5.848685, , 
            1,      5.429228, ,             1,      5.123978, ,             1,       4.94234, ,             1,      4.852597, ,             1,       4.79431, ,             1,      4.771106, ,             1,      6.898171, ,             1,      6.462403, ,             1,      5.820277, , 
          1.2,      5.416681, ,           1.2,      5.118143, ,           1.2,      4.941071, ,           1.2,      4.852836, ,           1.2,      4.794519, ,           1.2,      4.771676, ,           1.2,      6.849193, ,           1.2,      6.424766, ,           1.2,      5.798611, , 
          1.4,      5.409802, ,           1.4,      5.117871, ,           1.4,      4.944967, ,           1.4,      4.858502, ,           1.4,      4.800625, ,           1.4,      4.777664, ,           1.4,      6.807561, ,           1.4,      6.393922, ,           1.4,      5.783082, , 
          1.6,      5.408077, ,           1.6,      5.122487, ,           1.6,      4.953567, ,           1.6,      4.869163, ,           1.6,      4.812195, ,           1.6,      4.789308, ,           1.6,      6.772872, ,           1.6,      6.369355, ,           1.6,      5.773073, , 
          1.8,      5.410969, ,           1.8,       5.13139, ,           1.8,      4.966216, ,           1.8,      4.883527, ,           1.8,      4.827544, ,           1.8,      4.805311, ,           1.8,      6.744502, ,           1.8,      6.350509, ,           1.8,      5.767994, , 
            2,      5.418069, ,             2,      5.144151, ,             2,      4.982587, ,             2,      4.901565, ,             2,      4.846454, ,             2,      4.824681, ,             2,      6.722073, ,             2,      6.336983, ,             2,      5.767401, , 
          2.2,      5.429014, ,           2.2,      5.160417, ,           2.2,      5.002345, ,           2.2,      4.922938, ,           2.2,      4.868652, ,           2.2,      4.847322, ,           2.2,      6.705351, ,           2.2,      6.328498, ,           2.2,      5.770894, , 
          2.4,      5.443415, ,           2.4,      5.179946, ,           2.4,      5.025081, ,           2.4,      4.947038, ,           2.4,      4.893744, ,           2.4,      4.873066, ,           2.4,      6.693624, ,           2.4,      6.324499, ,           2.4,       5.77807, , 
          2.6,      5.460951, ,           2.6,      5.202493, ,           2.6,       5.05047, ,           2.6,      4.974108, ,           2.6,       4.92167, ,           2.6,      4.901175, ,           2.6,      6.686293, ,           2.6,       6.32449, ,           2.6,      5.788649, , 
          2.8,      5.481317, ,           2.8,      5.227737, ,           2.8,      5.078369, ,           2.8,      5.003509, ,           2.8,      4.952077, ,           2.8,      4.931979, ,           2.8,      6.683136, ,           2.8,      6.328217, ,           2.8,      5.802384, , 
            3,      5.504298, ,             3,      5.255468, ,             3,      5.108673, ,             3,      5.035091, ,             3,      4.984546, ,             3,       4.96489, ,             3,      6.683893, ,             3,      6.335426, ,             3,       5.81904, , 
          3.2,      5.529724, ,           3.2,      5.285491, ,           3.2,      5.141302, ,           3.2,       5.06868, ,           3.2,      5.018962, ,           3.2,      4.999739, ,           3.2,      6.688291, ,           3.2,      6.345905, ,           3.2,      5.838457, , 
          3.4,      5.557423, ,           3.4,      5.317542, ,           3.4,      5.175876, ,           3.4,      5.104402, ,           3.4,      5.055392, ,           3.4,      5.036421, ,           3.4,      6.696046, ,           3.4,      6.359384, ,           3.4,      5.860435, , 
          3.6,      5.587229, ,           3.6,      5.351508, ,           3.6,      5.212259, ,           3.6,      5.142014, ,           3.6,      5.093661, ,           3.6,      5.074851, ,           3.6,      6.707172, ,           3.6,      6.375827, ,           3.6,      5.884832, , 
          3.8,      5.619008, ,           3.8,      5.387255, ,           3.8,      5.250324, ,           3.8,      5.181275, ,           3.8,      5.133707, ,           3.8,      5.115168, ,           3.8,      6.721506, ,           3.8,      6.395045, ,           3.8,      5.911496, , 
            4,      5.652568, ,             4,      5.424602, ,             4,      5.289911, ,             4,      5.222014, ,             4,      5.175203, ,             4,      5.156961, ,             4,      6.738646, ,             4,       6.41675, ,             4,      5.940203, , 
          4.2,      5.687858, ,           4.2,      5.463469, ,           4.2,      5.330897, ,           4.2,      5.264103, ,           4.2,      5.218029, ,           4.2,      5.200079, ,           4.2,      6.758475, ,           4.2,      6.440868, ,           4.2,      5.970891, , 
          4.4,      5.724815, ,           4.4,      5.503787, ,           4.4,      5.373225, ,           4.4,      5.307472, ,           4.4,      5.262099, ,           4.4,      5.244421, ,           4.4,       6.78086, ,           4.4,      6.467305, ,           4.4,      6.003506, , 
          4.6,      5.763273, ,           4.6,      5.545479, ,           4.6,      5.416814, ,           4.6,      5.352054, ,           4.6,      5.307351, ,           4.6,      5.289938, ,           4.6,       6.80561, ,           4.6,      6.495866, ,           4.6,      6.037855, , 
          4.8,      5.803152, ,           4.8,       5.58843, ,           4.8,      5.461558, ,           4.8,      5.397737, ,           4.8,      5.353681, ,           4.8,      5.336515, ,           4.8,      6.832601, ,           4.8,      6.526433, ,           4.8,       6.07385, , 
