Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      0.266689, ,            -2,      0.266689, ,            -2,      0.266689, ,            -2,      0.266689, ,            -2,      0.266689, ,            -2,      0.266689, ,            -2,      0.266689, ,            -2,      0.266689, ,            -2,      0.266689, ,            -2,      0.266689, ,            -2,      0.266689, , 
         -1.8,     0.2817453, ,          -1.8,     0.2817453, ,          -1.8,     0.2817453, ,          -1.8,     0.2817453, ,          -1.8,     0.2817453, ,          -1.8,     0.2817453, ,          -1.8,     0.2817453, ,          -1.8,     0.2817453, ,          -1.8,     0.2817453, ,          -1.8,     0.2817453, ,          -1.8,     0.2817453, , 
         -1.6,     0.2967959, ,          -1.6,     0.2967959, ,          -1.6,     0.2967959, ,          -1.6,     0.2967959, ,          -1.6,     0.2967959, ,          -1.6,     0.2967959, ,          -1.6,     0.2967959, ,          -1.6,     0.2967959, ,          -1.6,     0.2967959, ,          -1.6,     0.2967959, ,          -1.6,     0.2967959, , 
         -1.4,     0.3118403, ,          -1.4,     0.3118403, ,          -1.4,     0.3118403, ,          -1.4,     0.3118403, ,          -1.4,     0.3118403, ,          -1.4,     0.3118403, ,          -1.4,     0.3118403, ,          -1.4,     0.3118403, ,          -1.4,     0.3118403, ,          -1.4,     0.3118403, ,          -1.4,     0.3118403, , 
         -1.2,     0.3268781, ,          -1.2,     0.3268781, ,          -1.2,     0.3268781, ,          -1.2,     0.3268781, ,          -1.2,     0.3268781, ,          -1.2,     0.3268781, ,          -1.2,     0.3268781, ,          -1.2,     0.3268781, ,          -1.2,     0.3268781, ,          -1.2,     0.3268781, ,          -1.2,     0.3268781, , 
           -1,     0.3419089, ,            -1,     0.3419089, ,            -1,     0.3419089, ,            -1,     0.3419089, ,            -1,     0.3419089, ,            -1,     0.3419089, ,            -1,     0.3419089, ,            -1,     0.3419089, ,            -1,     0.3419089, ,            -1,     0.3419089, ,            -1,     0.3419089, , 
         -0.8,     0.3569323, ,          -0.8,     0.3569323, ,          -0.8,     0.3569323, ,          -0.8,     0.3569323, ,          -0.8,     0.3569323, ,          -0.8,     0.3569323, ,          -0.8,     0.3569323, ,          -0.8,     0.3569323, ,          -0.8,     0.3569323, ,          -0.8,     0.3569323, ,          -0.8,     0.3569323, , 
         -0.6,     0.3719479, ,          -0.6,     0.3719479, ,          -0.6,     0.3719479, ,          -0.6,     0.3719479, ,          -0.6,     0.3719479, ,          -0.6,     0.3719479, ,          -0.6,     0.3719479, ,          -0.6,     0.3719479, ,          -0.6,     0.3719479, ,          -0.6,     0.3719479, ,          -0.6,     0.3719479, , 
         -0.4,     0.3869552, ,          -0.4,     0.3869552, ,          -0.4,     0.3869552, ,          -0.4,     0.3869552, ,          -0.4,     0.3869552, ,          -0.4,     0.3869552, ,          -0.4,     0.3869552, ,          -0.4,     0.3869552, ,          -0.4,     0.3869552, ,          -0.4,     0.3869552, ,          -0.4,     0.3869552, , 
         -0.2,     0.4019539, ,          -0.2,     0.4019539, ,          -0.2,     0.4019539, ,          -0.2,     0.4019539, ,          -0.2,     0.4019539, ,          -0.2,     0.4019539, ,          -0.2,     0.4019539, ,          -0.2,     0.4019539, ,          -0.2,     0.4019539, ,          -0.2,     0.4019539, ,          -0.2,     0.4019539, , 
            0,     0.4169435, ,             0,     0.4169435, ,             0,     0.4169435, ,             0,     0.4169435, ,             0,     0.4169435, ,             0,     0.4169435, ,             0,     0.4169435, ,             0,     0.4169435, ,             0,     0.4169435, ,             0,     0.4169435, ,             0,     0.4169435, , 
          0.2,     0.4319237, ,           0.2,     0.4319237, ,           0.2,     0.4319237, ,           0.2,     0.4319237, ,           0.2,     0.4319237, ,           0.2,     0.4319237, ,           0.2,     0.4319237, ,           0.2,     0.4319237, ,           0.2,     0.4319237, ,           0.2,     0.4319237, ,           0.2,     0.4319237, , 
          0.4,     0.4468939, ,           0.4,     0.4468939, ,           0.4,     0.4468939, ,           0.4,     0.4468939, ,           0.4,     0.4468939, ,           0.4,     0.4468939, ,           0.4,     0.4468939, ,           0.4,     0.4468939, ,           0.4,     0.4468939, ,           0.4,     0.4468939, ,           0.4,     0.4468939, , 
          0.6,     0.4618538, ,           0.6,     0.4618538, ,           0.6,     0.4618538, ,           0.6,     0.4618538, ,           0.6,     0.4618538, ,           0.6,     0.4618538, ,           0.6,     0.4618538, ,           0.6,     0.4618538, ,           0.6,     0.4618538, ,           0.6,     0.4618538, ,           0.6,     0.4618538, , 
          0.8,      0.476803, ,           0.8,      0.476803, ,           0.8,      0.476803, ,           0.8,      0.476803, ,           0.8,      0.476803, ,           0.8,      0.476803, ,           0.8,      0.476803, ,           0.8,      0.476803, ,           0.8,      0.476803, ,           0.8,      0.476803, ,           0.8,      0.476803, , 
            1,     0.4917411, ,             1,     0.4917411, ,             1,     0.4917411, ,             1,     0.4917411, ,             1,     0.4917411, ,             1,     0.4917411, ,             1,     0.4917411, ,             1,     0.4917411, ,             1,     0.4917411, ,             1,     0.4917411, ,             1,     0.4917411, , 
          1.2,     0.5066676, ,           1.2,     0.5066676, ,           1.2,     0.5066676, ,           1.2,     0.5066676, ,           1.2,     0.5066676, ,           1.2,     0.5066676, ,           1.2,     0.5066676, ,           1.2,     0.5066676, ,           1.2,     0.5066676, ,           1.2,     0.5066676, ,           1.2,     0.5066676, , 
          1.4,     0.5215822, ,           1.4,     0.5215822, ,           1.4,     0.5215822, ,           1.4,     0.5215822, ,           1.4,     0.5215822, ,           1.4,     0.5215822, ,           1.4,     0.5215822, ,           1.4,     0.5215822, ,           1.4,     0.5215822, ,           1.4,     0.5215822, ,           1.4,     0.5215822, , 
          1.6,     0.5364844, ,           1.6,     0.5364844, ,           1.6,     0.5364844, ,           1.6,     0.5364844, ,           1.6,     0.5364844, ,           1.6,     0.5364844, ,           1.6,     0.5364844, ,           1.6,     0.5364844, ,           1.6,     0.5364844, ,           1.6,     0.5364844, ,           1.6,     0.5364844, , 
          1.8,     0.5513739, ,           1.8,     0.5513739, ,           1.8,     0.5513739, ,           1.8,     0.5513739, ,           1.8,     0.5513739, ,           1.8,     0.5513739, ,           1.8,     0.5513739, ,           1.8,     0.5513739, ,           1.8,     0.5513739, ,           1.8,     0.5513739, ,           1.8,     0.5513739, , 
            2,     0.5662502, ,             2,     0.5662502, ,             2,     0.5662502, ,             2,     0.5662502, ,             2,     0.5662502, ,             2,     0.5662502, ,             2,     0.5662502, ,             2,     0.5662502, ,             2,     0.5662502, ,             2,     0.5662502, ,             2,     0.5662502, , 
          2.2,     0.5811129, ,           2.2,     0.5811129, ,           2.2,     0.5811129, ,           2.2,     0.5811129, ,           2.2,     0.5811129, ,           2.2,     0.5811129, ,           2.2,     0.5811129, ,           2.2,     0.5811129, ,           2.2,     0.5811129, ,           2.2,     0.5811129, ,           2.2,     0.5811129, , 
