Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
          2.4,     0.5959616, ,           2.4,     0.5959616, ,           2.4,     0.5959616, ,           2.4,     0.5959616, ,           2.4,     0.5959616, ,           2.4,     0.5959616, ,           2.4,     0.5959616, ,           2.4,     0.5959616, ,           2.4,     0.5959616, ,           2.4,     0.5959616, ,           2.4,     0.5959616, , 
          2.6,     0.6107959, ,           2.6,     0.6107959, ,           2.6,     0.6107959, ,           2.6,     0.6107959, ,           2.6,     0.6107959, ,           2.6,     0.6107959, ,           2.6,     0.6107959, ,           2.6,     0.6107959, ,           2.6,     0.6107959, ,           2.6,     0.6107959, ,           2.6,     0.6107959, , 
          2.8,     0.6256154, ,           2.8,     0.6256154, ,           2.8,     0.6256154, ,           2.8,     0.6256154, ,           2.8,     0.6256154, ,           2.8,     0.6256154, ,           2.8,     0.6256154, ,           2.8,     0.6256154, ,           2.8,     0.6256154, ,           2.8,     0.6256154, ,           2.8,     0.6256154, , 
            3,     0.6404198, ,             3,     0.6404198, ,             3,     0.6404198, ,             3,     0.6404198, ,             3,     0.6404198, ,             3,     0.6404198, ,             3,     0.6404198, ,             3,     0.6404198, ,             3,     0.6404198, ,             3,     0.6404198, ,             3,     0.6404198, , 
          3.2,     0.6552085, ,           3.2,     0.6552085, ,           3.2,     0.6552085, ,           3.2,     0.6552085, ,           3.2,     0.6552085, ,           3.2,     0.6552085, ,           3.2,     0.6552085, ,           3.2,     0.6552085, ,           3.2,     0.6552085, ,           3.2,     0.6552085, ,           3.2,     0.6552085, , 
          3.4,     0.6699812, ,           3.4,     0.6699812, ,           3.4,     0.6699812, ,           3.4,     0.6699812, ,           3.4,     0.6699812, ,           3.4,     0.6699812, ,           3.4,     0.6699812, ,           3.4,     0.6699812, ,           3.4,     0.6699812, ,           3.4,     0.6699812, ,           3.4,     0.6699812, , 
          3.6,     0.6847376, ,           3.6,     0.6847376, ,           3.6,     0.6847376, ,           3.6,     0.6847376, ,           3.6,     0.6847376, ,           3.6,     0.6847376, ,           3.6,     0.6847376, ,           3.6,     0.6847376, ,           3.6,     0.6847376, ,           3.6,     0.6847376, ,           3.6,     0.6847376, , 
          3.8,     0.6994771, ,           3.8,     0.6994771, ,           3.8,     0.6994771, ,           3.8,     0.6994771, ,           3.8,     0.6994771, ,           3.8,     0.6994771, ,           3.8,     0.6994771, ,           3.8,     0.6994771, ,           3.8,     0.6994771, ,           3.8,     0.6994771, ,           3.8,     0.6994771, , 
            4,     0.7141995, ,             4,     0.7141995, ,             4,     0.7141995, ,             4,     0.7141995, ,             4,     0.7141995, ,             4,     0.7141995, ,             4,     0.7141995, ,             4,     0.7141995, ,             4,     0.7141995, ,             4,     0.7141995, ,             4,     0.7141995, , 
          4.2,     0.7289043, ,           4.2,     0.7289043, ,           4.2,     0.7289043, ,           4.2,     0.7289043, ,           4.2,     0.7289043, ,           4.2,     0.7289043, ,           4.2,     0.7289043, ,           4.2,     0.7289043, ,           4.2,     0.7289043, ,           4.2,     0.7289043, ,           4.2,     0.7289043, , 
          4.4,     0.7435911, ,           4.4,     0.7435911, ,           4.4,     0.7435911, ,           4.4,     0.7435911, ,           4.4,     0.7435911, , , , , , , , , , ,           4.4,     0.7435911, ,           4.4,     0.7435911, ,           4.4,     0.7435911, , 
          4.6,     0.7582595, ,           4.6,     0.7582595, ,           4.6,     0.7582595, ,           4.6,     0.7582595, ,           4.6,     0.7582595, , , , , , , , , , ,           4.6,     0.7582595, ,           4.6,     0.7582595, ,           4.6,     0.7582595, , 
          4.8,     0.7729091, ,           4.8,     0.7729091, ,           4.8,     0.7729091, ,           4.8,     0.7729091, , , , , , , , , , , , , ,           4.8,     0.7729091, ,           4.8,     0.7729091, ,           4.8,     0.7729091, , 
            5,     0.7875396, ,             5,     0.7875396, ,             5,     0.7875396, ,             5,     0.7875396, , , , , , , , , , , , , ,             5,     0.7875396, ,             5,     0.7875396, ,             5,     0.7875396, , 

