Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      3.882618, ,            -2,      3.618057, ,            -2,      5.608484, ,            -2,      3.448001, ,            -2,      3.360401, ,            -2,      3.276327, ,            -2,      3.252575, ,            -2,      3.241766, ,            -2,      5.225381, ,            -2,      4.820992, ,            -2,      4.160003, , 
         -1.8,      3.636537, ,          -1.8,      3.388857, ,          -1.8,      5.249502, ,          -1.8,      3.226124, ,          -1.8,      3.147248, ,          -1.8,      3.073058, ,          -1.8,      3.053352, ,          -1.8,      3.044748, ,          -1.8,      4.891549, ,          -1.8,      4.513045, ,          -1.8,       3.89641, , 
         -1.6,      3.426044, ,          -1.6,      3.193772, ,          -1.6,      4.938915, ,          -1.6,      3.038298, ,          -1.6,       2.96675, ,          -1.6,      2.902018, ,          -1.6,       2.88579, ,          -1.6,       2.87877, ,          -1.6,      4.603818, ,          -1.6,      4.247802, ,          -1.6,      3.670161, , 
         -1.4,      3.244725, ,          -1.4,      3.026204, ,          -1.4,      4.668411, ,          -1.4,      2.879113, ,          -1.4,      2.813721, ,          -1.4,      2.756549, ,          -1.4,       2.74293, ,          -1.4,       2.73706, ,          -1.4,      4.354101, ,          -1.4,      4.018281, ,          -1.4,      3.474653, , 
         -1.2,      3.087831, ,          -1.2,      2.881254, ,          -1.2,      4.431073, ,          -1.2,      2.743813, ,          -1.2,      2.683789, ,          -1.2,      2.632177, ,          -1.2,      2.620139, ,          -1.2,       2.61481, ,          -1.2,      4.135753, ,          -1.2,        3.8186, ,          -1.2,      3.305044, , 
           -1,      2.951701, ,            -1,      2.755296, ,            -1,       4.22216, ,            -1,      2.628031, ,            -1,      2.572635, ,            -1,      2.525261, ,            -1,      2.514007, ,            -1,      2.507821, ,            -1,      3.944119, ,            -1,      3.644224, ,            -1,      3.157721, , 
         -0.8,       2.83318, ,          -0.8,      2.645641, ,          -0.8,      4.037069, ,          -0.8,      2.527673, ,          -0.8,      2.476552, ,          -0.8,      2.432381, ,          -0.8,      2.421268, ,          -0.8,      2.414033, ,          -0.8,       3.77481, ,          -0.8,      3.491002, ,          -0.8,      3.029408, , 
         -0.6,      2.729899, ,          -0.6,      2.550228, ,          -0.6,      3.872195, ,          -0.6,      2.440051, ,          -0.6,      2.392641, ,          -0.6,      2.351163, ,          -0.6,      2.339648, ,          -0.6,      2.332333, ,          -0.6,       3.62444, ,          -0.6,      3.355687, ,          -0.6,       2.91724, , 
         -0.4,       2.63962, ,          -0.4,       2.46724, ,          -0.4,       3.72483, ,          -0.4,      2.363453, ,          -0.4,      2.319077, ,          -0.4,      2.279778, ,          -0.4,      2.267819, ,          -0.4,      2.260638, ,          -0.4,      3.490332, ,          -0.4,      3.235571, ,          -0.4,      2.818647, , 
         -0.2,      2.560556, ,          -0.2,      2.395031, ,          -0.2,      3.592603, ,          -0.2,      2.296505, ,          -0.2,      2.254674, ,          -0.2,      2.216972, ,          -0.2,      2.204922, ,          -0.2,      2.197974, ,          -0.2,      3.370269, ,          -0.2,      3.128444, ,          -0.2,      2.731643, , 
            0,      2.490858, ,             0,      2.332051, ,             0,      3.473755, ,             0,      2.238119, ,             0,      2.198453, ,             0,      2.161635, ,             0,      2.149698, ,             0,      2.143265, ,             0,      3.262481, ,             0,      3.032615, ,             0,      2.654426, , 
          0.2,      2.429233, ,           0.2,       2.27697, ,           0.2,      3.366445, ,           0.2,       2.18692, ,           0.2,      2.149184, ,           0.2,      2.113454, ,           0.2,      2.101631, ,           0.2,      2.095371, ,           0.2,      3.165312, ,           0.2,      2.946515, ,           0.2,      2.585768, , 
          0.4,      2.374521, ,           0.4,      2.228467, ,           0.4,      3.269494, ,           0.4,      2.142241, ,           0.4,      2.105834, ,           0.4,      2.070873, ,           0.4,      2.059651, ,           0.4,      2.053803, ,           0.4,      3.077706, ,           0.4,      2.869026, ,           0.4,       2.52446, , 
          0.6,      2.325832, ,           0.6,      2.185613, ,           0.6,      3.181606, ,           0.6,      2.102953, ,           0.6,      2.067953, ,           0.6,      2.033864, ,           0.6,      2.022927, ,           0.6,      2.017293, ,           0.6,      2.998393, ,           0.6,       2.79907, ,           0.6,       2.46958, , 
          0.8,      2.282399, ,           0.8,      2.147628, ,           0.8,      3.101783, ,           0.8,       2.06826, ,           0.8,      2.034666, ,           0.8,      2.001774, ,           0.8,      1.991149, ,           0.8,      1.985702, ,           0.8,      2.926478, ,           0.8,      2.735763, ,           0.8,      2.420291, , 
            1,      2.243562, ,             1,      2.113854, ,             1,      3.029207, ,             1,      2.037626, ,             1,      2.005255, ,             1,      1.973414, ,             1,      1.963282, ,             1,      1.958151, ,             1,      2.861202, ,             1,      2.678398, ,             1,      2.375908, , 
          1.2,       2.20879, ,           1.2,      2.083841, ,           1.2,      2.963291, ,           1.2,      2.010496, ,           1.2,      1.979276, ,           1.2,      1.948481, ,           1.2,      1.938744, ,           1.2,      1.933851, ,           1.2,      2.801994, ,           1.2,      2.626466, ,           1.2,      2.335912, , 
          1.4,      2.177588, ,           1.4,      2.057184, ,           1.4,      2.903297, ,           1.4,      1.986379, ,           1.4,       1.95636, ,           1.4,      1.926631, ,           1.4,      1.917158, ,           1.4,      1.912482, ,           1.4,      2.748187, ,           1.4,      2.579368, ,           1.4,        2.2998, , 
          1.6,      2.149505, ,           1.6,      2.033451, ,           1.6,      2.848686, ,           1.6,      1.965064, ,           1.6,      1.936068, ,           1.6,      1.907327, ,           1.6,       1.89821, ,           1.6,      1.893647, ,           1.6,      2.699285, ,           1.6,      2.536593, ,           1.6,      2.267111, , 
          1.8,      2.124244, ,           1.8,      2.012299, ,           1.8,      2.798783, ,           1.8,       1.94627, ,           1.8,      1.918102, ,           1.8,      1.890269, ,           1.8,      1.881513, ,           1.8,      1.877107, ,           1.8,      2.654687, ,           1.8,      2.497677, ,           1.8,      2.237549, , 
            2,       2.10151, ,             2,      1.993437, ,             2,      2.753121, ,             2,      1.929649, ,             2,      1.902389, ,             2,      1.875365, ,             2,       1.86682, ,             2,      1.862603, ,             2,      2.613957, ,             2,      2.462227, ,             2,      2.210803, , 
          2.2,      2.081074, ,           2.2,      1.976639, ,           2.2,      2.711353, ,           2.2,      1.914962, ,           2.2,      1.888611, ,           2.2,       1.86241, ,           2.2,      1.854088, ,           2.2,      1.849958, ,           2.2,      2.576763, ,           2.2,      2.429935, ,           2.2,      2.186622, , 
          2.4,      2.062721, ,           2.4,      1.961684, ,           2.4,      2.673177, ,           2.4,      1.901998, ,           2.4,      1.876511, ,           2.4,      1.851149, ,           2.4,      1.843073, ,           2.4,      1.839016, ,           2.4,        2.5428, ,           2.4,      2.400511, ,           2.4,      2.164767, , 
          2.6,      2.046282, ,           2.6,      1.948424, ,           2.6,      2.638218, ,           2.6,      1.890599, ,           2.6,      1.865929, ,           2.6,      1.841368, ,           2.6,      1.833537, ,           2.6,      1.829603, ,           2.6,      2.511749, ,           2.6,      2.373697, ,           2.6,      2.145052, , 
          2.8,      2.031571, ,           2.8,      1.936696, ,           2.8,      2.606488, ,           2.8,      1.880623, ,           2.8,      1.856725, ,           2.8,      1.832918, ,           2.8,      1.825325, ,           2.8,       1.82151, ,           2.8,      2.483549, ,           2.8,      2.349368, ,           2.8,      2.127285, , 
            3,      2.018423, ,             3,      1.926346, ,             3,      2.577486, ,             3,      1.871922, ,             3,      1.848747, ,             3,      1.825648, ,             3,      1.818283, ,             3,      1.814582, ,             3,       2.45781, ,             3,      2.327235, ,             3,      2.111275, , 
          3.2,      2.006758, ,           3.2,      1.917287, ,           3.2,       2.55105, ,           3.2,      1.864402, ,           3.2,      1.841895, ,           3.2,      1.819461, ,           3.2,      1.812309, ,           3.2,      1.808716, ,           3.2,      2.434373, ,           3.2,      2.307168, ,           3.2,      2.096927, , 
          3.4,       1.99641, ,           3.4,      1.909408, ,           3.4,      2.526937, ,           3.4,      1.857976, ,           3.4,      1.836095, ,           3.4,      1.814282, ,           3.4,      1.807328, ,           3.4,      1.803835, ,           3.4,      2.413026, ,           3.4,      2.288976, ,           3.4,      2.084077, , 
          3.6,      1.987295, ,           3.6,      1.902601, ,           3.6,      2.504959, ,           3.6,      1.852527, ,           3.6,      1.831235, ,           3.6,      1.810008, ,           3.6,      1.803237, ,           3.6,      1.799837, ,           3.6,      2.393629, ,           3.6,      2.272527, ,           3.6,       2.07262, , 
          3.8,      1.979326, ,           3.8,      1.896798, ,           3.8,      2.484965, ,           3.8,      1.847999, ,           3.8,       1.82726, ,           3.8,      1.806584, ,           3.8,      1.799989, ,           3.8,      1.796673, ,           3.8,      2.376041, ,           3.8,      2.257698, ,           3.8,      2.062454, , 
            4,      1.972417, ,             4,      1.891932, ,             4,      2.466823, ,             4,      1.844333, ,             4,      1.824115, ,             4,      1.803955, ,             4,      1.797527, ,             4,      1.794294, ,             4,      2.360159, ,             4,      2.244396, ,             4,      2.053494, , 
          4.2,       1.96651, ,           4.2,      1.887936, ,           4.2,      2.450481, ,           4.2,      1.841462, ,           4.2,      1.821731, ,           4.2,      1.802055, ,           4.2,      1.795782, ,           4.2,      1.792627, ,           4.2,      2.345915, ,           4.2,      2.232543, ,           4.2,      2.045671, , 
          4.4,      1.961531, ,           4.4,      1.884745, ,           4.4,      2.435829, ,           4.4,      1.839328, ,           4.4,      1.820052, ,           4.4,      1.800833, ,           4.4,      1.794704, ,           4.4,      1.791622, ,           4.4,      2.333189, ,           4.4,      2.222023, ,           4.4,      2.038894, , 
          4.6,      1.957423, ,           4.6,      1.882321, ,           4.6,      2.422726, ,           4.6,      1.837903, ,           4.6,      1.819051, ,           4.6,      1.800259, ,           4.6,      1.794266, ,           4.6,      1.791251, ,           4.6,      2.321887, ,           4.6,      2.212768, ,           4.6,      2.033102, , 
          4.8,      1.954158, ,           4.8,      1.880629, ,           4.8,      2.411124, ,           4.8,      1.837155, ,           4.8,      1.818697, ,           4.8,      1.800309, ,           4.8,      1.794445, ,           4.8,      1.791494, ,           4.8,      2.311956, ,           4.8,      2.204727, ,           4.8,      2.028266, , 
            5,      1.951684, ,             5,      1.879645, ,             5,      2.400969, ,             5,      1.837066, ,             5,      1.818987, ,             5,      1.800988, ,             5,      1.795247, ,             5,      1.792359, ,             5,      2.303322, ,             5,      2.197831, ,             5,      2.024324, , 
          5.2,      1.950025, ,           5.2,      1.879412, ,           5.2,      2.392201, ,           5.2,      1.837715, ,           5.2,      1.820019, ,           5.2,      1.802429, ,           5.2,       1.79682, ,           5.2,      1.793997, ,           5.2,      2.295956, ,           5.2,      2.192073, ,           5.2,      2.021293, , 
          5.4,      1.949185, ,           5.4,      1.879971, ,           5.4,      2.384734, ,           5.4,      1.839186, ,           5.4,       1.82191, ,           5.4,      1.804787, ,           5.4,      1.799336, ,           5.4,      1.796592, ,           5.4,      2.289787, ,           5.4,        2.1874, ,           5.4,      2.019166, , 
          5.6,      1.949192, ,           5.6,      1.881405, ,           5.6,      2.378624, ,           5.6,      1.841608, ,           5.6,       1.82481, ,           5.6,      1.808213, ,           5.6,      1.802942, ,           5.6,      1.800289, ,           5.6,      2.284863, ,           5.6,       2.18384, ,           5.6,      2.017959, , 
          5.8,      1.950199, ,           5.8,      1.883931, ,           5.8,      2.373976, ,           5.8,      1.845217, ,           5.8,      1.828947, ,           5.8,      1.812948, ,           5.8,      1.807885, ,           5.8,      1.805341, ,           5.8,      2.281292, ,           5.8,      2.181503, ,           5.8,      2.017784, , 
            6,      1.952183, ,             6,      1.887466, ,             6,       2.37063, ,             6,      1.849907, ,             6,      1.834238, ,             6,      1.818907, ,             6,       1.81407, ,             6,      1.811643, ,             6,      2.278946, ,             6,      2.180304, ,             6,      2.018624, , 
          6.2,      1.955166, ,           6.2,      1.892058, ,           6.2,      2.368589, ,           6.2,      1.855761, ,           6.2,      1.840646, ,           6.2,      1.825788, ,           6.2,      1.821074, ,           6.2,      1.818705, ,           6.2,      2.277822, ,           6.2,      2.180244, ,           6.2,      2.020499, , 
          6.4,      1.959141, ,           6.4,      1.897746, ,           6.4,      2.367893, ,           6.4,      1.862515, ,           6.4,      1.847664, ,           6.4,      1.832997, ,           6.4,      1.828324, ,           6.4,      1.825976, ,           6.4,      2.277946, ,           6.4,      2.181344, ,           6.4,      2.023418, , 
          6.6,      1.963995, ,           6.6,      1.904237, ,           6.6,      2.368434, ,           6.6,      1.869671, ,           6.6,      1.854968, ,           6.6,      1.840438, ,           6.6,      1.835805, ,           6.6,      1.833477, ,           6.6,      2.279215, ,           6.6,      2.183482, ,           6.6,      2.027235, , 
          6.8,      1.969662, ,           6.8,      1.911275, ,           6.8,      2.370234, ,           6.8,      1.877183, ,           6.8,      1.862657, ,           6.8,      1.848318, ,           6.8,      1.843748, ,           6.8,      1.841452, ,           6.8,      2.281634, ,           6.8,      2.186622, ,           6.8,      2.031857, , 
            7,      1.976017, ,             7,      1.918823, ,             7,      2.373176, ,             7,      1.885285, ,             7,      1.871045, ,             7,      1.857413, ,             7,      1.853202, ,             7,      1.851091, ,             7,      2.285057, ,             7,      2.190566, ,             7,       2.03704, , 
          7.2,      1.983023, ,           7.2,       1.92702, ,           7.2,      2.377187, ,           7.2,      1.894294, ,           7.2,      1.880559, ,           7.2,      1.867386, ,           7.2,      1.863315, ,           7.2,      1.861277, ,           7.2,      2.289427, ,           7.2,      2.195292, ,           7.2,      2.042795, , 
          7.4,      1.990845, ,           7.4,      1.936271, ,           7.4,       2.38264, ,           7.4,      1.904813, ,           7.4,      1.892006, ,           7.4,      1.878751, ,           7.4,      1.874348, ,           7.4,      1.872134, ,           7.4,      2.295066, ,           7.4,      2.201032, ,           7.4,      2.049231, , 
          7.6,      1.999709, ,           7.6,      1.946922, ,           7.6,      2.390027, ,           7.6,      1.917032, ,           7.6,      1.905509, ,           7.6,      1.892247, ,           7.6,      1.887459, ,           7.6,      1.885043, ,           7.6,      2.302435, ,           7.6,       2.20817, ,           7.6,       2.05659, , 
          7.8,      2.009884, ,           7.8,      1.959093, ,           7.8,      2.398891, ,           7.8,      1.930672, ,           7.8,      1.919953, ,           7.8,      1.906118, ,           7.8,      1.900536, ,           7.8,      1.897711, ,           7.8,      2.311269, ,           7.8,      2.216824, ,           7.8,        2.0655, , 
            8,      2.022409, ,             8,       1.97293, ,             8,      2.410491, ,             8,      1.946059, ,             8,      1.935818, , , , , , , , , , ,             8,      2.322502, ,             8,      2.227312, ,             8,      2.075814, , 

