Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      3.969839, ,            -2,      3.645976, ,            -2,      4.767196, , 
         -1.8,      3.811155, ,          -1.8,      3.509387, ,          -1.8,      4.581964, , 
         -1.6,      3.680098, ,          -1.6,      3.394615, ,          -1.6,      4.427739, , 
         -1.4,      3.573009, ,          -1.4,      3.298609, ,          -1.4,      4.296932, , 
         -1.2,      3.486042, ,          -1.2,      3.219712, ,          -1.2,      4.184507, , 
           -1,      3.415867, ,            -1,      3.155844, ,            -1,      4.087652, , 
         -0.8,      3.358398, ,          -0.8,      3.105081, ,          -0.8,      4.003964, , 
         -0.6,      3.310771, ,          -0.6,       3.06535, ,          -0.6,      3.931756, , 
         -0.4,      3.271134, ,          -0.4,      3.034295, ,          -0.4,      3.869529, , 
         -0.2,      3.238385, ,          -0.2,      3.009681, ,          -0.2,      3.816099, , 
            0,      3.211769, ,             0,      2.990575, ,             0,      3.770533, , 
          0.2,      3.190555, ,           0.2,       2.97624, ,           0.2,      3.731852, , 
          0.4,      3.174239, ,           0.4,      2.966235, ,           0.4,      3.699452, , 
          0.6,      3.162333, ,           0.6,      2.960138, ,           0.6,      3.672786, , 
          0.8,        3.1544, ,           0.8,      2.957606, ,           0.8,       3.65129, , 
            1,      3.150064, ,             1,       2.95823, ,             1,      3.634466, , 
          1.2,      3.149016, ,           1.2,      2.961726, ,           1.2,      3.621961, , 
          1.4,      3.151018, ,           1.4,       2.96788, ,           1.4,      3.613407, , 
          1.6,      3.155854, ,           1.6,      2.976509, ,           1.6,      3.608633, , 
          1.8,      3.163287, ,           1.8,      2.987414, ,           1.8,      3.607248, , 
            2,      3.173171, ,             2,      3.000479, ,             2,      3.609099, , 
          2.2,      3.185371, ,           2.2,      3.015558, ,           2.2,      3.614045, , 
          2.4,      3.199791, ,           2.4,      3.032569, ,           2.4,      3.621919, , 
          2.6,      3.216429, ,           2.6,      3.051542, ,           2.6,      3.632725, , 
          2.8,       3.23531, ,           2.8,       3.07261, ,           2.8,      3.646367, , 
            3,      3.256833, ,             3,      3.096518, ,             3,      3.663084, , 
          3.2,      3.281591, ,           3.2,      3.124303, ,           3.2,      3.683171, , 
          3.4,      3.310427, ,           3.4,      3.156831, ,           3.4,      3.707113, , 
          3.6,      3.343967, ,           3.6,      3.194969, ,           3.6,      3.735492, , 
          3.8,      3.382477, ,           3.8,      3.236957, ,           3.8,      3.768359, , 
            4,      3.426198, ,             4,      3.283491, ,             4,      3.805942, , 
          4.2,      3.475564, ,           4.2,       3.33819, ,           4.2,      3.847943, , 
          4.4,      3.533609, ,           4.4,      3.406925, ,           4.4,      3.894972, , 
          4.6,      3.603921, ,           4.6,      3.492636, ,           4.6,      3.948744, , 
          4.8,       3.68841, , , , ,           4.8,      4.012179, , 
            5,      3.785052, , , , ,             5,      4.087924, , 

