Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      1.429004, ,            -2,      1.311064, ,            -2,      1.239423, ,            -2,      1.203083, ,            -2,      1.180973, ,            -2,      1.172565, ,            -2,      2.021601, ,            -2,      1.842967, ,            -2,      1.582705, , 
         -1.8,      1.334744, ,          -1.8,      1.223878, ,          -1.8,      1.158461, ,          -1.8,      1.125567, ,          -1.8,      1.104779, ,          -1.8,      1.096282, ,          -1.8,      1.885756, ,          -1.8,      1.721056, ,          -1.8,      1.479707, , 
         -1.6,      1.256321, ,          -1.6,       1.15114, ,          -1.6,      1.090236, ,          -1.6,      1.059936, ,          -1.6,      1.040366, ,          -1.6,      1.032427, ,          -1.6,      1.768738, ,          -1.6,       1.61634, ,          -1.6,       1.39257, , 
         -1.4,      1.190085, ,          -1.4,      1.090291, ,          -1.4,      1.032605, ,          -1.4,       1.00425, ,          -1.4,     0.9854163, ,          -1.4,     0.9781941, ,          -1.4,      1.667053, ,          -1.4,      1.525519, ,          -1.4,      1.317498, , 
         -1.2,      1.133265, ,          -1.2,      1.039123, ,          -1.2,     0.9840597, ,          -1.2,     0.9569449, ,          -1.2,     0.9385697, ,          -1.2,     0.9317731, ,          -1.2,      1.578312, ,          -1.2,      1.446327, ,          -1.2,      1.252246, , 
           -1,      1.083834, ,            -1,     0.9953705, ,            -1,     0.9430974, ,            -1,     0.9170491, ,            -1,     0.8994102, ,            -1,     0.8927291, ,            -1,      1.500468, ,            -1,      1.376888, ,            -1,      1.195163, , 
         -0.8,      1.040444, ,          -0.8,     0.9572902, ,          -0.8,     0.9079691, ,          -0.8,     0.8831228, ,          -0.8,     0.8661068, ,          -0.8,     0.8595713, ,          -0.8,      1.431832, ,          -0.8,      1.315705, ,          -0.8,      1.144955, , 
         -0.6,      1.002161, ,          -0.6,     0.9238109, ,          -0.6,     0.8773072, ,          -0.6,     0.8538498, ,          -0.6,      0.837692, ,          -0.6,     0.8313923, ,          -0.6,      1.371039, ,          -0.6,      1.261561, ,          -0.6,      1.100587, , 
         -0.4,     0.9682477, ,          -0.4,     0.8942196, ,          -0.4,     0.8502782, ,          -0.4,     0.8281144, ,          -0.4,     0.8128413, ,          -0.4,     0.8068829, ,          -0.4,      1.317051, ,          -0.4,      1.213507, ,          -0.4,       1.06122, , 
         -0.2,     0.9381144, ,          -0.2,     0.8679706, ,          -0.2,     0.8263413, ,          -0.2,     0.8053464, ,          -0.2,     0.7908905, ,          -0.2,     0.7852521, ,          -0.2,      1.269006, ,          -0.2,      1.170744, ,          -0.2,      1.026177, , 
            0,     0.9112773, ,             0,     0.8446334, ,             0,     0.8050906, ,             0,     0.7851545, ,             0,     0.7714357, ,             0,     0.7660843, ,             0,      1.226175, ,             0,      1.132603, ,             0,     0.9948877, , 
          0.2,     0.8873002, ,           0.2,      0.823836, ,           0.2,     0.7861775, ,           0.2,     0.7672033, ,           0.2,     0.7541465, ,           0.2,     0.7490513, ,           0.2,      1.187775, ,           0.2,      1.098405, ,           0.2,     0.9668713, , 
          0.4,     0.8658489, ,           0.4,     0.8052733, ,           0.4,     0.7693216, ,           0.4,     0.7512256, ,           0.4,      0.738772, ,           0.4,     0.7339104, ,           0.4,      1.153292, ,           0.4,      1.067704, ,           0.4,     0.9417637, , 
          0.6,     0.8466456, ,           0.6,     0.7886884, ,           0.6,     0.7542917, ,           0.6,     0.7369977, ,           0.6,      0.725088, ,           0.6,     0.7204421, ,           0.6,      1.122291, ,           0.6,      1.040091, ,           0.6,     0.9192295, , 
          0.8,     0.8294065, ,           0.8,     0.7738434, ,           0.8,     0.7408652, ,           0.8,     0.7242969, ,           0.8,     0.7128852, ,           0.8,     0.7084345, ,           0.8,      1.094282, ,           0.8,      1.015171, ,           0.8,     0.8989577, , 
            1,     0.8139245, ,             1,     0.7605453, ,             1,     0.7288634, ,             1,     0.7129548, ,             1,     0.7019964, ,             1,      0.697723, ,             1,      1.069067, ,             1,     0.9927439, ,             1,     0.8807205, , 
          1.2,     0.8000186, ,           1.2,       0.74864, ,           1.2,     0.7181421, ,           1.2,     0.7028322, ,           1.2,      0.692287, ,           1.2,     0.6881775, ,           1.2,      1.046313, ,           1.2,     0.9725145, ,           1.2,     0.8643009, , 
          1.4,     0.7875311, ,           1.4,     0.7379924, ,           1.4,     0.7085745, ,           1.4,     0.6938148, ,           1.4,     0.6836474, ,           1.4,      0.679684, ,           1.4,      1.025766, ,           1.4,      0.954268, ,           1.4,     0.8495334, , 
          1.6,     0.7763328, ,           1.6,     0.7284729, ,           1.6,     0.7000442, ,           1.6,     0.6857859, ,           1.6,     0.6759654, ,           1.6,     0.6721383, ,           1.6,      1.007259, ,           1.6,     0.9378346, ,           1.6,     0.8362521, , 
          1.8,     0.7663083, ,           1.8,     0.7199854, ,           1.8,     0.6924655, ,           1.8,     0.6786638, ,           1.8,      0.669161, ,           1.8,      0.665459, ,           1.8,     0.9906348, ,           1.8,     0.9230616, ,           1.8,     0.8243191, , 
            2,     0.7573699, ,             2,     0.7124465, ,             2,     0.6857578, ,             2,      0.672368, ,             2,      0.663157, ,             2,     0.6595675, ,             2,     0.9757431, ,             2,     0.9098326, ,             2,     0.8136454, , 
          2.2,     0.7494279, ,           2.2,      0.705782, ,           2.2,     0.6798473, ,           2.2,     0.6668337, ,           2.2,       0.65789, ,           2.2,     0.6544049, ,           2.2,     0.9624617, ,           2.2,     0.8980338, ,           2.2,     0.8041241, , 
          2.4,     0.7424173, ,           2.4,     0.6999394, ,           2.4,     0.6746916, ,           2.4,     0.6620212, ,           2.4,     0.6533215, ,           2.4,     0.6499295, ,           2.4,     0.9506839, ,           2.4,     0.8875701, ,           2.4,     0.7956842, , 
          2.6,     0.7363022, ,           2.6,     0.6949018, ,           2.6,     0.6702877, ,           2.6,     0.6579401, ,           2.6,     0.6494738, ,           2.6,     0.6461726, ,           2.6,     0.9403332, ,           2.6,     0.8783713, ,           2.6,     0.7882795, , 
          2.8,     0.7310786, ,           2.8,     0.6906959, ,           2.8,     0.6667079, ,           2.8,      0.654697, ,           2.8,     0.6464815, ,           2.8,     0.6432835, ,           2.8,      0.931343, ,           2.8,     0.8703886, ,           2.8,     0.7818842, , 
            3,     0.7268256, ,             3,     0.6874545, ,             3,     0.6641493, ,             3,     0.6525327, ,             3,     0.6446227, ,             3,     0.6415483, ,             3,     0.9237836, ,             3,     0.8636846, ,             3,     0.7765654, , 
          3.2,     0.7236405, ,           3.2,     0.6853442, ,           3.2,     0.6627974, ,           3.2,     0.6516308, ,           3.2,     0.6440787, ,           3.2,       0.64116, ,           3.2,     0.9176826, ,           3.2,      0.858298, ,           3.2,     0.7723794, , 
          3.4,     0.7216258, ,           3.4,     0.6844452, ,           3.4,     0.6627639, ,           3.4,     0.6521102, ,           3.4,     0.6448953, ,           3.4,     0.6421054, ,           3.4,     0.9130182, ,           3.4,     0.8542458, ,           3.4,     0.7694053, , 
          3.6,     0.7208151, ,           3.6,     0.6848726, ,           3.6,     0.6640381, ,           3.6,     0.6537089, ,           3.6,     0.6466789, ,           3.6,      0.643963, ,           3.6,     0.9098129, ,           3.6,     0.8515527, ,           3.6,     0.7676719, , 
          3.8,     0.7212704, ,           3.8,     0.6866376, ,           3.8,     0.6665205, ,           3.8,     0.6565731, ,           3.8,     0.6498729, ,           3.8,     0.6473115, ,           3.8,     0.9080581, ,           3.8,     0.8501991, ,           3.8,     0.7671619, , 
            4,     0.7232172, ,             4,     0.6900571, ,             4,     0.6710376, ,             4,     0.6619056, ,             4,     0.6559572, ,             4,     0.6536466, ,             4,     0.9078482, ,             4,     0.8502207, ,             4,     0.7678717, , 
