Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-12.3 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-19.1 m/s-VLM2, , Alpha,T1-2.5 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-25.2 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-29.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-6.3 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      2.214139, ,            -2,      2.151231, ,            -2,      2.047182, ,            -2,      1.967073, ,            -2,      3.457087, ,            -2,       3.29707, ,            -2,       1.93746, ,            -2,      1.889417, ,            -2,      1.881088, ,            -2,      1.865375, ,            -2,      1.848562, ,            -2,      1.839198, ,            -2,      1.835065, ,            -2,      1.832748, ,            -2,      3.059092, ,            -2,      2.801553, ,            -2,      2.553084, ,            -2,      2.432004, ,            -2,      2.388811, , 
         -1.8,      2.070519, ,          -1.8,      2.011921, ,          -1.8,      1.913908, ,          -1.8,      1.841018, ,          -1.8,      3.228102, ,          -1.8,      3.080096, ,          -1.8,      1.814122, ,          -1.8,      1.770781, ,          -1.8,      1.763269, ,          -1.8,      1.749059, ,          -1.8,      1.733706, ,          -1.8,      1.724736, ,          -1.8,      1.719325, ,          -1.8,      1.716144, ,          -1.8,      2.859749, ,          -1.8,      2.619883, ,          -1.8,      2.387909, ,          -1.8,      2.274065, ,          -1.8,      2.233547, , 
         -1.6,      1.948858, ,          -1.6,      1.893761, ,          -1.6,       1.80135, ,          -1.6,      1.735082, ,          -1.6,      3.030351, ,          -1.6,      2.892986, ,          -1.6,      1.710611, ,          -1.6,      1.671342, ,          -1.6,      1.664493, ,          -1.6,      1.651383, ,          -1.6,      1.636872, ,          -1.6,      1.627261, ,          -1.6,      1.620891, ,          -1.6,      1.617141, ,          -1.6,      2.688348, ,          -1.6,      2.464823, ,          -1.6,      2.247733, ,          -1.6,      2.140361, ,          -1.6,      2.102271, , 
         -1.4,      1.845632, ,          -1.4,      1.793271, ,          -1.4,      1.705985, ,          -1.4,       1.64496, ,          -1.4,      2.858029, ,          -1.4,      2.730163, ,          -1.4,      1.622431, ,          -1.4,      1.586578, ,          -1.4,      1.580343, ,          -1.4,       1.56824, ,          -1.4,      1.554337, ,          -1.4,      1.544184, ,          -1.4,      1.538053, ,          -1.4,       1.53446, ,          -1.4,      2.539627, ,          -1.4,      2.331195, ,          -1.4,      2.127954, ,          -1.4,      2.026789, ,          -1.4,      1.990843, , 
         -1.2,      1.757573, ,          -1.2,      1.707698, ,          -1.2,       1.62495, ,          -1.2,      1.567467, ,          -1.2,      2.706929, ,          -1.2,      2.587555, ,          -1.2,      1.546786, ,          -1.2,      1.513714, ,          -1.2,      1.507946, ,          -1.2,      1.496618, ,          -1.2,       1.48331, ,          -1.2,       1.47317, ,          -1.2,      1.467645, ,          -1.2,      1.464404, ,          -1.2,      2.409651, ,          -1.2,      2.214872, ,          -1.2,      2.024469, ,          -1.2,      1.929284, ,          -1.2,      1.895297, , 
           -1,      1.682126, ,            -1,      1.634714, ,            -1,      1.556047, ,            -1,      1.501537, ,            -1,      2.573935, ,            -1,      2.462071, ,            -1,      1.482233, ,            -1,       1.45114, ,            -1,      1.445631, ,            -1,      1.434745, ,            -1,       1.42199, ,            -1,      1.412418, ,            -1,      1.407419, ,            -1,      1.404476, ,            -1,      2.295347, ,            -1,      2.112873, ,            -1,      1.934281, ,            -1,      1.844762, ,            -1,      1.812653, , 
         -0.8,      1.616959, ,          -0.8,      1.571905, ,          -0.8,      1.496982, ,          -0.8,      1.445154, ,          -0.8,       2.45629, ,          -0.8,      2.351136, ,          -0.8,      1.426833, ,          -0.8,      1.397357, ,          -0.8,      1.392155, ,          -0.8,      1.381739, ,          -0.8,      1.369132, ,          -0.8,      1.360091, ,          -0.8,      1.355334, ,          -0.8,      1.352536, ,          -0.8,      2.194418, ,          -0.8,      2.022988, ,          -0.8,      1.855064, ,          -0.8,      1.770786, ,          -0.8,      1.740486, , 
         -0.6,      1.560263, ,          -0.6,      1.517483, ,          -0.6,      1.446017, ,          -0.6,      1.396587, ,          -0.6,      2.351757, ,          -0.6,      2.252649, ,          -0.6,      1.379252, ,          -0.6,      1.351081, ,          -0.6,      1.346009, ,          -0.6,      1.335836, ,          -0.6,      1.323521, ,          -0.6,      1.315044, ,          -0.6,      1.310717, ,          -0.6,      1.308171, ,          -0.6,      2.104947, ,          -0.6,       1.94343, ,          -0.6,      1.785134, ,          -0.6,      1.705649, ,          -0.6,      1.677052, , 
         -0.4,      1.510466, ,          -0.4,      1.469903, ,          -0.4,      1.401772, ,          -0.4,      1.354605, ,          -0.4,       2.25857, ,          -0.4,        2.1649, ,          -0.4,      1.338072, ,          -0.4,      1.311211, ,          -0.4,      1.306361, ,          -0.4,      1.296581, ,          -0.4,      1.284808, ,          -0.4,      1.276553, ,          -0.4,       1.27233, ,          -0.4,      1.269844, ,          -0.4,      2.025308, ,          -0.4,      1.872696, ,          -0.4,      1.723084, ,          -0.4,      1.647951, ,          -0.4,      1.620925, , 
         -0.2,      1.466421, ,          -0.2,       1.42797, ,          -0.2,      1.363112, ,          -0.2,      1.318067, ,          -0.2,      2.175187, ,          -0.2,      2.086423, ,          -0.2,      1.302264, ,          -0.2,      1.276548, ,          -0.2,      1.271902, ,          -0.2,      1.262531, ,          -0.2,      1.251182, ,          -0.2,        1.2432, ,          -0.2,      1.239315, ,          -0.2,      1.237026, ,          -0.2,      1.954147, ,          -0.2,      1.809585, ,          -0.2,      1.667842, ,          -0.2,      1.596654, ,          -0.2,      1.571057, , 
            0,      1.427259, ,             0,      1.390773, ,             0,      1.329037, ,             0,       1.28608, ,             0,      2.100406, ,             0,       2.01609, ,             0,      1.270996, ,             0,      1.246283, ,             0,      1.241815, ,             0,       1.23281, ,             0,      1.221907, ,             0,      1.214269, ,             0,      1.210472, ,             0,      1.208235, ,             0,      1.890438, ,             0,      1.753134, ,             0,      1.618496, ,             0,      1.550878, ,             0,      1.526576, , 
          0.2,      1.392331, ,           0.2,      1.357647, ,           0.2,       1.29882, ,           0.2,      1.257867, ,           0.2,      2.033287, ,           0.2,      1.953003, ,           0.2,      1.243485, ,           0.2,      1.219856, ,           0.2,      1.215577, ,           0.2,      1.206942, ,           0.2,       1.19637, ,           0.2,      1.188925, ,           0.2,      1.185309, ,           0.2,      1.183177, ,           0.2,      1.833352, ,           0.2,      1.702595, ,           0.2,      1.574334, ,           0.2,      1.509933, ,           0.2,      1.486805, , 
          0.4,      1.361126, ,           0.4,      1.328089, ,           0.4,      1.271937, ,           0.4,      1.232862, ,           0.4,      1.972949, ,           0.4,      1.896326, ,           0.4,       1.21914, ,           0.4,      1.196583, ,           0.4,      1.192495, ,           0.4,      1.184244, ,           0.4,      1.174137, ,           0.4,      1.166982, ,           0.4,      1.163392, ,           0.4,      1.161284, ,           0.4,       1.78212, ,           0.4,      1.657262, ,           0.4,      1.534727, ,           0.4,      1.473234, ,           0.4,      1.451175, , 
          0.6,      1.333172, ,           0.6,      1.301647, ,           0.6,      1.247943, ,           0.6,      1.210598, ,           0.6,      1.918578, ,           0.6,      1.845279, ,           0.6,      1.197483, ,           0.6,       1.17593, ,           0.6,      1.172025, ,           0.6,      1.164141, ,           0.6,      1.154484, ,           0.6,      1.147642, ,           0.6,      1.144206, ,           0.6,      1.142188, ,           0.6,      1.736014, ,           0.6,      1.616483, ,           0.6,        1.4991, ,           0.6,      1.440242, ,           0.6,       1.41916, , 
          0.8,       1.30811, ,           0.8,      1.277964, ,           0.8,      1.226516, ,           0.8,      1.190754, ,           0.8,      1.869361, ,           0.8,      1.799097, ,           0.8,      1.178195, ,           0.8,      1.157574, ,           0.8,      1.153839, ,           0.8,      1.146297, ,           0.8,      1.137056, ,           0.8,      1.130509, ,           0.8,      1.127219, ,           0.8,      1.125287, ,           0.8,      1.694338, ,           0.8,      1.579669, ,           0.8,      1.467002, ,           0.8,      1.410553, ,           0.8,      1.390369, , 
            1,      1.285617, ,             1,      1.256733, ,             1,      1.207367, ,             1,      1.173057, ,             1,      1.824856, ,             1,       1.75734, ,             1,      1.161009, ,             1,      1.141244, ,             1,      1.137663, ,             1,      1.130434, ,             1,      1.121581, ,             1,      1.115305, ,             1,      1.112151, ,             1,      1.110298, ,             1,      1.656654, ,             1,      1.546409, ,             1,      1.438064, ,             1,      1.383818, ,             1,      1.364455, , 
          1.2,      1.265437, ,           1.2,      1.237711, ,           1.2,      1.190261, ,           1.2,      1.157282, ,           1.2,      1.784631, ,           1.2,      1.719586, ,           1.2,      1.145704, ,           1.2,      1.126727, ,           1.2,      1.123288, ,           1.2,      1.116346, ,           1.2,      1.107847, ,           1.2,      1.101821, ,           1.2,      1.098791, ,           1.2,      1.097011, ,           1.2,      1.622562, ,           1.2,      1.516346, ,           1.2,      1.411967, ,           1.2,      1.359741, ,           1.2,      1.341132, , 
          1.4,      1.247307, ,           1.4,      1.220646, ,           1.4,      1.174965, ,           1.4,      1.143227, ,           1.4,      1.748215, ,           1.4,      1.685388, ,           1.4,      1.132084, ,           1.4,      1.113839, ,           1.4,       1.11053, ,           1.4,      1.103852, ,           1.4,      1.095674, ,           1.4,      1.089879, ,           1.4,      1.086965, ,           1.4,      1.085253, ,           1.4,      1.591647, ,           1.4,      1.489102, ,           1.4,      1.388384, ,           1.4,      1.338018, ,           1.4,      1.320104, , 
          1.6,      1.231045, ,           1.6,      1.205363, ,           1.6,      1.161302, ,           1.6,       1.13071, ,           1.6,      1.715395, ,           1.6,      1.654528, ,           1.6,      1.119969, ,           1.6,       1.10239, ,           1.6,      1.099202, ,           1.6,      1.092766, ,           1.6,      1.084887, ,           1.6,      1.079305, ,           1.6,      1.076498, ,           1.6,      1.074849, ,           1.6,        1.5637, ,           1.6,      1.464505, ,           1.6,      1.367118, ,           1.6,      1.318453, ,           1.6,      1.301181, , 
          1.8,      1.216432, ,           1.8,      1.191657, ,           1.8,      1.149105, ,           1.8,      1.119575, ,           1.8,      1.685589, ,           1.8,        1.6265, ,           1.8,      1.109204, ,           1.8,      1.092242, ,           1.8,      1.089166, ,           1.8,      1.082956, ,           1.8,      1.075353, ,           1.8,      1.069963, ,           1.8,      1.067255, ,           1.8,      1.065663, ,           1.8,      1.538323, ,           1.8,      1.442215, ,           1.8,      1.347885, ,           1.8,      1.300789, ,           1.8,      1.284111, , 
            2,      1.203347, ,             2,      1.179411, ,             2,      1.138246, ,             2,      1.109695, ,             2,      1.658556, ,             2,      1.601084, ,             2,      1.099666, ,             2,      1.083272, ,             2,      1.080298, ,             2,      1.074296, ,             2,       1.06695, ,             2,      1.061744, ,             2,      1.059125, ,             2,      1.057587, ,             2,      1.515332, ,             2,      1.422065, ,             2,      1.330544, ,             2,      1.284895, ,             2,      1.268765, , 
          2.2,      1.191638, ,           2.2,      1.168479, ,           2.2,        1.1286, ,           2.2,      1.100954, ,           2.2,      1.634021, ,           2.2,      1.578027, ,           2.2,      1.091239, ,           2.2,      1.075369, ,           2.2,      1.072491, ,           2.2,      1.066681, ,           2.2,      1.059571, ,           2.2,      1.054533, ,           2.2,         1.052, ,           2.2,      1.050512, ,           2.2,      1.494498, ,           2.2,      1.403849, ,           2.2,      1.314913, ,           2.2,      1.270597, ,           2.2,      1.254972, , 
          2.4,      1.181189, ,           2.4,       1.15875, ,           2.4,      1.120063, ,           2.4,      1.093249, ,           2.4,      1.611735, ,           2.4,      1.557107, ,           2.4,      1.083826, ,           2.4,      1.068445, ,           2.4,      1.065656, ,           2.4,      1.060024, ,           2.4,      1.053129, ,           2.4,      1.048244, ,           2.4,      1.045789, ,           2.4,      1.044347, ,           2.4,      1.475637, ,           2.4,      1.387406, ,           2.4,      1.300843, ,           2.4,      1.257757, ,           2.4,      1.242597, , 
          2.6,      1.171921, ,           2.6,      1.150151, ,           2.6,      1.112558, ,           2.6,       1.08652, ,           2.6,      1.591719, ,           2.6,       1.53832, ,           2.6,      1.077366, ,           2.6,      1.062433, ,           2.6,      1.059725, ,           2.6,      1.054259, ,           2.6,      1.047568, ,           2.6,      1.042827, ,           2.6,      1.040442, ,           2.6,      1.039041, ,           2.6,      1.458704, ,           2.6,       1.37266, ,           2.6,      1.288255, ,           2.6,      1.246288, ,           2.6,      1.231555, , 
          2.8,      1.163718, ,           2.8,      1.142567, ,           2.8,       1.10599, ,           2.8,       1.08067, ,           2.8,       1.57369, ,           2.8,      1.521415, ,           2.8,      1.071766, ,           2.8,      1.057241, ,           2.8,       1.05461, ,           2.8,      1.049297, ,           2.8,      1.042789, ,           2.8,      1.038183, ,           2.8,      1.035865, ,           2.8,      1.034503, ,           2.8,      1.443487, ,           2.8,      1.359431, ,           2.8,      1.276993, ,           2.8,      1.236057, ,           2.8,      1.221717, , 
            3,      1.156518, ,             3,      1.135934, ,             3,      1.100294, ,             3,      1.075638, ,             3,      1.557579, ,             3,       1.50631, ,             3,      1.066964, ,             3,      1.052815, ,             3,      1.050255, ,             3,      1.045084, ,             3,      1.038748, ,             3,       1.03426, ,             3,      1.032005, ,             3,       1.03068, ,             3,      1.429895, ,             3,      1.347637, ,             3,      1.266977, ,             3,      1.226983, ,             3,      1.213007, , 
          3.2,      1.150267, ,           3.2,      1.130208, ,           3.2,      1.095438, ,           3.2,      1.071395, ,           3.2,      1.543239, ,           3.2,       1.49289, ,           3.2,      1.062936, ,           3.2,      1.049133, ,           3.2,      1.046637, ,           3.2,      1.041598, ,           3.2,      1.035425, ,           3.2,      1.031052, ,           3.2,      1.028851, ,           3.2,      1.027559, ,           3.2,      1.417852, ,           3.2,      1.337216, ,           3.2,      1.258154, ,           3.2,      1.219016, ,           3.2,      1.205374, , 
