Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -2,      4.284135, ,            -2,      3.938053, ,            -2,       6.49656, ,            -2,      3.724708, ,            -2,      3.632408, ,            -2,      3.551697, ,            -2,      3.528737, ,            -2,      3.513536, ,            -2,       6.01896, ,            -2,      5.494889, ,            -2,      4.643314, , 
         -1.8,      4.114305, ,          -1.8,      3.780601, ,          -1.8,      6.229185, ,          -1.8,      3.581252, ,          -1.8,      3.495566, ,          -1.8,      3.417848, ,          -1.8,       3.39273, ,          -1.8,      3.378186, ,          -1.8,      5.775964, ,          -1.8,      5.278132, ,          -1.8,      4.462646, , 
         -1.6,      3.974335, ,          -1.6,      3.650321, ,          -1.6,      5.995632, ,          -1.6,      3.460634, ,          -1.6,      3.380324, ,          -1.6,      3.305704, ,          -1.6,      3.280889, ,          -1.6,      3.267597, ,          -1.6,      5.564835, ,          -1.6,      5.091441, ,          -1.6,      4.312378, , 
         -1.4,      3.859614, ,          -1.4,      3.544223, ,          -1.4,      5.791185, ,          -1.4,        3.3614, ,          -1.4,      3.284538, ,          -1.4,      3.211745, ,          -1.4,      3.188351, ,          -1.4,      3.176058, ,          -1.4,      5.380307, ,          -1.4,      4.929248, ,          -1.4,      4.185555, , 
         -1.2,      3.764301, ,          -1.2,      3.458041, ,          -1.2,      5.611653, ,          -1.2,      3.279924, ,          -1.2,      3.205632, ,          -1.2,      3.133683, ,          -1.2,      3.111211, ,          -1.2,      3.099567, ,          -1.2,      5.218848, ,          -1.2,      4.787961, ,          -1.2,      4.077003, , 
           -1,      3.683996, ,            -1,      3.388329, ,            -1,      5.453877, ,            -1,       3.21475, ,            -1,      3.142098, ,            -1,      3.070834, ,            -1,      3.048763, ,            -1,       3.03756, ,            -1,      5.077399, ,            -1,      4.664714, ,            -1,      3.983614, , 
         -0.8,      3.615637, ,          -0.8,      3.331106, ,          -0.8,      5.314966, ,          -0.8,      3.162778, ,          -0.8,      3.091544, ,          -0.8,      3.021385, ,          -0.8,      2.999447, ,          -0.8,      2.988919, ,          -0.8,       4.95329, ,          -0.8,         4.557, ,          -0.8,      3.903104, , 
         -0.6,      3.557334, ,          -0.6,      3.283498, ,          -0.6,      5.192549, ,          -0.6,      3.121075, ,          -0.6,      3.051748, ,          -0.6,      2.982987, ,          -0.6,      2.961293, ,          -0.6,      2.950618, ,          -0.6,      4.844346, ,          -0.6,      4.462931, ,          -0.6,      3.833705, , 
         -0.4,       3.50775, ,          -0.4,      3.243811, ,          -0.4,      5.084742, ,          -0.4,      3.087155, ,          -0.4,      3.020234, ,          -0.4,      2.953647, ,          -0.4,      2.932398, ,          -0.4,      2.921735, ,          -0.4,      4.748802, ,          -0.4,      4.380905, ,          -0.4,      3.773993, , 
         -0.2,      3.465837, ,          -0.2,      3.210959, ,          -0.2,      4.990267, ,          -0.2,      3.059698, ,          -0.2,      2.995082, ,          -0.2,      2.930776, ,          -0.2,      2.910258, ,          -0.2,      2.899949, ,          -0.2,      4.665465, ,          -0.2,      4.309731, ,          -0.2,      3.722816, , 
            0,      3.430803, ,             0,      3.184207, ,             0,      4.907835, ,             0,      3.037893, ,             0,      2.975401, ,             0,      2.913248, ,             0,      2.893418, ,             0,      2.883448, ,             0,      4.593112, ,             0,       4.24827, ,             0,      3.679259, , 
          0.2,      3.401807, ,           0.2,      3.162835, ,           0.2,      4.835932, ,           0.2,      3.021027, ,           0.2,      2.960495, ,           0.2,      2.900324, ,           0.2,      2.881125, ,           0.2,      2.871473, ,           0.2,      4.530306, ,           0.2,      4.195251, ,           0.2,      3.642397, , 
          0.4,      3.378283, ,           0.4,      3.146332, ,           0.4,      4.773462, ,           0.4,      3.008658, ,           0.4,      2.949938, ,           0.4,      2.891571, ,           0.4,      2.872939, ,           0.4,      2.863574, ,           0.4,       4.47596, ,           0.4,       4.14973, ,           0.4,      3.611645, , 
          0.6,      3.359738, ,           0.6,      3.134226, ,           0.6,      4.719793, ,           0.6,      3.000344, ,           0.6,        2.9433, ,           0.6,      2.886587, ,           0.6,      2.868483, ,           0.6,       2.85938, ,           0.6,      4.429378, ,           0.6,      4.111091, ,           0.6,      3.586471, , 
          0.8,       3.34571, ,           0.8,      3.126065, ,           0.8,      4.673973, ,           0.8,       2.99571, ,           0.8,      2.940224, ,           0.8,      2.885021, ,           0.8,      2.867409, ,           0.8,      2.858557, ,           0.8,       4.38963, ,           0.8,      4.078518, ,           0.8,      3.566317, , 
