Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,       13.7869, ,            -2,      15.01128, ,            -2,      15.27827, ,            -2,      9.943108, ,            -2,      11.51772, , 
         -1.8,       14.3592, ,          -1.8,      15.58992, ,          -1.8,      15.86733, ,          -1.8,      10.35062, ,          -1.8,       11.9873, , 
         -1.6,      14.87221, ,          -1.6,      16.10993, ,          -1.6,      16.39582, ,          -1.6,      10.72749, ,          -1.6,      12.40824, , 
         -1.4,      15.32045, ,          -1.4,      16.57282, ,          -1.4,      16.86594, ,          -1.4,      11.07605, ,          -1.4,      12.78494, , 
         -1.2,       15.7078, ,          -1.2,      16.97748, ,          -1.2,      17.28069, ,          -1.2,       11.3985, ,          -1.2,      13.12493, , 
           -1,      16.03507, ,            -1,      17.32072, ,            -1,      17.63589, ,            -1,      11.69488, ,            -1,      13.43132, , 
         -0.8,      16.31023, ,          -0.8,      17.60626, ,          -0.8,       17.9265, ,          -0.8,      11.96636, ,          -0.8,      13.70693, , 
         -0.6,       16.5408, ,          -0.6,      17.83697, ,          -0.6,      18.15986, ,          -0.6,       12.2138, ,          -0.6,      13.95331, , 
         -0.4,      16.73453, ,          -0.4,      18.01988, ,          -0.4,      18.34315, ,          -0.4,      12.43793, ,          -0.4,      14.17223, , 
         -0.2,      16.89621, ,          -0.2,      18.16072, ,          -0.2,      18.48011, ,          -0.2,      12.63929, ,          -0.2,      14.36514, , 
            0,      17.02893, ,             0,      18.26903, ,             0,      18.58174, ,             0,      12.81832, ,             0,      14.53336, , 
          0.2,      17.13464, ,           0.2,      18.34848, ,           0.2,      18.65365, ,           0.2,      12.97563, ,           0.2,      14.67835, , 
          0.4,      17.21566, ,           0.4,      18.40237, ,           0.4,      18.69982, ,           0.4,      13.11354, ,           0.4,      14.80176, , 
          0.6,       17.2737, ,           0.6,       18.4327, ,           0.6,      18.72237, ,           0.6,      13.23291, ,           0.6,      14.90448, , 
          0.8,      17.31055, ,           0.8,      18.44145, ,           0.8,      18.72332, ,           0.8,      13.33446, ,           0.8,      14.98763, , 
            1,      17.32808, ,             1,      18.43036, ,             1,      18.70453, ,             1,      13.41966, ,             1,      15.05258, , 
          1.2,      17.32796, ,           1.2,      18.40172, ,           1.2,      18.66824, ,           1.2,      13.48862, ,           1.2,      15.10053, , 
          1.4,      17.31153, ,           1.4,      18.35714, ,           1.4,      18.61615, ,           1.4,      13.54233, ,           1.4,      15.13241, , 
          1.6,      17.28023, ,           1.6,      18.29818, ,           1.6,       18.5498, ,           1.6,      13.58198, ,           1.6,      15.14959, , 
          1.8,      17.23507, ,           1.8,      18.22601, ,           1.8,      18.47045, ,           1.8,      13.60785, ,           1.8,      15.15238, , 
            2,      17.17734, ,             2,      18.14197, ,             2,      18.37941, ,             2,      13.62096, ,             2,      15.14233, , 
          2.2,      17.10795, ,           2.2,      18.04686, ,           2.2,      18.27753, ,           2.2,      13.62145, ,           2.2,      15.11971, , 
          2.4,      17.02807, ,           2.4,      17.94209, ,           2.4,      18.16623, ,           2.4,      13.61024, ,           2.4,      15.08562, , 
          2.6,      16.93818, ,           2.6,      17.82815, ,           2.6,      18.04595, ,           2.6,      13.58747, ,           2.6,      15.04047, , 
          2.8,      16.83887, ,           2.8,      17.70543, ,           2.8,      17.91711, ,           2.8,      13.55372, ,           2.8,       14.9848, , 
            3,      16.72984, ,             3,      17.57299, ,             3,      17.77834, ,             3,      13.50912, ,             3,      14.91866, , 
          3.2,      16.60974, ,           3.2,      17.42738, ,           3.2,      17.62531, ,           3.2,      13.45365, ,           3.2,      14.84177, , 
          3.4,      16.47634, ,           3.4,      17.26421, ,           3.4,       17.4533, ,           3.4,      13.38649, ,           3.4,      14.75321, , 
          3.6,      16.32672, ,           3.6,      17.08082, ,           3.6,       17.2593, ,           3.6,      13.30694, ,           3.6,      14.65192, , 
          3.8,      16.15913, ,           3.8,      16.87425, ,           3.8,      17.04269, ,           3.8,      13.21431, ,           3.8,      14.53618, , 
            4,      15.97393, ,             4,      16.65596, ,             4,      16.81874, ,             4,      13.10893, ,             4,      14.40672, , 
          4.2,      15.77422, ,           4.2,      16.42991, ,           4.2,      16.58607, ,           4.2,      12.99149, ,           4.2,      14.26459, , 
          4.4,      15.55963, ,           4.4,      16.17955, ,           4.4,      16.32387, ,           4.4,      12.86246, ,           4.4,      14.11123, , 
          4.6,      15.32449, ,           4.6,      15.88905, ,           4.6,       16.0098, ,           4.6,      12.72285, ,           4.6,       13.9478, , 
          4.8,      15.05461, ,           4.8,      15.53747, , , , ,           4.8,      12.56816, ,           4.8,       13.7692, , 
            5,      14.74741, ,             5,      15.15094, , , , ,             5,      12.39524, ,             5,      13.57091, , 
          5.2,      14.40452, , , , , , , ,           5.2,      12.19615, ,           5.2,      13.34074, , 

