Alpha,T1-15.8 m/s-VLM2, , 
            1,     0.9509401, , 
          1.2,      0.945131, , 
          1.4,     0.9399567, , 
          1.6,       0.93527, , 
          1.8,     0.9309984, , 
            2,     0.9271068, , 
          2.2,     0.9236418, , 
          2.4,     0.9205106, , 
          2.6,     0.9177025, , 
          2.8,     0.9152492, , 
            3,     0.9130537, , 
          3.2,     0.9111071, , 
          3.4,     0.9094087, , 
          3.6,     0.9081643, , 
          3.8,     0.9071331, , 
            4,     0.9063566, , 
          4.2,     0.9068884, , 
          4.4,     0.9069402, , 
          4.6,     0.9071151, , 
          4.8,      0.907463, , 
            5,     0.9081722, , 
          5.2,     0.9090098, , 
          5.4,     0.9105904, , 
          5.6,     0.9127776, , 
          5.8,     0.9150125, , 
            6,     0.9173025, , 
          6.2,     0.9196549, , 
          6.4,     0.9222208, , 

