Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            1,      1.174801, ,             1,      1.131508, ,             1,        1.0986, ,             1,      1.078079, ,             1,      1.064002, ,             1,       1.05812, ,             0,      1.467272, ,             0,      1.383678, ,             0,      1.277247, , 
          1.2,      1.166946, ,           1.2,      1.123533, ,           1.2,      1.091025, ,           1.2,      1.071234, ,           1.2,      1.056897, ,           1.2,      1.051184, ,           0.2,      1.456776, ,           0.2,       1.37283, ,           0.2,      1.265227, , 
          1.4,      1.159922, ,           1.4,      1.116401, ,           1.4,      1.084922, ,           1.4,      1.066333, ,           1.4,      1.052499, ,           1.4,      1.046943, ,           0.4,      1.447637, ,           0.4,      1.363153, ,           0.4,      1.254192, , 
          1.6,      1.153297, ,           1.6,      1.109957, ,           1.6,      1.078849, ,           1.6,      1.060634, ,           1.6,       1.04781, ,           1.6,      1.042617, ,           0.6,      1.439949, ,           0.6,      1.354688, ,           0.6,      1.244093, , 
          1.8,      1.147615, ,           1.8,      1.104272, ,           1.8,       1.07338, ,           1.8,      1.055831, ,           1.8,      1.043319, ,           1.8,      1.038274, ,           0.8,      1.433644, ,           0.8,       1.34737, ,           0.8,      1.234864, , 
            2,      1.142472, ,             2,      1.099182, ,             2,      1.068755, ,             2,       1.05145, ,             2,      1.039305, ,             2,      1.034392, ,             1,      1.429099, ,             1,      1.341406, ,             1,      1.225801, , 
          2.2,      1.137821, ,           2.2,      1.094598, ,           2.2,      1.064608, ,           2.2,      1.047665, ,           2.2,      1.035828, ,           2.2,      1.031072, ,           1.2,      1.426572, ,           1.2,      1.336929, ,           1.2,      1.218137, , 
          2.4,      1.133617, ,           2.4,      1.090582, ,           2.4,      1.060888, ,           2.4,      1.044306, ,           2.4,      1.032822, ,           2.4,      1.028215, ,           1.4,      1.426523, ,           1.4,      1.334225, ,           1.4,       1.21118, , 
          2.6,      1.129933, ,           2.6,      1.086997, ,           2.6,      1.057492, ,           2.6,      1.041442, ,           2.6,      1.030329, ,           2.6,      1.025859, ,           1.6,      1.426658, ,           1.6,      1.331329, ,           1.6,      1.204654, , 
          2.8,       1.12664, ,           2.8,      1.083802, ,           2.8,      1.054622, ,           2.8,      1.038867, ,           2.8,       1.02812, ,           2.8,      1.023818, ,           1.8,        1.4277, ,           1.8,      1.329701, ,           1.8,      1.198987, , 
            3,      1.123719, ,             3,      1.080965, ,             3,      1.052085, ,             3,      1.036773, ,             3,      1.026288, ,             3,      1.022141, ,             2,      1.429346, ,             2,      1.328581, ,             2,      1.193881, , 
          3.2,      1.121247, ,           3.2,      1.078522, ,           3.2,      1.049921, ,           3.2,      1.034895, ,           3.2,      1.024919, ,           3.2,      1.020846, ,           2.2,       1.43127, ,           2.2,      1.326629, ,           2.2,      1.189006, , 
          3.4,      1.119082, ,           3.4,      1.076373, ,           3.4,      1.048098, ,           3.4,      1.033389, ,           3.4,      1.023778, ,           3.4,      1.019886, ,           2.4,      1.433547, ,           2.4,      1.326161, ,           2.4,      1.184935, , 
          3.6,      1.117211, ,           3.6,      1.074486, ,           3.6,      1.046596, ,           3.6,       1.03221, ,           3.6,      1.022846, ,           3.6,      1.018991, ,           2.6,      1.436071, ,           2.6,       1.32586, ,           2.6,       1.18131, , 
          3.8,      1.115708, ,           3.8,       1.07295, ,           3.8,      1.045419, ,           3.8,      1.031427, ,           3.8,      1.022375, ,           3.8,      1.018611, ,           2.8,      1.438823, ,           2.8,      1.325691, ,           2.8,      1.178106, , 
            4,      1.114516, ,             4,      1.071672, ,             4,       1.04455, ,             4,      1.030985, ,             4,      1.022195, ,             4,      1.018549, ,             3,      1.441782, ,             3,      1.325241, ,             3,      1.175318, , 
          4.2,      1.113555, ,           4.2,      1.070596, ,           4.2,      1.043954, ,           4.2,      1.030795, ,           4.2,      1.022204, ,           4.2,      1.018694, ,           3.2,       1.44549, ,           3.2,      1.325058, ,           3.2,      1.173004, , 
          4.4,      1.112821, ,           4.4,      1.069727, ,           4.4,       1.04363, ,           4.4,      1.030853, ,           4.4,      1.022415, ,           4.4,      1.019055, ,           3.4,      1.449037, ,           3.4,      1.325493, ,           3.4,      1.171075, , 
          4.6,      1.112405, ,           4.6,      1.069237, ,           4.6,      1.043573, ,           4.6,      1.031149, ,           4.6,      1.023004, ,           4.6,      1.019729, ,           3.6,      1.452817, ,           3.6,      1.326119, ,           3.6,      1.169529, , 
          4.8,      1.112239, ,           4.8,      1.068983, ,           4.8,      1.043774, ,           4.8,      1.031674, ,           4.8,      1.023851, ,           4.8,      1.020651, ,           3.8,      1.456727, ,           3.8,      1.327098, ,           3.8,      1.168444, , 
            5,      1.112491, ,             5,      1.068964, ,             5,      1.044237, ,             5,      1.032444, ,             5,      1.024881, ,             5,      1.021751, ,             4,      1.460752, ,             4,      1.328313, ,             4,      1.167766, , 
          5.2,      1.113511, ,           5.2,      1.069252, ,           5.2,      1.045002, ,           5.2,      1.033535, ,           5.2,      1.026175, ,           5.2,      1.023127, ,           4.2,      1.464855, ,           4.2,      1.329381, ,           4.2,      1.167472, , 
