Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            1,      1.771472, ,             1,      1.726877, ,             1,      1.705747, ,             1,      1.953212, ,             1,      1.850262, , 
          1.2,      1.756058, ,           1.2,      1.709467, ,           1.2,      1.688186, ,           1.2,       1.93974, ,           1.2,      1.836118, , 
          1.4,      1.741497, ,           1.4,      1.692852, ,           1.4,      1.671611, ,           1.4,      1.927287, ,           1.4,      1.822931, , 
          1.6,      1.727801, ,           1.6,      1.677169, ,           1.6,      1.655953, ,           1.6,      1.915847, ,           1.6,      1.810674, , 
          1.8,      1.715025, ,           1.8,      1.662347, ,           1.8,       1.64113, ,           1.8,       1.90538, ,           1.8,      1.799315, , 
            2,      1.703092, ,             2,      1.648384, ,             2,       1.62753, ,             2,        1.8958, ,             2,       1.78879, , 
          2.2,      1.691918, ,           2.2,      1.635964, ,           2.2,      1.615614, ,           2.2,      1.887118, ,           2.2,      1.779057, , 
          2.4,      1.681484, ,           2.4,      1.624757, ,           2.4,      1.604789, ,           2.4,      1.879323, ,           2.4,      1.770084, , 
          2.6,        1.6718, ,           2.6,      1.614313, ,           2.6,      1.594777, ,           2.6,      1.872362, ,           2.6,      1.761827, , 
          2.8,      1.662985, ,           2.8,      1.604819, ,           2.8,      1.585797, ,           2.8,      1.866286, ,           2.8,       1.75426, , 
            3,      1.654976, ,             3,      1.598532, ,             3,      1.581169, ,             3,      1.861073, ,             3,      1.747335, , 
          3.2,      1.647766, ,           3.2,      1.592436, ,           3.2,      1.575405, ,           3.2,      1.856677, ,           3.2,      1.741021, , 
          3.4,      1.641326, ,           3.4,      1.586953, ,           3.4,      1.570337, ,           3.4,      1.853286, ,           3.4,      1.735299, , 
          3.6,      1.635602, ,           3.6,      1.581954, ,           3.6,      1.565527, ,           3.6,      1.850804, ,           3.6,      1.730129, , 
          3.8,      1.630512, ,           3.8,      1.577307, ,           3.8,      1.561475, ,           3.8,      1.850317, ,           3.8,       1.72548, , 
            4,      1.625977, ,             4,      1.571839, ,             4,      1.558241, ,             4,      1.849691, ,             4,      1.721333, , 
          4.2,      1.621941, ,           4.2,       1.56868, ,           4.2,      1.553601, ,           4.2,      1.849712, ,           4.2,      1.717659, , 
          4.4,      1.618367, ,           4.4,      1.565896, ,           4.4,      1.551075, ,           4.4,      1.850238, ,           4.4,      1.714423, , 
          4.6,      1.615243, ,           4.6,       1.56343, ,           4.6,      1.549031, ,           4.6,       1.85115, ,           4.6,      1.711591, , 
          4.8,      1.612552, ,           4.8,      1.561662, ,           4.8,      1.547762, ,           4.8,      1.852343, ,           4.8,      1.709152, , 
            5,      1.610284, ,             5,      1.560326, ,             5,      1.546759, ,             5,      1.853732, ,             5,      1.707094, , 
          5.2,      1.608378, ,           5.2,      1.558869, ,           5.2,      1.545989, ,           5.2,      1.855291, ,           5.2,      1.705395, , 
          5.4,      1.606812, ,           5.4,      1.557909, ,           5.4,      1.545342, ,           5.4,       1.85698, ,           5.4,       1.70406, , 
          5.6,      1.605558, ,           5.6,      1.557296, ,           5.6,      1.544434, ,           5.6,      1.858776, ,           5.6,      1.703053, , 
          5.8,      1.604582, ,           5.8,      1.556218, ,           5.8,      1.543567, ,           5.8,      1.860685, ,           5.8,      1.702361, , 
            6,       1.60386, ,             6,      1.556037, ,             6,      1.543604, ,             6,      1.862734, ,             6,      1.701988, , 
          6.2,      1.603388, ,           6.2,      1.555902, ,           6.2,      1.544016, ,           6.2,      1.864903, ,           6.2,      1.701928, , 
          6.4,      1.603146, ,           6.4,      1.556332, ,           6.4,       1.54509, ,           6.4,       1.86721, ,           6.4,      1.702169, , 
          6.6,      1.603127, ,           6.6,      1.557193, ,           6.6,      1.546044, ,           6.6,      1.869667, ,           6.6,      1.702715, , 
          6.8,       1.60333, ,           6.8,      1.557713, ,           6.8,      1.546777, ,           6.8,      1.872289, ,           6.8,      1.703569, , 
            7,      1.603773, ,             7,      1.559012, ,             7,      1.548393, ,             7,       1.87507, ,             7,      1.704721, , 
          7.2,      1.604428, ,           7.2,      1.560516, ,           7.2,      1.550174, ,           7.2,      1.878041, ,           7.2,       1.70617, , 
          7.4,      1.605279, ,           7.4,      1.562202, ,           7.4,      1.552071, ,           7.4,      1.881189, ,           7.4,      1.707923, , 
          7.6,      1.606308, ,           7.6,      1.564046, ,           7.6,      1.554168, ,           7.6,      1.884553, ,           7.6,      1.709992, , 
          7.8,      1.607517, ,           7.8,       1.56547, ,           7.8,      1.555772, ,           7.8,      1.888164, ,           7.8,      1.712448, , 
            8,      1.608892, ,             8,       1.56749, ,             8,      1.558135, ,             8,      1.892046, ,             8,      1.715303, , 
          8.2,       1.61042, ,           8.2,       1.56959, ,           8.2,      1.560599, ,           8.2,      1.896218, ,           8.2,      1.718601, , 

