Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
            1,     0.8620145, ,             1,     0.8164751, ,             1,     0.8055857, ,             1,      1.035563, ,             1,     0.9544965, , 
          1.2,     0.8569105, ,           1.2,     0.8120929, ,           1.2,     0.8013772, ,           1.2,      1.030694, ,           1.2,     0.9490505, , 
          1.4,     0.8522251, ,           1.4,     0.8081883, ,           1.4,     0.7976758, ,           1.4,      1.026529, ,           1.4,     0.9441114, , 
          1.6,     0.8479346, ,           1.6,     0.8046975, ,           1.6,     0.7945466, ,           1.6,      1.023066, ,           1.6,     0.9396673, , 
          1.8,     0.8440694, ,           1.8,     0.8017167, ,           1.8,     0.7918982, ,           1.8,      1.020362, ,           1.8,      0.935812, , 
            2,     0.8405236, ,             2,     0.7990704, ,             2,     0.7895769, ,             2,       1.01839, ,             2,      0.932381, , 
          2.2,     0.8373967, ,           2.2,     0.7967573, ,           2.2,     0.7875655, ,           2.2,      1.017285, ,           2.2,     0.9294532, , 
          2.4,     0.8345404, ,           2.4,     0.7947745, ,           2.4,     0.7858502, ,           2.4,       1.01713, ,           2.4,     0.9268639, , 
          2.6,     0.8319681, ,           2.6,     0.7931553, ,           2.6,      0.784572, ,           2.6,      1.018186, ,           2.6,      0.924767, , 
          2.8,     0.8296649, ,           2.8,     0.7918567, ,           2.8,      0.783626, ,           2.8,      1.020752, ,           2.8,     0.9231113, , 
            3,     0.8277574, ,             3,      0.790993, ,             3,     0.7830593, ,             3,      1.025184, ,             3,     0.9220234, , 
          3.2,     0.8261635, ,           3.2,     0.7904748, ,           3.2,     0.7828127, ,           3.2,      1.034685, ,           3.2,     0.9214797, , 
          3.4,     0.8248574, ,           3.4,     0.7902148, ,           3.4,     0.7828244, ,           3.4,      1.063293, ,           3.4,     0.9214786, , 
          3.6,     0.8239945, ,           3.6,     0.7902242, ,           3.6,     0.7830366, ,           3.6,      1.132031, ,           3.6,     0.9221754, , 
          3.8,     0.8242414, ,           3.8,     0.7905894, ,           3.8,      0.783559, ,           3.8,      1.141992, ,           3.8,     0.9237228, , 
            4,     0.8240007, ,             4,     0.7910734, ,             4,     0.7842553, ,             4,      1.149398, ,             4,     0.9265469, , 
          4.2,     0.8239234, ,           4.2,     0.7917289, ,           4.2,     0.7850908, ,           4.2,      1.156472, ,           4.2,     0.9317942, , 
          4.4,     0.8242665, ,           4.4,     0.7926602, ,           4.4,     0.7861652, ,           4.4,      1.167529, ,           4.4,     0.9540965, , 
          4.6,     0.8247179, ,           4.6,     0.7936905, ,           4.6,     0.7873317, ,           4.6,      1.181743, ,           4.6,     0.9917469, , 
          4.8,     0.8253765, ,           4.8,     0.7948369, ,           4.8,     0.7886089, ,           4.8,       1.18951, , , , , 
            5,     0.8272523, ,             5,     0.7963049, ,             5,     0.7901512, ,             5,       1.19775, , , , , 
          5.2,      0.829194, ,           5.2,     0.7978504, ,           5.2,     0.7917572, ,           5.2,      1.206111, , , , , 
          5.4,      0.831181, ,           5.4,      0.799451, ,           5.4,     0.7934226, ,           5.4,      1.214558, , , , , 
          5.6,     0.8333051, ,           5.6,     0.8011729, ,           5.6,     0.7951892, ,           5.6,      1.264308, , , , , 
          5.8,     0.8356118, ,           5.8,     0.8030258, ,           5.8,     0.7970669, ,           5.8,      1.275809, , , , , 
, , ,             6,     0.8049472, ,             6,     0.7990075, , , , , , , , 
, , ,           6.2,     0.8073785, ,           6.2,     0.8013858, , , , , , , , 
, , ,           6.4,     0.8098563, ,           6.4,     0.8037868, , , , , , , , 
, , ,           6.6,     0.8123441, ,           6.6,     0.8061994, , , , , , , , 
, , ,           6.8,     0.8148444, ,           6.8,     0.8086258, , , , , , , , 
, , ,             7,     0.8174004, ,             7,     0.8111105, , , , , , , , 
, , ,           7.2,     0.8200387, ,           7.2,     0.8136641, , , , , , , , 

