Alpha,T1-15.8 m/s-VLM2, , 
            1,      1.428819, , 
          1.2,      1.416492, , 
          1.4,      1.405225, , 
          1.6,      1.395001, , 
          1.8,      1.385796, , 
            2,      1.377533, , 
          2.2,      1.370121, , 
          2.4,      1.363449, , 
          2.6,      1.357492, , 
          2.8,      1.352176, , 
            3,      1.347437, , 
          3.2,      1.343229, , 
          3.4,      1.339505, , 
          3.6,      1.336228, , 
          3.8,       1.33336, , 
            4,      1.330869, , 
          4.2,      1.328734, , 
          4.4,      1.326942, , 
          4.6,      1.325463, , 
          4.8,       1.32428, , 
            5,      1.323362, , 
          5.2,      1.322709, , 
          5.4,      1.322311, , 
          5.6,      1.322129, , 
          5.8,      1.322156, , 
            6,      1.322393, , 
          6.2,      1.322854, , 
          6.4,      1.323534, , 
          6.6,      1.324503, , 
          6.8,      1.325724, , 
            7,      1.327088, , 
          7.2,      1.328598, , 
          7.4,      1.330255, , 
          7.6,      1.332059, , 
          7.8,      1.334004, , 

