Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -2,      1.414472, ,            -2,      1.363168, ,            -2,      1.625402, , 
         -1.8,      1.405196, ,          -1.8,      1.353514, ,          -1.8,      1.617348, , 
         -1.6,      1.396573, ,          -1.6,      1.344474, ,          -1.6,      1.610062, , 
         -1.4,       1.38862, ,          -1.4,      1.336029, ,          -1.4,      1.603545, , 
         -1.2,      1.381311, ,          -1.2,      1.328138, ,          -1.2,      1.597748, , 
           -1,      1.374514, ,            -1,      1.320787, ,            -1,      1.592672, , 
         -0.8,      1.368299, ,          -0.8,      1.313951, ,          -0.8,      1.588334, , 
         -0.6,      1.362651, ,          -0.6,      1.307592, ,          -0.6,      1.584687, , 
         -0.4,      1.357632, ,          -0.4,      1.301698, ,          -0.4,       1.58175, , 
         -0.2,      1.353138, ,          -0.2,      1.296243, ,          -0.2,      1.579472, , 
            0,      1.349221, ,             0,      1.291238, ,             0,      1.577872, , 
          0.2,      1.345967, ,           0.2,      1.286659, ,           0.2,       1.57697, , 
          0.4,      1.343147, ,           0.4,      1.282472, ,           0.4,      1.576761, , 
          0.6,      1.340877, ,           0.6,      1.278664, ,           0.6,       1.57718, , 
          0.8,      1.339117, ,           0.8,      1.275202, ,           0.8,      1.578254, , 
            1,      1.337876, ,             1,      1.272121, ,             1,       1.58001, , 
          1.2,      1.337155, ,           1.2,      1.269393, ,           1.2,      1.582398, , 
          1.4,      1.336984, ,           1.4,      1.267001, ,           1.4,      1.585456, , 
          1.6,      1.337243, ,           1.6,      1.264964, ,           1.6,      1.589205, , 
          1.8,      1.338042, ,           1.8,      1.263354, ,           1.8,       1.59364, , 
            2,      1.339385, ,             2,      1.262163, ,             2,      1.598816, , 
          2.2,      1.341233, ,           2.2,      1.261336, ,           2.2,      1.604712, , 
          2.4,      1.343538, ,           2.4,      1.261043, ,           2.4,      1.611418, , 
          2.6,      1.346249, ,           2.6,      1.261254, ,           2.6,      1.619032, , 
          2.8,      1.349484, ,           2.8,      1.262007, ,           2.8,      1.627985, , 
            3,      1.353089, ,             3,      1.263302, ,             3,       1.63741, , 
          3.2,      1.357141, ,           3.2,      1.265112, ,           3.2,      1.647911, , 
          3.4,      1.361648, ,           3.4,      1.267464, ,           3.4,      1.659703, , 
          3.6,      1.366527, ,           3.6,      1.270487, ,           3.6,      1.673375, , 
          3.8,      1.371805, ,           3.8,      1.274139, ,           3.8,      1.688094, , 
            4,       1.37752, ,             4,      1.278675, ,             4,      1.702048, , 
          4.2,      1.383642, ,           4.2,      1.283953, ,           4.2,      1.715358, , 
          4.4,      1.390324, ,           4.4,      1.290348, ,           4.4,      1.727635, , 
          4.6,      1.397518, ,           4.6,      1.297718, ,           4.6,      1.739673, , 
          4.8,      1.405491, ,           4.8,      1.306529, ,           4.8,      1.751545, , 
            5,      1.414772, ,             5,      1.316292, ,             5,      1.766194, , 
          5.2,      1.424332, ,           5.2,      1.327486, , , , , 
          5.4,       1.43462, ,           5.4,      1.337854, , , , , 
, , ,           5.6,      1.348293, , , , , 
, , ,           5.8,      1.358955, , , , , 
, , ,             6,      1.370689, , , , , 
, , ,           6.2,      1.383437, , , , , 

