Alpha,T1-15.8 m/s-VLM2, , 
           -2,       1.11044, , 
         -1.8,      1.103471, , 
         -1.6,      1.097195, , 
         -1.4,      1.091544, , 
         -1.2,      1.086529, , 
           -1,      1.082144, , 
         -0.8,      1.078305, , 
         -0.6,      1.075139, , 
         -0.4,      1.072556, , 
         -0.2,      1.070665, , 
            0,      1.069384, , 
          0.2,      1.068722, , 
          0.4,      1.068726, , 
          0.6,      1.069405, , 
          0.8,      1.070691, , 
            1,      1.072579, , 
          1.2,      1.074966, , 
          1.4,      1.077949, , 
          1.6,      1.081473, , 
          1.8,      1.085609, , 
            2,      1.090182, , 
          2.2,      1.095296, , 
          2.4,       1.10097, , 
          2.6,      1.107191, , 
          2.8,      1.114031, , 
            3,      1.121718, , 
          3.2,      1.130626, , 
          3.4,      1.140745, , 
          3.6,      1.151217, , 

