Alpha,T1-15.8 m/s-VLM2, , 
           -1,      6.175537, , 
         -0.8,      5.626562, , 
         -0.6,      5.188812, , 
         -0.4,      4.858907, , 
         -0.2,      4.654493, , 
            0,       4.54097, , 
          0.2,      4.480379, , 
          0.4,      4.466113, , 
          0.6,      4.462461, , 
          0.8,      4.488038, , 
            1,      4.540177, , 
          1.2,      4.566499, , 
          1.4,      4.625056, , 
          1.6,      4.686644, , 
          1.8,       4.75339, , 
            2,      4.826466, , 
          2.2,      4.915233, , 
          2.4,      5.008265, , 
          2.6,      5.102438, , 
          2.8,      5.210011, , 
            3,      5.322953, , 
          3.2,      5.443438, , 
          3.4,      5.565051, , 
          3.6,      5.693791, , 
          3.8,      5.830624, , 
            4,      5.974745, , 
          4.2,      6.118144, , 
          4.4,      6.271301, , 
          4.6,       6.43161, , 
          4.8,      6.596973, , 
            5,      6.767719, , 
          5.2,      6.965747, , 
          5.4,      7.201316, , 
          5.6,      7.413708, , 
          5.8,      7.642594, , 

