Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.0920407, ,            -1,     0.0920407, ,            -1,     0.0920407, , 
         -0.8,     0.1022833, ,          -0.8,     0.1022833, ,          -0.8,     0.1022833, , 
         -0.6,     0.1125233, ,          -0.6,     0.1125233, ,          -0.6,     0.1125233, , 
         -0.4,     0.1227605, ,          -0.4,     0.1227605, ,          -0.4,     0.1227605, , 
         -0.2,     0.1329945, ,          -0.2,     0.1329945, ,          -0.2,     0.1329945, , 
            0,     0.1432248, ,             0,     0.1432248, ,             0,     0.1432248, , 
          0.2,     0.1534512, ,           0.2,     0.1534512, ,           0.2,     0.1534512, , 
          0.4,     0.1636732, ,           0.4,     0.1636732, ,           0.4,     0.1636732, , 
          0.6,     0.1738906, ,           0.6,     0.1738906, ,           0.6,     0.1738906, , 
          0.8,     0.1841029, ,           0.8,     0.1841029, ,           0.8,     0.1841029, , 
            1,     0.1943098, ,             1,     0.1943098, ,             1,     0.1943098, , 
          1.2,     0.2045109, ,           1.2,     0.2045109, ,           1.2,     0.2045109, , 
          1.4,     0.2147058, ,           1.4,     0.2147058, ,           1.4,     0.2147058, , 
          1.6,     0.2248943, ,           1.6,     0.2248943, ,           1.6,     0.2248943, , 
          1.8,      0.235076, ,           1.8,      0.235076, ,           1.8,      0.235076, , 
            2,     0.2452504, ,             2,     0.2452504, ,             2,     0.2452504, , 
          2.2,     0.2554172, ,           2.2,     0.2554172, ,           2.2,     0.2554172, , 
          2.4,     0.2655761, ,           2.4,     0.2655761, ,           2.4,     0.2655761, , 
          2.6,     0.2757267, ,           2.6,     0.2757267, ,           2.6,     0.2757267, , 
          2.8,     0.2858687, ,           2.8,     0.2858687, ,           2.8,     0.2858687, , 
            3,     0.2960017, ,             3,     0.2960017, ,             3,     0.2960017, , 
          3.2,     0.3061253, ,           3.2,     0.3061253, ,           3.2,     0.3061253, , 
          3.4,     0.3162392, ,           3.4,     0.3162392, ,           3.4,     0.3162392, , 
          3.6,     0.3263431, ,           3.6,     0.3263431, ,           3.6,     0.3263431, , 
          3.8,     0.3364365, ,           3.8,     0.3364365, ,           3.8,     0.3364365, , 
            4,     0.3465192, ,             4,     0.3465192, ,             4,     0.3465192, , 
          4.2,     0.3565908, ,           4.2,     0.3565908, ,           4.2,     0.3565908, , 
          4.4,     0.3666509, ,           4.4,     0.3666509, ,           4.4,     0.3666509, , 
          4.6,     0.3766992, ,           4.6,     0.3766992, ,           4.6,     0.3766992, , 
          4.8,     0.3867353, ,           4.8,     0.3867353, ,           4.8,     0.3867353, , 
            5,     0.3967589, ,             5,     0.3967589, ,             5,     0.3967589, , 
          5.2,     0.4067697, ,           5.2,     0.4067697, ,           5.2,     0.4067697, , 
          5.4,     0.4167672, ,           5.4,     0.4167672, ,           5.4,     0.4167672, , 
          5.6,     0.4267512, ,           5.6,     0.4267512, ,           5.6,     0.4267512, , 
          5.8,     0.4367213, ,           5.8,     0.4367213, ,           5.8,     0.4367213, , 
            6,     0.4466772, ,             6,     0.4466772, ,             6,     0.4466772, , 
          6.2,     0.4566185, ,           6.2,     0.4566185, ,           6.2,     0.4566185, , 
          6.4,     0.4665449, ,           6.4,     0.4665449, ,           6.4,     0.4665449, , 
          6.6,     0.4764561, ,           6.6,     0.4764561, ,           6.6,     0.4764561, , 
          6.8,     0.4863517, ,           6.8,     0.4863517, ,           6.8,     0.4863517, , 
            7,     0.4962313, ,             7,     0.4962313, ,             7,     0.4962313, , 
          7.2,     0.5060947, ,           7.2,     0.5060947, ,           7.2,     0.5060947, , 
          7.4,     0.5159415, ,           7.4,     0.5159415, ,           7.4,     0.5159415, , 
          7.6,     0.5257714, ,           7.6,     0.5257714, ,           7.6,     0.5257714, , 
          7.8,      0.535584, ,           7.8,      0.535584, ,           7.8,      0.535584, , 
            8,      0.545379, ,             8,      0.545379, ,             8,      0.545379, , 
          8.2,     0.5551561, ,           8.2,     0.5551561, ,           8.2,     0.5551561, , 
          8.4,      0.564915, ,           8.4,      0.564915, ,           8.4,      0.564915, , 
          8.6,     0.5746554, ,           8.6,     0.5746554, ,           8.6,     0.5746554, , 
          8.8,     0.5843768, ,           8.8,     0.5843768, ,           8.8,     0.5843768, , 
            9,     0.5940791, ,             9,     0.5940791, , , , , 

