Alpha,T1-15.8 m/s-VLM2, , 
           -1,      9.650825, , 
         -0.8,      8.846239, , 
         -0.6,      8.197356, , 
         -0.4,       7.66652, , 
         -0.2,      7.227134, , 
            0,      6.860099, , 
          0.2,      6.551332, , 
          0.4,      6.290068, , 
          0.6,      6.069598, , 
          0.8,       5.90344, , 
            1,      5.786405, , 
          1.2,      5.712608, , 
          1.4,      5.668507, , 
          1.6,      5.647613, , 
          1.8,      5.651276, , 
            2,      5.671932, , 
          2.2,      5.699675, , 
          2.4,      5.732733, , 
          2.6,      5.781343, , 
          2.8,      5.864598, , 
            3,      5.903737, , 
          3.2,      5.960342, , 
          3.4,      6.031295, , 
          3.6,      6.105601, , 
          3.8,       6.18128, , 
            4,       6.25973, , 
          4.2,      6.342442, , 
          4.4,      6.432654, , 
          4.6,      6.515962, , 
          4.8,      6.608778, , 
            5,       6.70931, , 
          5.2,      6.804495, , 
          5.4,      6.904398, , 
          5.6,      7.004938, , 
          5.8,      7.112104, , 
            6,      7.222658, , 
          6.2,      7.332104, , 
          6.4,      7.442567, , 
          6.6,      7.558068, , 
          6.8,      7.676846, , 
            7,      7.797377, , 
          7.2,      7.916109, , 
          7.4,      8.038659, , 
          7.6,       8.16457, , 
          7.8,       8.29315, , 
            8,      8.424087, , 
          8.2,      8.554413, , 
          8.4,      8.685969, , 
          8.6,      8.822041, , 
          8.8,      8.960204, , 
            9,      9.099359, , 
          9.2,      9.240498, , 
          9.4,      9.385904, , 
          9.6,      9.550223, , 
          9.8,      9.725216, , 
           10,      9.887263, , 
         10.2,      10.04672, , 
         10.4,      10.21729, , 

