Alpha,T1-15.8 m/s-VLM2, , 
           -3,      8.850877, , 
         -2.8,      8.798777, , 
         -2.6,      8.751277, , 
         -2.4,      8.708078, , 
         -2.2,      8.668986, , 
           -2,      8.633752, , 
         -1.8,      8.602217, , 
         -1.6,      8.574176, , 
         -1.4,      8.549426, , 
         -1.2,      8.527889, , 
           -1,      8.509296, , 
         -0.8,      8.493583, , 
         -0.6,      8.480541, , 
         -0.4,      8.470094, , 
         -0.2,      8.462071, , 
            0,      8.456375, , 
          0.2,      8.452907, , 
          0.4,      8.451573, , 
          0.6,      8.452319, , 
          0.8,      8.455044, , 
            1,       8.45974, , 
          1.2,      8.466329, , 
          1.4,      8.474785, , 
          1.6,      8.485072, , 
          1.8,      8.497098, , 
            2,       8.51089, , 
          2.2,      8.526419, , 
          2.4,      8.543599, , 
          2.6,      8.562426, , 
          2.8,      8.582841, , 
            3,      8.604854, , 
          3.2,      8.628394, , 
          3.4,      8.653448, , 
          3.6,      8.679964, , 
          3.8,      8.707897, , 
            4,      8.737189, , 
          4.2,      8.767799, , 
          4.4,      8.799695, , 
          4.6,       8.83278, , 
          4.8,      8.867041, , 
            5,      8.902404, , 
          5.2,      8.938813, , 
          5.4,      8.976193, , 
          5.6,      9.014462, , 
          5.8,      9.053624, , 
            6,      9.093606, , 
          6.2,      9.134381, , 
          6.4,      9.175929, , 
          6.6,      9.218211, , 
          6.8,      9.261207, , 
            7,      9.304889, , 
          7.2,      9.349241, , 
          7.4,      9.394235, , 
          7.6,      9.439887, , 
          7.8,      9.486176, , 
            8,      9.533105, , 
          8.2,      9.580647, , 
          8.4,      9.628814, , 
          8.6,      9.677573, , 
          8.8,      9.726894, , 
            9,      9.776852, , 
          9.2,      9.827405, , 
          9.4,      9.878546, , 
          9.6,      9.930262, , 
          9.8,      9.982602, , 
           10,      10.03564, , 

