Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,     0.6349947, ,            -3,     0.6349947, ,            -3,     0.6349947, , 
         -2.8,     0.6349147, ,          -2.8,     0.6349147, ,          -2.8,     0.6349147, , 
         -2.6,     0.6348258, ,          -2.6,     0.6348258, ,          -2.6,     0.6348258, , 
         -2.4,     0.6347288, ,          -2.4,     0.6347288, ,          -2.4,     0.6347288, , 
         -2.2,     0.6346239, ,          -2.2,     0.6346239, ,          -2.2,     0.6346239, , 
           -2,     0.6345116, ,            -2,     0.6345116, ,            -2,     0.6345116, , 
         -1.8,     0.6343925, ,          -1.8,     0.6343925, ,          -1.8,     0.6343925, , 
         -1.6,     0.6342667, ,          -1.6,     0.6342667, ,          -1.6,     0.6342667, , 
         -1.4,     0.6341347, ,          -1.4,     0.6341347, ,          -1.4,     0.6341347, , 
         -1.2,     0.6339968, ,          -1.2,     0.6339968, ,          -1.2,     0.6339968, , 
           -1,     0.6338534, ,            -1,     0.6338534, ,            -1,     0.6338534, , 
         -0.8,     0.6337046, ,          -0.8,     0.6337046, ,          -0.8,     0.6337046, , 
         -0.6,     0.6335509, ,          -0.6,     0.6335509, ,          -0.6,     0.6335509, , 
         -0.4,     0.6333923, ,          -0.4,     0.6333923, ,          -0.4,     0.6333923, , 
         -0.2,     0.6332293, ,          -0.2,     0.6332293, ,          -0.2,     0.6332293, , 
            0,     0.6330619, ,             0,     0.6330619, ,             0,     0.6330619, , 
          0.2,     0.6328905, ,           0.2,     0.6328905, ,           0.2,     0.6328905, , 
          0.4,     0.6327152, ,           0.4,     0.6327152, ,           0.4,     0.6327152, , 
          0.6,     0.6325362, ,           0.6,     0.6325362, ,           0.6,     0.6325362, , 
          0.8,     0.6323536, ,           0.8,     0.6323536, ,           0.8,     0.6323536, , 
            1,     0.6321678, ,             1,     0.6321678, ,             1,     0.6321678, , 
          1.2,     0.6319788, ,           1.2,     0.6319788, ,           1.2,     0.6319788, , 
          1.4,     0.6317867, ,           1.4,     0.6317867, ,           1.4,     0.6317867, , 
          1.6,     0.6315918, ,           1.6,     0.6315918, ,           1.6,     0.6315918, , 
          1.8,     0.6313942, ,           1.8,     0.6313942, ,           1.8,     0.6313942, , 
            2,      0.631194, ,             2,      0.631194, ,             2,      0.631194, , 
          2.2,     0.6309913, ,           2.2,     0.6309913, ,           2.2,     0.6309913, , 
          2.4,     0.6307862, ,           2.4,     0.6307862, ,           2.4,     0.6307862, , 
          2.6,     0.6305789, ,           2.6,     0.6305789, ,           2.6,     0.6305789, , 
          2.8,     0.6303695, ,           2.8,     0.6303695, ,           2.8,     0.6303695, , 
            3,     0.6301581, ,             3,     0.6301581, ,             3,     0.6301581, , 
          3.2,     0.6299448, ,           3.2,     0.6299448, ,           3.2,     0.6299448, , 
          3.4,     0.6297297, ,           3.4,     0.6297297, ,           3.4,     0.6297297, , 
          3.6,     0.6295129, ,           3.6,     0.6295129, ,           3.6,     0.6295129, , 
          3.8,     0.6292944, ,           3.8,     0.6292944, ,           3.8,     0.6292944, , 
            4,     0.6290744, ,             4,     0.6290744, ,             4,     0.6290744, , 
          4.2,      0.628853, ,           4.2,      0.628853, ,           4.2,      0.628853, , 
          4.4,     0.6286302, ,           4.4,     0.6286302, ,           4.4,     0.6286302, , 
          4.6,     0.6284061, ,           4.6,     0.6284061, ,           4.6,     0.6284061, , 
          4.8,     0.6281808, ,           4.8,     0.6281808, ,           4.8,     0.6281808, , 
            5,     0.6279544, ,             5,     0.6279544, ,             5,     0.6279544, , 
          5.2,      0.627727, ,           5.2,      0.627727, ,           5.2,      0.627727, , 
          5.4,     0.6274985, ,           5.4,     0.6274985, ,           5.4,     0.6274985, , 
          5.6,     0.6272691, ,           5.6,     0.6272691, ,           5.6,     0.6272691, , 
          5.8,     0.6270389, ,           5.8,     0.6270389, ,           5.8,     0.6270389, , 
            6,     0.6268079, ,             6,     0.6268079, ,             6,     0.6268079, , 
          6.2,     0.6265762, ,           6.2,     0.6265762, ,           6.2,     0.6265762, , 
          6.4,     0.6263439, ,           6.4,     0.6263439, ,           6.4,     0.6263439, , 
          6.6,     0.6261109, ,           6.6,     0.6261109, ,           6.6,     0.6261109, , 
          6.8,     0.6258774, ,           6.8,     0.6258774, ,           6.8,     0.6258774, , 
            7,     0.6256434, ,             7,     0.6256434, ,             7,     0.6256434, , 
          7.2,     0.6254091, ,           7.2,     0.6254091, ,           7.2,     0.6254091, , 
          7.4,     0.6251743, ,           7.4,     0.6251743, , , , , 
          7.6,     0.6249393, ,           7.6,     0.6249393, , , , , 

