Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,      6.639254, ,            -3,      6.511933, ,            -3,       7.17549, , 
         -2.8,      6.595504, ,          -2.8,      6.467753, ,          -2.8,       7.13895, , 
         -2.6,      6.555577, ,          -2.6,      6.427493, ,          -2.6,      7.106503, , 
         -2.4,      6.519334, ,          -2.4,       6.39113, ,          -2.4,       7.07809, , 
         -2.2,      6.486494, ,          -2.2,      6.357545, ,          -2.2,      7.053487, , 
           -2,      6.456912, ,            -2,      6.326125, ,            -2,      7.032569, , 
         -1.8,      6.430439, ,          -1.8,      6.297665, ,          -1.8,      7.015184, , 
         -1.6,      6.406968, ,          -1.6,      6.272005, ,          -1.6,       7.00129, , 
         -1.4,      6.386409, ,          -1.4,      6.249706, ,          -1.4,      6.990778, , 
         -1.2,      6.368657, ,          -1.2,      6.229924, ,          -1.2,      6.983619, , 
           -1,      6.353653, ,            -1,      6.212529, ,            -1,      6.979683, , 
         -0.8,      6.341341, ,          -0.8,      6.197466, ,          -0.8,      6.978927, , 
         -0.6,      6.331674, ,          -0.6,        6.1847, ,          -0.6,      6.981234, , 
         -0.4,      6.324666, ,          -0.4,      6.174173, ,          -0.4,      6.986576, , 
         -0.2,      6.320195, ,          -0.2,      6.165904, ,          -0.2,      6.994818, , 
            0,      6.318283, ,             0,      6.160078, ,             0,      7.005985, , 
          0.2,      6.318823, ,           0.2,      6.156614, ,           0.2,      7.019908, , 
          0.4,      6.321832, ,           0.4,      6.155617, ,           0.4,      7.036626, , 
          0.6,      6.327187, ,           0.6,      6.157093, ,           0.6,       7.05602, , 
          0.8,      6.334868, ,           0.8,       6.16109, ,           0.8,      7.078033, , 
            1,      6.344749, ,             1,      6.167521, ,             1,       7.10254, , 
          1.2,      6.356727, ,           1.2,      6.176341, ,           1.2,      7.129571, , 
          1.4,      6.370685, ,           1.4,      6.187379, ,           1.4,      7.159152, , 
          1.6,      6.386583, ,           1.6,      6.200484, ,           1.6,      7.191408, , 
          1.8,      6.404286, ,           1.8,      6.215497, ,           1.8,      7.226246, , 
            2,      6.423657, ,             2,      6.232313, ,             2,      7.263853, , 
          2.2,      6.444529, ,           2.2,      6.250705, ,           2.2,      7.304312, , 
          2.4,      6.466873, ,           2.4,      6.270567, ,           2.4,       7.34782, , 
          2.6,      6.490568, ,           2.6,      6.291789, ,           2.6,      7.394324, , 
          2.8,      6.515603, ,           2.8,       6.31433, ,           2.8,      7.444312, , 
            3,      6.541907, ,             3,      6.338037, ,             3,      7.497846, , 
          3.2,      6.569449, ,           3.2,      6.362808, ,           3.2,      7.555586, , 
          3.4,      6.598176, ,           3.4,      6.388558, ,           3.4,      7.617742, , 
          3.6,      6.628067, ,           3.6,      6.415226, ,           3.6,      7.685035, , 
          3.8,      6.659142, ,           3.8,      6.442774, ,           3.8,      7.758198, , 
            4,      6.691379, ,             4,      6.471192, ,             4,      7.838574, , 
          4.2,      6.724811, ,           4.2,      6.500499, ,           4.2,      7.927614, , 
          4.4,       6.75941, ,           4.4,      6.530725, ,           4.4,      8.026746, , 
          4.6,      6.795158, ,           4.6,      6.561846, ,           4.6,      8.138282, , 
          4.8,      6.832055, ,           4.8,      6.593766, ,           4.8,      8.264757, , 
            5,      6.870185, ,             5,      6.626538, ,             5,      8.407948, , 
          5.2,      6.909507, ,           5.2,      6.660248, ,           5.2,      8.569707, , 
          5.4,      6.950081, ,           5.4,      6.694924, ,           5.4,      8.749156, , 
          5.6,      6.992099, ,           5.6,      6.730537, ,           5.6,      8.944454, , 
          5.8,      7.035525, ,           5.8,      6.767141, ,           5.8,      9.154197, , 
            6,      7.080441, ,             6,      6.804745, ,             6,      9.378395, , 
          6.2,      7.126967, ,           6.2,      6.843459, ,           6.2,      9.619911, , 
          6.4,      7.175465, ,           6.4,      6.883324, ,           6.4,      9.870715, , 
          6.6,      7.226121, ,           6.6,      6.924418, ,           6.6,      10.14653, , 
          6.8,      7.279387, ,           6.8,      6.966765, ,           6.8,      10.68938, , 
            7,      7.335875, ,             7,      7.010408, ,             7,      11.16516, , 
          7.2,        7.3969, ,           7.2,      7.055451, ,           7.2,      11.55239, , 
          7.4,      7.464505, ,           7.4,      7.102104, , , , , 
          7.6,      7.572413, ,           7.6,      7.150395, , , , , 

