Alpha,T1-15.8 m/s-VLM2, , 
           -2,      4.447227, , 
         -1.8,      4.303705, , 
         -1.6,      4.184974, , 
         -1.4,      4.084444, , 
         -1.2,      3.999502, , 
           -1,      3.930012, , 
         -0.8,      3.874943, , 
         -0.6,      3.832665, , 
         -0.4,      3.802576, , 
         -0.2,       3.78102, , 
            0,      3.766581, , 
          0.2,      3.758201, , 
          0.4,      3.755552, , 
          0.6,      3.757303, , 
          0.8,      3.762568, , 
            1,      3.770896, , 
          1.2,      3.781989, , 
          1.4,      3.795542, , 
          1.6,      3.811373, , 
          1.8,      3.829305, , 
            2,      3.849163, , 
          2.2,      3.870821, , 
          2.4,      3.894129, , 
          2.6,      3.918967, , 
          2.8,      3.945237, , 
            3,       3.97284, , 
          3.2,      4.001693, , 
          3.4,      4.031736, , 
          3.6,      4.062898, , 
          3.8,      4.095127, , 
            4,      4.128361, , 
          4.2,      4.162547, , 
          4.4,      4.197635, , 
          4.6,      4.233585, , 
          4.8,      4.270401, , 

