Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.1605784, ,            -1,     0.1605784, ,            -1,     0.1605784, , 
         -0.8,     0.1758992, ,          -0.8,     0.1758992, ,          -0.8,     0.1758992, , 
         -0.6,     0.1912165, ,          -0.6,     0.1912165, ,          -0.6,     0.1912165, , 
         -0.4,       0.20653, ,          -0.4,       0.20653, ,          -0.4,       0.20653, , 
         -0.2,     0.2218391, ,          -0.2,     0.2218391, ,          -0.2,     0.2218391, , 
            0,     0.2371435, ,             0,     0.2371435, ,             0,     0.2371435, , 
          0.2,     0.2524428, ,           0.2,     0.2524428, ,           0.2,     0.2524428, , 
          0.4,     0.2677367, ,           0.4,     0.2677367, ,           0.4,     0.2677367, , 
          0.6,     0.2830246, ,           0.6,     0.2830246, ,           0.6,     0.2830246, , 
          0.8,     0.2983063, ,           0.8,     0.2983063, ,           0.8,     0.2983063, , 
            1,     0.3135813, ,             1,     0.3135813, ,             1,     0.3135813, , 
          1.2,     0.3288493, ,           1.2,     0.3288493, ,           1.2,     0.3288493, , 
          1.4,     0.3441097, ,           1.4,     0.3441097, ,           1.4,     0.3441097, , 
          1.6,     0.3593623, ,           1.6,     0.3593623, ,           1.6,     0.3593623, , 
          1.8,     0.3746066, ,           1.8,     0.3746066, ,           1.8,     0.3746066, , 
            2,     0.3898423, ,             2,     0.3898423, ,             2,     0.3898423, , 
          2.2,     0.4050689, ,           2.2,     0.4050689, ,           2.2,     0.4050689, , 
          2.4,      0.420286, ,           2.4,      0.420286, ,           2.4,      0.420286, , 
          2.6,     0.4354934, ,           2.6,     0.4354934, ,           2.6,     0.4354934, , 
          2.8,     0.4506904, ,           2.8,     0.4506904, ,           2.8,     0.4506904, , 
            3,     0.4658769, ,             3,     0.4658769, ,             3,     0.4658769, , 
          3.2,     0.4810524, ,           3.2,     0.4810524, ,           3.2,     0.4810524, , 
          3.4,     0.4962164, ,           3.4,     0.4962164, ,           3.4,     0.4962164, , 
          3.6,     0.5113686, ,           3.6,     0.5113686, ,           3.6,     0.5113686, , 
          3.8,     0.5265087, ,           3.8,     0.5265087, ,           3.8,     0.5265087, , 

