Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      8.378102, ,            -1,      9.376275, ,            -1,      10.07944, ,            -1,      10.45784, ,            -1,      10.73153, ,            -1,      10.84453, ,            -1,      5.791716, ,            -1,      6.402726, ,            -1,       7.46156, , 
         -0.8,      9.017936, ,          -0.8,      10.07358, ,          -0.8,      10.81595, ,          -0.8,      11.21496, ,          -0.8,      11.50304, ,          -0.8,      11.62185, ,          -0.8,       6.26105, ,          -0.8,       6.91453, ,          -0.8,      8.043664, , 
         -0.6,      9.622043, ,          -0.6,      10.72759, ,          -0.6,      11.50364, ,          -0.6,       11.9203, ,          -0.6,      12.22066, ,          -0.6,      12.34435, ,          -0.6,      6.710707, ,          -0.6,      7.403213, ,          -0.6,      8.596098, , 
         -0.4,      10.18948, ,          -0.4,      11.33749, ,          -0.4,      12.14203, ,          -0.4,      12.57351, ,          -0.4,      12.88416, ,          -0.4,       13.0119, ,          -0.4,      7.139523, ,          -0.4,      7.867547, ,          -0.4,      9.117858, , 
         -0.2,      10.71925, ,          -0.2,      11.90252, ,          -0.2,      12.73047, ,          -0.2,      13.17396, ,          -0.2,      13.49292, ,          -0.2,      13.62392, ,          -0.2,      7.546439, ,          -0.2,       8.30658, ,          -0.2,      9.607982, , 
            0,       11.2107, ,             0,      12.42246, ,             0,      13.26911, ,             0,      13.72209, ,             0,      14.04741, ,             0,      14.18084, ,             0,      7.930305, ,             0,      8.719092, ,             0,      10.06527, , 
          0.2,       11.6621, ,           0.2,      12.88894, ,           0.2,      13.72874, ,           0.2,      14.16589, ,           0.2,       14.4759, ,           0.2,      14.60513, ,           0.2,      8.289565, ,           0.2,      9.103432, ,           0.2,      10.48849, , 
          0.4,      12.03521, ,           0.4,      13.21077, ,           0.4,      13.97295, ,           0.4,      14.39115, ,           0.4,      14.67432, ,           0.4,      14.78368, ,           0.4,       8.62197, ,           0.4,      9.456169, ,           0.4,       10.8665, , 
          0.6,      12.27276, ,           0.6,      13.36846, ,           0.6,      14.10174, ,           0.6,      14.50283, ,           0.6,      14.72665, ,           0.6,      14.79962, ,           0.6,      8.919928, ,           0.6,      9.760808, ,           0.6,       11.1439, , 
          0.8,      12.41349, ,           0.8,      13.39355, ,           0.8,      14.12764, ,           0.8,      14.49351, ,           0.8,        14.652, ,           0.8,      14.68802, ,           0.8,      9.164004, ,           0.8,      9.985037, ,           0.8,       11.3252, , 
            1,      12.46653, ,             1,       13.3437, ,             1,      14.04968, ,             1,      14.40797, ,             1,      14.55904, ,             1,      14.58506, ,             1,      9.343173, ,             1,       10.1377, ,             1,      11.43722, , 
          1.2,      12.44269, ,           1.2,      13.20791, ,           1.2,      13.89397, ,           1.2,      14.24769, ,           1.2,      14.43341, ,           1.2,      14.48845, ,           1.2,      9.465901, ,           1.2,      10.23681, ,           1.2,      11.48756, , 
          1.4,       12.3289, ,           1.4,      13.01537, ,           1.4,       13.6528, ,           1.4,      14.00785, ,           1.4,      14.20528, ,           1.4,      14.27002, ,           1.4,      9.544529, ,           1.4,      10.28947, ,           1.4,      11.48807, , 
          1.6,      12.14487, ,           1.6,      12.92393, ,           1.6,      13.40584, ,           1.6,      13.72921, ,           1.6,      13.94317, ,           1.6,      14.01909, ,           1.6,      9.587418, ,           1.6,       10.3045, ,           1.6,      11.44514, , 
          1.8,      12.04443, ,           1.8,      12.76078, ,           1.8,      13.24358, ,           1.8,      13.52252, ,           1.8,      13.68102, ,           1.8,      13.71727, ,           1.8,      9.600018, ,           1.8,      10.28936, ,           1.8,      11.36713, , 
            2,      11.92095, ,             2,      12.47674, ,             2,      12.98493, ,             2,      13.25419, ,             2,       13.3938, ,             2,      13.43456, ,             2,      9.589531, ,             2,      10.25195, ,             2,      11.26763, , 
          2.2,       11.7762, ,           2.2,      12.33419, ,           2.2,      12.74377, ,           2.2,      12.97356, ,           2.2,      13.11322, ,           2.2,      13.15764, ,           2.2,      9.561666, ,           2.2,      10.20028, ,           2.2,      11.15006, , 
          2.4,      11.58775, ,           2.4,      12.11163, ,           2.4,      12.49174, ,           2.4,      12.70493, ,           2.4,      12.83677, ,           2.4,      12.88176, ,           2.4,      9.520705, ,           2.4,      10.13691, ,           2.4,      11.01751, , 
          2.6,      11.40558, ,           2.6,      11.88692, ,           2.6,      12.24875, ,           2.6,      12.44026, ,           2.6,      12.56019, ,           2.6,      12.60368, ,           2.6,      9.468715, ,           2.6,      10.06141, ,           2.6,      10.87515, , 
          2.8,      11.21881, ,           2.8,      11.66824, ,           2.8,      11.99635, ,           2.8,      12.17241, ,           2.8,      12.27864, ,           2.8,       12.3148, ,           2.8,      9.405891, ,           2.8,      9.972112, ,           2.8,      10.72514, , 
            3,      11.02248, ,             3,      11.44795, ,             3,      11.73759, ,             3,      11.90083, ,             3,      12.00774, ,             3,      12.04664, ,             3,      9.333512, ,             3,      9.871759, ,             3,      10.56895, , 
          3.2,      10.83212, ,           3.2,      11.22584, ,           3.2,      11.49861, ,           3.2,       11.6444, ,           3.2,      11.73902, ,           3.2,      11.77402, ,           3.2,      9.252946, ,           3.2,      9.762055, ,           3.2,      10.40613, , 
          3.4,      10.63592, ,           3.4,      10.98819, ,           3.4,      11.24216, ,           3.4,      11.37925, ,           3.4,      11.47034, ,           3.4,      11.50172, ,           3.4,       9.16486, ,           3.4,      9.643047, ,           3.4,      10.23756, , 
          3.6,      10.42926, ,           3.6,      10.74764, ,           3.6,      10.98732, ,           3.6,      11.11499, ,           3.6,      11.19534, ,           3.6,      11.22695, ,           3.6,      9.069214, ,           3.6,      9.515387, ,           3.6,      10.06498, , 
          3.8,      10.22358, ,           3.8,      10.53904, ,           3.8,      10.73737, ,           3.8,      10.84971, ,           3.8,      10.93951, ,           3.8,      10.98148, ,           3.8,      8.965969, ,           3.8,      9.380337, ,           3.8,      9.888811, , 
            4,      10.01765, ,             4,      10.30793, ,             4,      10.49443, ,             4,      10.59689, ,             4,      10.69271, ,             4,      10.74386, ,             4,      8.855382, ,             4,        9.2391, ,             4,       9.70955, , 
          4.2,      9.815363, ,           4.2,      10.07742, ,           4.2,      10.25267, ,           4.2,       10.3532, ,           4.2,       10.4302, ,           4.2,      10.45957, ,           4.2,      8.737899, ,           4.2,      9.092829, ,           4.2,      9.527698, , 
          4.4,      9.610855, ,           4.4,      9.843771, ,           4.4,      10.01041, ,           4.4,      10.12081, ,           4.4,      10.08402, ,           4.4,      9.994584, ,           4.4,      8.614712, ,           4.4,      8.941903, ,           4.4,      9.343411, , 
          4.6,      9.406665, ,           4.6,      9.620576, ,           4.6,      9.773806, ,           4.6,      9.881604, ,           4.6,      9.849631, ,           4.6,      9.763179, ,           4.6,      8.486316, ,           4.6,      8.786792, ,           4.6,      9.157748, , 

