Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      5.446872, ,            -1,      4.880685, ,            -1,      4.755434, ,            -1,      7.973778, ,            -1,      6.845861, , 
         -0.8,      5.061711, ,          -0.8,      4.542613, ,          -0.8,      4.427771, ,          -0.8,       7.37975, ,          -0.8,      6.344163, , 
         -0.6,       4.74575, ,          -0.6,      4.265995, ,          -0.6,      4.159808, ,          -0.6,      6.888902, ,          -0.6,      5.930522, , 
         -0.4,      4.483851, ,          -0.4,      4.037299, ,          -0.4,      3.938393, ,          -0.4,      6.479124, ,          -0.4,      5.585962, , 
         -0.2,      4.265157, ,          -0.2,      3.847041, ,          -0.2,      3.755054, ,          -0.2,      6.134582, ,          -0.2,      5.296942, , 
            0,      4.094539, ,             0,      3.729025, ,             0,      3.650421, ,             0,      5.844123, ,             0,      5.054282, , 
          0.2,      4.002457, ,           0.2,      3.671069, ,           0.2,      3.605808, ,           0.2,      5.604186, ,           0.2,       4.86818, , 
          0.4,      3.973286, ,           0.4,      3.654023, ,           0.4,      3.609043, ,           0.4,       5.42835, ,           0.4,      4.754399, , 
          0.6,      3.976939, ,           0.6,      3.666327, ,           0.6,      3.630874, ,           0.6,       5.31596, ,           0.6,       4.68428, , 
          0.8,      4.012937, ,           0.8,      3.703258, ,           0.8,      3.653776, ,           0.8,      5.244391, ,           0.8,      4.647964, , 
            1,      4.076496, ,             1,      3.765334, ,             1,      3.709949, ,             1,      5.204371, ,             1,      4.639069, , 
          1.2,      4.100637, ,           1.2,      3.852699, ,           1.2,      3.789284, ,           1.2,      5.188767, ,           1.2,      4.652084, , 
          1.4,      4.157701, ,           1.4,      3.913965, ,           1.4,      3.864199, ,           1.4,      5.191871, ,           1.4,      4.682138, , 
          1.6,      4.252974, ,           1.6,      3.997645, ,           1.6,      3.953622, ,           1.6,      5.207305, ,           1.6,      4.725991, , 
          1.8,      4.310469, ,           1.8,      4.090731, ,           1.8,      4.044524, ,           1.8,      5.232335, ,           1.8,      4.778801, , 
            2,      4.394537, ,             2,      4.184345, ,             2,      4.141521, ,             2,      5.264866, ,             2,      4.838639, , 
          2.2,      4.482514, ,           2.2,      4.281379, ,           2.2,      4.238498, ,           2.2,      5.305267, ,           2.2,      4.905813, , 
          2.4,      4.572535, ,           2.4,      4.381911, ,           2.4,      4.339897, ,           2.4,      5.355457, ,           2.4,      4.980143, , 
          2.6,       4.67529, ,           2.6,      4.490688, ,           2.6,      4.451521, ,           2.6,      5.414358, ,           2.6,      5.060759, , 
          2.8,      4.776549, ,           2.8,      4.608002, ,           2.8,      4.570541, ,           2.8,      5.482047, ,           2.8,      5.147795, , 
            3,       4.88243, ,             3,      4.725382, ,             3,      4.687978, ,             3,      5.558256, ,             3,      5.241894, , 
          3.2,      5.002411, ,           3.2,      4.847074, ,           3.2,      4.805316, ,           3.2,      5.642901, ,           3.2,      5.343222, , 
          3.4,      5.132174, ,           3.4,      4.977163, ,           3.4,       4.92978, ,           3.4,      5.735989, ,           3.4,       5.45135, , 
          3.6,      5.254549, ,           3.6,       5.10734, ,           3.6,      5.077692, ,           3.6,      5.837327, ,           3.6,       5.56604, , 
          3.8,      5.389734, ,           3.8,      5.238156, ,           3.8,      5.271657, ,           3.8,      5.946656, ,           3.8,      5.687483, , 
            4,      5.529146, ,             4,      5.388561, ,             4,      5.397485, ,             4,      6.063875, ,             4,      5.815843, , 

