Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      6.883511, ,            -1,      7.671138, ,            -1,      5.484119, , 
         -0.8,      7.371913, ,          -0.8,      8.199186, ,          -0.8,      5.894341, , 
         -0.6,      7.830962, ,          -0.6,      8.692038, ,          -0.6,      6.284813, , 
         -0.4,      8.260102, ,          -0.4,       9.14919, ,          -0.4,      6.654893, , 
         -0.2,      8.659105, ,          -0.2,      9.570644, ,          -0.2,      7.004071, , 
            0,      9.028086, ,             0,      9.956773, ,             0,      7.332064, , 
          0.2,      9.367308, ,           0.2,      10.30823, ,           0.2,      7.638796, , 
          0.4,      9.677383, ,           0.4,      10.62605, ,           0.4,      7.924404, , 
          0.6,      9.959031, ,           0.6,      10.91127, ,           0.6,       8.18909, , 
          0.8,      10.21312, ,           0.8,       11.1653, ,           0.8,      8.433048, , 
            1,      10.44055, ,             1,      11.38941, ,             1,      8.656503, , 
          1.2,      10.64234, ,           1.2,       11.5844, ,           1.2,      8.859836, , 
          1.4,      10.80831, ,           1.4,      11.69342, ,           1.4,      9.043013, , 
          1.6,      10.90496, ,           1.6,      11.73897, ,           1.6,      9.201206, , 
          1.8,      10.94645, ,           1.8,      11.74239, ,           1.8,      9.318328, , 
            2,      10.93182, ,             2,      11.70038, ,             2,      9.392534, , 
          2.2,      10.88278, ,           2.2,      11.62176, ,           2.2,      9.436436, , 
          2.4,      10.80804, ,           2.4,      11.52406, ,           2.4,      9.454086, , 
          2.6,      10.70547, ,           2.6,      11.39794, ,           2.6,      9.447714, , 
          2.8,      10.57211, ,           2.8,      11.25012, ,           2.8,       9.42133, , 
            3,      10.43696, ,             3,      11.07884, ,             3,      9.377938, , 
          3.2,       10.3411, ,           3.2,      10.89143, ,           3.2,      9.319181, , 
          3.4,      10.22657, ,           3.4,      10.73555, ,           3.4,      9.248686, , 
          3.6,      10.08834, ,           3.6,      10.57361, ,           3.6,      9.168612, , 
          3.8,      9.903193, ,           3.8,        10.405, ,           3.8,      9.080502, , 
            4,      9.794985, ,             4,      10.22664, ,             4,      8.987223, , 
          4.2,      9.653514, ,           4.2,      10.05172, ,           4.2,      8.890163, , 
          4.4,      9.504058, ,           4.4,       9.88398, ,           4.4,       8.79004, , 
          4.6,      9.364862, ,           4.6,      9.717142, ,           4.6,      8.687351, , 
          4.8,      9.222069, ,           4.8,      9.552173, ,           4.8,      8.582309, , 
            5,      9.082405, ,             5,      9.386728, ,             5,       8.47618, , 
          5.2,      8.934783, ,           5.2,      9.230608, ,           5.2,      8.368875, , 
          5.4,      8.803311, ,           5.4,      9.071782, ,           5.4,      8.260745, , 
          5.6,      8.656819, ,           5.6,      8.912279, ,           5.6,      8.151822, , 
          5.8,      8.516101, ,           5.8,      8.757217, ,           5.8,      8.042637, , 
            6,      8.387098, ,             6,      8.606146, ,             6,      7.933189, , 
          6.2,      8.251082, ,           6.2,      8.457463, ,           6.2,      7.823547, , 
          6.4,      8.112079, ,           6.4,      8.312419, ,           6.4,      7.713686, , 
          6.6,      7.978265, ,           6.6,        8.1677, ,           6.6,      7.604135, , 
          6.8,      7.851691, ,           6.8,      8.025658, ,           6.8,      7.495063, , 
            7,      7.720894, ,             7,      7.893109, ,             7,      7.386526, , 
          7.2,       7.59766, ,           7.2,      7.763321, ,           7.2,      7.278697, , 
          7.4,      7.471625, ,           7.4,      7.632881, ,           7.4,      7.171691, , 
          7.6,      7.348672, ,           7.6,      7.495312, ,           7.6,      7.065493, , 

