Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.6669089, , 
         -0.8,     0.6673903, , 
         -0.6,     0.6677771, , 
         -0.4,      0.668093, , 
         -0.2,     0.6683547, , 
            0,     0.6685739, , 
          0.2,     0.6687596, , 
          0.4,     0.6689184, , 
          0.6,     0.6690554, , 
          0.8,     0.6691745, , 
            1,      0.669279, , 
          1.2,     0.6693714, , 
          1.4,     0.6694536, , 
          1.6,     0.6695275, , 
          1.8,     0.6695943, , 
            2,     0.6696552, , 
          2.2,     0.6697113, , 
          2.4,     0.6697633, , 
          2.6,     0.6698119, , 
          2.8,     0.6698577, , 
            3,     0.6699013, , 
          3.2,     0.6699432, , 
          3.4,     0.6699836, , 
          3.6,      0.670023, , 
          3.8,     0.6700616, , 

