Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      8.265802, ,            -1,      7.427125, ,            -1,      10.33405, , 
         -0.8,       7.72502, ,          -0.8,      6.953641, ,          -0.8,       9.62879, , 
         -0.6,      7.277184, ,          -0.6,        6.5629, ,          -0.6,      9.040757, , 
         -0.4,      6.902856, ,          -0.4,      6.237628, ,          -0.4,      8.545635, , 
         -0.2,      6.587642, ,          -0.2,      5.964972, ,          -0.2,       8.12544, , 
            0,      6.320628, ,             0,      5.735221, ,             0,      7.766494, , 
          0.2,       6.09349, ,           0.2,       5.54092, ,           0.2,      7.458217, , 
          0.4,      5.899647, ,           0.4,       5.37618, ,           0.4,      7.192278, , 
          0.6,      5.733929, ,           0.6,      5.236438, ,           0.6,      6.962129, , 
          0.8,      5.592193, ,           0.8,      5.117936, ,           0.8,      6.762616, , 
            1,      5.471125, ,             1,      5.017753, ,             1,      6.589605, , 
          1.2,      5.367996, ,           1.2,       4.93371, ,           1.2,      6.439659, , 
          1.4,      5.286036, ,           1.4,      4.887939, ,           1.4,      6.310279, , 
          1.6,      5.239449, ,           1.6,      4.869061, ,           1.6,      6.202641, , 
          1.8,      5.219702, ,           1.8,      4.867651, ,           1.8,      6.125276, , 
            2,      5.226645, ,             2,      4.885045, ,             2,      6.077247, , 
          2.2,      5.250066, ,           2.2,      4.917931, ,           2.2,      6.049184, , 
          2.4,       5.28617, ,           2.4,      4.959417, ,           2.4,      6.037974, , 
          2.6,      5.336525, ,           2.6,      5.014015, ,           2.6,      6.042016, , 
          2.8,      5.403445, ,           2.8,      5.079552, ,           2.8,      6.058811, , 
            3,      5.472993, ,             3,      5.157663, ,             3,      6.086635, , 
          3.2,      5.523412, ,           3.2,      5.245922, ,           3.2,       6.12472, , 
          3.4,      5.584884, ,           3.4,      5.321659, ,           3.4,      6.171045, , 
          3.6,      5.660911, ,           3.6,      5.402685, ,           3.6,      6.224519, , 
          3.8,      5.766042, ,           3.8,      5.489702, ,           3.8,      6.284436, , 
            4,      5.829305, ,             4,      5.584847, ,             4,      6.349132, , 
          4.2,      5.914131, ,           4.2,      5.681402, ,           4.2,      6.417875, , 
          4.4,      6.006459, ,           4.4,      5.777174, ,           4.4,      6.490357, , 
          4.6,       6.09507, ,           4.6,      5.875677, ,           4.6,       6.56641, , 
          4.8,      6.188718, ,           4.8,      5.976424, ,           4.8,      6.646064, , 
            5,      6.283129, ,             5,      6.080978, ,             5,       6.72852, , 
          5.2,      6.386089, ,           5.2,      6.183037, ,           5.2,      6.813986, , 
          5.4,      6.480656, ,           5.4,      6.290428, ,           5.4,      6.902324, , 
          5.6,      6.589366, ,           5.6,      6.402081, ,           5.6,      6.993644, , 
          5.8,      6.697266, ,           5.8,      6.514475, ,           5.8,      7.087629, , 
            6,      6.799321, ,             6,       6.62782, ,             6,      7.184397, , 
          6.2,      6.910329, ,           6.2,      6.743274, ,           6.2,      7.284008, , 
          6.4,      7.027566, ,           6.4,      6.859826, ,           6.4,      7.386611, , 
          6.6,      7.144227, ,           6.6,      6.980183, ,           6.6,      7.491828, , 
          6.8,      7.258177, ,           6.8,       7.10247, ,           6.8,      7.599587, , 
            7,      7.379792, ,             7,      7.220494, ,             7,      7.709921, , 
          7.2,       7.49814, ,           7.2,      7.339901, ,           7.2,      7.822735, , 
          7.4,      7.623147, ,           7.4,      7.463932, ,           7.4,      7.937977, , 
          7.6,      7.749156, ,           7.6,      7.599338, ,           7.6,      8.055734, , 

