Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.1499276, , 
         -0.8,     0.1641411, , 
         -0.6,     0.1783511, , 
         -0.4,     0.1925573, , 
         -0.2,     0.2067592, , 
            0,     0.2209564, , 
          0.2,     0.2351486, , 
          0.4,     0.2493353, , 
          0.6,     0.2635162, , 
          0.8,     0.2776908, , 
            1,     0.2918588, , 
          1.2,     0.3060197, , 
          1.4,     0.3201731, , 
          1.6,     0.3343187, , 
          1.8,     0.3484561, , 
            2,     0.3625848, , 
          2.2,     0.3767045, , 
          2.4,     0.3908147, , 
          2.6,     0.4049151, , 
          2.8,     0.4190053, , 
            3,     0.4330849, , 
          3.2,     0.4471535, , 
          3.4,     0.4612107, , 
          3.6,     0.4752561, , 
          3.8,     0.4892893, , 
            4,       0.50331, , 
          4.2,     0.5173177, , 

