Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      10.78101, ,            -1,       12.0434, ,            -1,      8.557317, , 
         -0.8,      11.61305, ,          -0.8,       12.9525, ,          -0.8,      9.244748, , 
         -0.6,      12.39732, ,          -0.6,      13.80486, ,          -0.6,       9.89916, , 
         -0.4,      13.13171, ,          -0.4,      14.59864, ,          -0.4,      10.51817, , 
         -0.2,      13.81344, ,          -0.2,       15.3234, ,          -0.2,      11.09945, , 
            0,      14.33736, ,             0,      15.71715, ,             0,      11.63424, , 
          0.2,      14.60267, ,           0.2,      15.92251, ,           0.2,      12.03977, , 
          0.4,      14.66399, ,           0.4,      15.95021, ,           0.4,      12.29946, , 
          0.6,      14.61001, ,           0.6,      15.85851, ,           0.6,      12.45648, , 
          0.8,      14.42594, ,           0.8,      15.66241, ,           0.8,      12.52925, , 
            1,      14.25793, ,             1,      15.31985, ,             1,      12.53012, , 
          1.2,      14.13819, ,           1.2,      15.04569, ,           1.2,      12.47596, , 
          1.4,      13.84268, ,           1.4,      14.76297, ,           1.4,      12.37579, , 
          1.6,      13.64901, ,           1.6,      14.42773, ,           1.6,      12.24823, , 
          1.8,      13.38887, ,           1.8,      14.09852, ,           1.8,      12.10406, , 
            2,      13.12896, ,             2,      13.77394, ,             2,      11.94394, , 
          2.2,      12.87296, ,           2.2,      13.45061, ,           2.2,      11.76878, , 
          2.4,      12.58202, ,           2.4,      13.12222, ,           2.4,      11.58317, , 
          2.6,      12.31387, ,           2.6,      12.78339, ,           2.6,      11.38796, , 
          2.8,      12.04178, ,           2.8,      12.46236, ,           2.8,      11.18291, , 
            3,      11.74634, ,             3,      12.13985, ,             3,      10.96909, , 
          3.2,      11.44203, ,           3.2,      11.81565, ,           3.2,      10.74934, , 
          3.4,      11.17198, ,           3.4,      11.49915, ,           3.4,      10.52438, , 
          3.6,      10.88532, ,           3.6,      11.20578, ,           3.6,       10.2952, , 
          3.8,       10.6029, ,           3.8,      10.89848, ,           3.8,      10.06315, , 

