Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,     0.6361396, ,            -1,     0.6361396, ,            -1,     0.6361396, ,            -1,     0.6361396, ,            -1,     0.6361396, ,            -1,     0.6361396, ,            -1,     0.6361396, ,            -1,     0.6361396, ,            -1,     0.6361396, , 
         -0.8,     0.6364436, ,          -0.8,     0.6364436, ,          -0.8,     0.6364436, ,          -0.8,     0.6364436, ,          -0.8,     0.6364436, ,          -0.8,     0.6364436, ,          -0.8,     0.6364436, ,          -0.8,     0.6364436, ,          -0.8,     0.6364436, , 
         -0.6,     0.6366791, ,          -0.6,     0.6366791, ,          -0.6,     0.6366791, ,          -0.6,     0.6366791, ,          -0.6,     0.6366791, ,          -0.6,     0.6366791, ,          -0.6,     0.6366791, ,          -0.6,     0.6366791, ,          -0.6,     0.6366791, , 
         -0.4,     0.6368636, ,          -0.4,     0.6368636, ,          -0.4,     0.6368636, ,          -0.4,     0.6368636, ,          -0.4,     0.6368636, ,          -0.4,     0.6368636, ,          -0.4,     0.6368636, ,          -0.4,     0.6368636, ,          -0.4,     0.6368636, , 
         -0.2,     0.6370089, ,          -0.2,     0.6370089, ,          -0.2,     0.6370089, ,          -0.2,     0.6370089, ,          -0.2,     0.6370089, ,          -0.2,     0.6370089, ,          -0.2,     0.6370089, ,          -0.2,     0.6370089, ,          -0.2,     0.6370089, , 
            0,     0.6371235, ,             0,     0.6371235, ,             0,     0.6371235, ,             0,     0.6371235, ,             0,     0.6371235, ,             0,     0.6371235, ,             0,     0.6371235, ,             0,     0.6371235, ,             0,     0.6371235, , 
          0.2,     0.6372138, ,           0.2,     0.6372138, ,           0.2,     0.6372138, ,           0.2,     0.6372138, ,           0.2,     0.6372138, ,           0.2,     0.6372138, ,           0.2,     0.6372138, ,           0.2,     0.6372138, ,           0.2,     0.6372138, , 
          0.4,     0.6372844, ,           0.4,     0.6372844, ,           0.4,     0.6372844, ,           0.4,     0.6372844, ,           0.4,     0.6372844, ,           0.4,     0.6372844, ,           0.4,     0.6372844, ,           0.4,     0.6372844, ,           0.4,     0.6372844, , 
          0.6,     0.6373389, ,           0.6,     0.6373389, ,           0.6,     0.6373389, ,           0.6,     0.6373389, ,           0.6,     0.6373389, ,           0.6,     0.6373389, ,           0.6,     0.6373389, ,           0.6,     0.6373389, ,           0.6,     0.6373389, , 
          0.8,       0.63738, ,           0.8,       0.63738, ,           0.8,       0.63738, ,           0.8,       0.63738, ,           0.8,       0.63738, ,           0.8,       0.63738, ,           0.8,       0.63738, ,           0.8,       0.63738, ,           0.8,       0.63738, , 
            1,       0.63741, ,             1,       0.63741, ,             1,       0.63741, ,             1,       0.63741, ,             1,       0.63741, ,             1,       0.63741, ,             1,       0.63741, ,             1,       0.63741, ,             1,       0.63741, , 
          1.2,     0.6374306, ,           1.2,     0.6374306, ,           1.2,     0.6374306, ,           1.2,     0.6374306, ,           1.2,     0.6374306, ,           1.2,     0.6374306, ,           1.2,     0.6374306, ,           1.2,     0.6374306, ,           1.2,     0.6374306, , 
          1.4,     0.6374431, ,           1.4,     0.6374431, ,           1.4,     0.6374431, ,           1.4,     0.6374431, ,           1.4,     0.6374431, ,           1.4,     0.6374431, ,           1.4,     0.6374431, ,           1.4,     0.6374431, ,           1.4,     0.6374431, , 
          1.6,     0.6374488, ,           1.6,     0.6374488, ,           1.6,     0.6374488, ,           1.6,     0.6374488, ,           1.6,     0.6374488, ,           1.6,     0.6374488, ,           1.6,     0.6374488, ,           1.6,     0.6374488, ,           1.6,     0.6374488, , 
          1.8,     0.6374485, ,           1.8,     0.6374485, ,           1.8,     0.6374485, ,           1.8,     0.6374485, ,           1.8,     0.6374485, ,           1.8,     0.6374485, ,           1.8,     0.6374485, ,           1.8,     0.6374485, ,           1.8,     0.6374485, , 
            2,     0.6374431, ,             2,     0.6374431, ,             2,     0.6374431, ,             2,     0.6374431, ,             2,     0.6374431, ,             2,     0.6374431, ,             2,     0.6374431, ,             2,     0.6374431, ,             2,     0.6374431, , 
          2.2,     0.6374332, ,           2.2,     0.6374332, ,           2.2,     0.6374332, ,           2.2,     0.6374332, ,           2.2,     0.6374332, ,           2.2,     0.6374332, ,           2.2,     0.6374332, ,           2.2,     0.6374332, ,           2.2,     0.6374332, , 
          2.4,     0.6374194, ,           2.4,     0.6374194, ,           2.4,     0.6374194, ,           2.4,     0.6374194, ,           2.4,     0.6374194, ,           2.4,     0.6374194, ,           2.4,     0.6374194, ,           2.4,     0.6374194, ,           2.4,     0.6374194, , 
