Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -1,      4.165036, ,            -1,      3.818782, ,            -1,      5.053345, , 
         -0.8,       4.06116, ,          -0.8,      3.729472, ,          -0.8,      4.908924, , 
         -0.6,      3.972547, ,          -0.6,      3.654822, ,          -0.6,      4.783827, , 
         -0.4,      3.897342, ,          -0.4,      3.592303, ,          -0.4,      4.675364, , 
         -0.2,      3.833847, ,          -0.2,      3.540032, ,          -0.2,      4.581324, , 
            0,       3.78085, ,             0,      3.496965, ,             0,      4.499938, , 
          0.2,      3.736571, ,           0.2,      3.462005, ,           0.2,      4.429724, , 
          0.4,        3.7001, ,           0.4,      3.434683, ,           0.4,      4.369408, , 
          0.6,      3.670494, ,           0.6,      3.413542, ,           0.6,      4.317903, , 
          0.8,      3.646983, ,           0.8,      3.397892, ,           0.8,      4.274199, , 
            1,       3.62872, ,             1,       3.38678, ,             1,      4.237459, , 
          1.2,      3.615482, ,           1.2,      3.380074, ,           1.2,      4.207245, , 
          1.4,      3.606819, ,           1.4,      3.377415, ,           1.4,      4.182945, , 
          1.6,      3.602332, ,           1.6,      3.378439, ,           1.6,      4.164076, , 
          1.8,      3.601667, ,           1.8,      3.382841, ,           1.8,      4.150264, , 
            2,      3.604533, ,             2,      3.390344, ,             2,      4.141164, , 
          2.2,      3.610733, ,           2.2,      3.400755, ,           2.2,      4.136502, , 
          2.4,       3.62014, ,           2.4,      3.413977, ,           2.4,      4.136109, , 
          2.6,       3.63264, ,           2.6,      3.429863, ,           2.6,      4.139852, , 
          2.8,      3.648567, ,           2.8,      3.448707, ,           2.8,      4.147951, , 
            3,      3.670171, ,             3,      3.478012, ,             3,      4.161032, , 
          3.2,      3.708397, ,           3.2,      3.534296, ,           3.2,      4.180953, , 
          3.4,        3.7693, ,           3.4,      3.594103, ,           3.4,       4.21145, , 
          3.6,      3.852543, ,           3.6,      3.658879, ,           3.6,      4.254013, , 
          3.8,      3.946032, ,           3.8,       3.73578, ,           3.8,      4.309546, , 
            4,      4.033735, ,             4,      3.819944, ,             4,      4.375705, , 
          4.2,      4.125719, ,           4.2,      3.912619, ,           4.2,      4.451193, , 
          4.4,      4.218117, ,           4.4,      4.009268, ,           4.4,      4.537702, , 
          4.6,      4.319206, ,           4.6,       4.11688, ,           4.6,      4.634123, , 
          4.8,      4.422785, ,           4.8,      4.232855, ,           4.8,      4.737326, , 
            5,      4.543086, ,             5,      4.364055, ,             5,      4.846801, , 
          5.2,      4.666161, ,           5.2,       4.49985, ,           5.2,      4.961726, , 
          5.4,      4.802209, ,           5.4,      4.642075, ,           5.4,      5.082571, , 
          5.6,      4.947938, ,           5.6,      4.816386, ,           5.6,      5.209831, , 
          5.8,      5.105715, ,           5.8,      4.978763, ,           5.8,        5.3439, , 
            6,      5.263102, ,             6,      5.136935, ,             6,      5.486567, , 
          6.2,      5.431904, ,           6.2,      5.306667, ,           6.2,      5.639014, , 
          6.4,      5.600231, , , , ,           6.4,      5.803693, , 

