Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,      4.984098, ,            -3,      4.859789, ,            -3,      5.455272, , 
         -2.8,      4.931279, ,          -2.8,      4.803597, ,          -2.8,      5.414929, , 
         -2.6,      4.882931, ,          -2.6,      4.751163, ,          -2.6,      5.379303, , 
         -2.4,      4.838835, ,          -2.4,      4.702623, ,          -2.4,      5.348184, , 
         -2.2,      4.798891, ,          -2.2,      4.657651, ,          -2.2,      5.321368, , 
           -2,      4.763076, ,            -2,      4.616171, ,            -2,      5.298722, , 
         -1.8,      4.731353, ,          -1.8,      4.578494, ,          -1.8,      5.280036, , 
         -1.6,      4.703604, ,          -1.6,      4.545166, ,          -1.6,      5.265142, , 
         -1.4,      4.679662, ,          -1.4,      4.516306, ,          -1.4,      5.253847, , 
         -1.2,       4.65939, ,          -1.2,      4.491957, ,          -1.2,      5.246018, , 
           -1,      4.642682, ,            -1,      4.471984, ,            -1,      5.241538, , 
         -0.8,      4.629238, ,          -0.8,      4.456048, ,          -0.8,      5.240141, , 
         -0.6,      4.618833, ,          -0.6,      4.443701, ,          -0.6,       5.24174, , 
         -0.4,      4.611258, ,          -0.4,      4.434487, ,          -0.4,      5.246288, , 
         -0.2,      4.606314, ,          -0.2,      4.428022, ,          -0.2,      5.253807, , 
            0,      4.603745, ,             0,      4.423947, ,             0,      5.264265, , 
          0.2,      4.603376, ,           0.2,      4.422049, ,           0.2,      5.277609, , 
          0.4,      4.605013, ,           0.4,      4.422092, ,           0.4,      5.293903, , 
          0.6,      4.608602, ,           0.6,      4.423949, ,           0.6,      5.313319, , 
          0.8,      4.614007, ,           0.8,      4.427424, ,           0.8,      5.335719, , 
            1,      4.621162, ,             1,      4.432369, ,             1,      5.361345, , 
          1.2,      4.629996, ,           1.2,        4.4387, ,           1.2,      5.390397, , 
          1.4,      4.640371, ,           1.4,       4.44625, ,           1.4,      5.423148, , 
          1.6,      4.652244, ,           1.6,      4.455011, ,           1.6,      5.459838, , 
          1.8,      4.665589, ,           1.8,      4.465044, ,           1.8,      5.500996, , 
            2,      4.680377, ,             2,      4.476318, ,             2,       5.54721, , 
          2.2,      4.696571, ,           2.2,       4.48879, ,           2.2,      5.599289, , 
          2.4,      4.714061, ,           2.4,      4.502636, ,           2.4,      5.658588, , 
          2.6,      4.732798, ,           2.6,      4.517942, ,           2.6,      5.726963, , 
          2.8,      4.752888, ,           2.8,      4.534683, ,           2.8,      5.807472, , 
            3,      4.774336, ,             3,      4.552821, ,             3,      5.904349, , 
          3.2,      4.797208, ,           3.2,      4.572302, ,           3.2,      6.024216, , 
          3.4,       4.82152, ,           3.4,      4.593167, ,           3.4,      6.178327, , 
          3.6,      4.847444, ,           3.6,      4.615446, ,           3.6,      6.384686, , 
          3.8,      4.875089, ,           3.8,      4.639143, ,           3.8,      6.658849, , 
            4,      4.904663, ,             4,      4.664328, ,             4,      6.997052, , 
          4.2,      4.936227, ,           4.2,      4.691041, ,           4.2,      7.376007, , 
          4.4,      4.970232, ,           4.4,      4.719428, ,           4.4,      7.826078, , 
          4.6,      5.007064, ,           4.6,      4.749541, ,           4.6,      8.746856, , 
          4.8,       5.04729, ,           4.8,      4.781545, ,           4.8,      9.388656, , 
            5,      5.091373, ,             5,      4.815535, , , , , 
          5.2,       5.14045, ,           5.2,      4.851712, , , , , 

