Alpha,T1-10.9 m/s-VLM2, , Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-2.8 m/s-VLM2, , Alpha,T1-20.6 m/s-VLM2, , Alpha,T1-23.4 m/s-VLM2, , Alpha,T1-26.8 m/s-VLM2, , Alpha,T1-28.0 m/s-VLM2, , Alpha,T1-28.7 m/s-VLM2, , Alpha,T1-3.5 m/s-VLM2, , Alpha,T1-4.7 m/s-VLM2, , Alpha,T1-8.1 m/s-VLM2, , 
           -1,     0.9904852, ,            -1,     0.9904852, ,            -1,     0.9904852, ,            -1,     0.9904852, ,            -1,     0.9904852, ,            -1,     0.9904852, ,            -1,     0.9904852, ,            -1,     0.9904852, ,            -1,     0.9904852, ,            -1,     0.9904852, ,            -1,     0.9904852, , 
         -0.8,      1.005253, ,          -0.8,      1.005253, ,          -0.8,      1.005253, ,          -0.8,      1.005253, ,          -0.8,      1.005253, ,          -0.8,      1.005253, ,          -0.8,      1.005253, ,          -0.8,      1.005253, ,          -0.8,      1.005253, ,          -0.8,      1.005253, ,          -0.8,      1.005253, , 
         -0.6,      1.019999, ,          -0.6,      1.019999, ,          -0.6,      1.019999, ,          -0.6,      1.019999, ,          -0.6,      1.019999, ,          -0.6,      1.019999, ,          -0.6,      1.019999, ,          -0.6,      1.019999, ,          -0.6,      1.019999, ,          -0.6,      1.019999, ,          -0.6,      1.019999, , 
         -0.4,      1.034723, ,          -0.4,      1.034723, ,          -0.4,      1.034723, ,          -0.4,      1.034723, ,          -0.4,      1.034723, ,          -0.4,      1.034723, ,          -0.4,      1.034723, ,          -0.4,      1.034723, ,          -0.4,      1.034723, ,          -0.4,      1.034723, ,          -0.4,      1.034723, , 
         -0.2,      1.049424, ,          -0.2,      1.049424, ,          -0.2,      1.049424, ,          -0.2,      1.049424, ,          -0.2,      1.049424, ,          -0.2,      1.049424, ,          -0.2,      1.049424, ,          -0.2,      1.049424, ,          -0.2,      1.049424, ,          -0.2,      1.049424, ,          -0.2,      1.049424, , 
            0,      1.064102, ,             0,      1.064102, ,             0,      1.064102, ,             0,      1.064102, ,             0,      1.064102, ,             0,      1.064102, ,             0,      1.064102, ,             0,      1.064102, ,             0,      1.064102, ,             0,      1.064102, ,             0,      1.064102, , 
          0.2,      1.078756, ,           0.2,      1.078756, ,           0.2,      1.078756, ,           0.2,      1.078756, ,           0.2,      1.078756, ,           0.2,      1.078756, ,           0.2,      1.078756, ,           0.2,      1.078756, ,           0.2,      1.078756, ,           0.2,      1.078756, ,           0.2,      1.078756, , 
          0.4,      1.093387, ,           0.4,      1.093387, ,           0.4,      1.093387, ,           0.4,      1.093387, ,           0.4,      1.093387, ,           0.4,      1.093387, ,           0.4,      1.093387, ,           0.4,      1.093387, ,           0.4,      1.093387, ,           0.4,      1.093387, ,           0.4,      1.093387, , 
          0.6,      1.107993, ,           0.6,      1.107993, ,           0.6,      1.107993, ,           0.6,      1.107993, ,           0.6,      1.107993, ,           0.6,      1.107993, ,           0.6,      1.107993, ,           0.6,      1.107993, ,           0.6,      1.107993, ,           0.6,      1.107993, ,           0.6,      1.107993, , 
          0.8,      1.122575, ,           0.8,      1.122575, ,           0.8,      1.122575, ,           0.8,      1.122575, ,           0.8,      1.122575, ,           0.8,      1.122575, ,           0.8,      1.122575, ,           0.8,      1.122575, ,           0.8,      1.122575, ,           0.8,      1.122575, ,           0.8,      1.122575, , 
            1,      1.137131, ,             1,      1.137131, ,             1,      1.137131, ,             1,      1.137131, ,             1,      1.137131, ,             1,      1.137131, ,             1,      1.137131, ,             1,      1.137131, ,             1,      1.137131, ,             1,      1.137131, ,             1,      1.137131, , 
          1.2,      1.151663, ,           1.2,      1.151663, ,           1.2,      1.151663, ,           1.2,      1.151663, ,           1.2,      1.151663, ,           1.2,      1.151663, ,           1.2,      1.151663, ,           1.2,      1.151663, ,           1.2,      1.151663, ,           1.2,      1.151663, ,           1.2,      1.151663, , 
          1.4,      1.166168, ,           1.4,      1.166168, ,           1.4,      1.166168, ,           1.4,      1.166168, ,           1.4,      1.166168, ,           1.4,      1.166168, ,           1.4,      1.166168, ,           1.4,      1.166168, ,           1.4,      1.166168, ,           1.4,      1.166168, ,           1.4,      1.166168, , 
          1.6,      1.180647, ,           1.6,      1.180647, ,           1.6,      1.180647, ,           1.6,      1.180647, ,           1.6,      1.180647, ,           1.6,      1.180647, ,           1.6,      1.180647, ,           1.6,      1.180647, ,           1.6,      1.180647, ,           1.6,      1.180647, ,           1.6,      1.180647, , 
          1.8,        1.1951, ,           1.8,        1.1951, ,           1.8,        1.1951, ,           1.8,        1.1951, ,           1.8,        1.1951, ,           1.8,        1.1951, ,           1.8,        1.1951, ,           1.8,        1.1951, ,           1.8,        1.1951, ,           1.8,        1.1951, ,           1.8,        1.1951, , 
            2,      1.209526, ,             2,      1.209526, ,             2,      1.209526, ,             2,      1.209526, ,             2,      1.209526, ,             2,      1.209526, ,             2,      1.209526, ,             2,      1.209526, ,             2,      1.209526, ,             2,      1.209526, ,             2,      1.209526, , 
          2.2,      1.223925, ,           2.2,      1.223925, ,           2.2,      1.223925, ,           2.2,      1.223925, ,           2.2,      1.223925, ,           2.2,      1.223925, ,           2.2,      1.223925, ,           2.2,      1.223925, ,           2.2,      1.223925, ,           2.2,      1.223925, ,           2.2,      1.223925, , 
          2.4,      1.238296, ,           2.4,      1.238296, ,           2.4,      1.238296, ,           2.4,      1.238296, ,           2.4,      1.238296, ,           2.4,      1.238296, ,           2.4,      1.238296, ,           2.4,      1.238296, ,           2.4,      1.238296, ,           2.4,      1.238296, ,           2.4,      1.238296, , 
          2.6,      1.252639, ,           2.6,      1.252639, ,           2.6,      1.252639, ,           2.6,      1.252639, ,           2.6,      1.252639, ,           2.6,      1.252639, ,           2.6,      1.252639, ,           2.6,      1.252639, ,           2.6,      1.252639, ,           2.6,      1.252639, ,           2.6,      1.252639, , 
          2.8,      1.266954, ,           2.8,      1.266954, ,           2.8,      1.266954, ,           2.8,      1.266954, ,           2.8,      1.266954, ,           2.8,      1.266954, ,           2.8,      1.266954, ,           2.8,      1.266954, ,           2.8,      1.266954, ,           2.8,      1.266954, ,           2.8,      1.266954, , 
            3,       1.28124, ,             3,       1.28124, ,             3,       1.28124, ,             3,       1.28124, ,             3,       1.28124, ,             3,       1.28124, ,             3,       1.28124, ,             3,       1.28124, ,             3,       1.28124, ,             3,       1.28124, ,             3,       1.28124, , 
          3.2,      1.295497, ,           3.2,      1.295497, ,           3.2,      1.295497, ,           3.2,      1.295497, ,           3.2,      1.295497, ,           3.2,      1.295497, ,           3.2,      1.295497, ,           3.2,      1.295497, ,           3.2,      1.295497, ,           3.2,      1.295497, ,           3.2,      1.295497, , 
          3.4,      1.309724, ,           3.4,      1.309724, ,           3.4,      1.309724, ,           3.4,      1.309724, ,           3.4,      1.309724, ,           3.4,      1.309724, ,           3.4,      1.309724, ,           3.4,      1.309724, ,           3.4,      1.309724, ,           3.4,      1.309724, ,           3.4,      1.309724, , 
          3.6,      1.323922, ,           3.6,      1.323922, ,           3.6,      1.323922, ,           3.6,      1.323922, ,           3.6,      1.323922, ,           3.6,      1.323922, ,           3.6,      1.323922, ,           3.6,      1.323922, ,           3.6,      1.323922, ,           3.6,      1.323922, ,           3.6,      1.323922, , 
          3.8,      1.338089, ,           3.8,      1.338089, ,           3.8,      1.338089, ,           3.8,      1.338089, ,           3.8,      1.338089, ,           3.8,      1.338089, ,           3.8,      1.338089, ,           3.8,      1.338089, ,           3.8,      1.338089, ,           3.8,      1.338089, ,           3.8,      1.338089, , 
            4,      1.352226, ,             4,      1.352226, ,             4,      1.352226, ,             4,      1.352226, ,             4,      1.352226, ,             4,      1.352226, ,             4,      1.352226, ,             4,      1.352226, ,             4,      1.352226, ,             4,      1.352226, ,             4,      1.352226, , 
          4.2,      1.366333, ,           4.2,      1.366333, ,           4.2,      1.366333, ,           4.2,      1.366333, ,           4.2,      1.366333, ,           4.2,      1.366333, ,           4.2,      1.366333, ,           4.2,      1.366333, ,           4.2,      1.366333, ,           4.2,      1.366333, ,           4.2,      1.366333, , 
          4.4,      1.380408, ,           4.4,      1.380408, ,           4.4,      1.380408, ,           4.4,      1.380408, ,           4.4,      1.380408, ,           4.4,      1.380408, ,           4.4,      1.380408, ,           4.4,      1.380408, ,           4.4,      1.380408, ,           4.4,      1.380408, ,           4.4,      1.380408, , 
          4.6,      1.394451, ,           4.6,      1.394451, ,           4.6,      1.394451, ,           4.6,      1.394451, ,           4.6,      1.394451, ,           4.6,      1.394451, ,           4.6,      1.394451, ,           4.6,      1.394451, ,           4.6,      1.394451, ,           4.6,      1.394451, ,           4.6,      1.394451, , 
          4.8,      1.408463, ,           4.8,      1.408463, ,           4.8,      1.408463, ,           4.8,      1.408463, ,           4.8,      1.408463, ,           4.8,      1.408463, ,           4.8,      1.408463, ,           4.8,      1.408463, ,           4.8,      1.408463, ,           4.8,      1.408463, ,           4.8,      1.408463, , 
            5,      1.422442, ,             5,      1.422442, ,             5,      1.422442, ,             5,      1.422442, ,             5,      1.422442, ,             5,      1.422442, ,             5,      1.422442, ,             5,      1.422442, ,             5,      1.422442, ,             5,      1.422442, ,             5,      1.422442, , 
          5.2,      1.436389, ,           5.2,      1.436389, ,           5.2,      1.436389, ,           5.2,      1.436389, ,           5.2,      1.436389, ,           5.2,      1.436389, ,           5.2,      1.436389, ,           5.2,      1.436389, ,           5.2,      1.436389, ,           5.2,      1.436389, ,           5.2,      1.436389, , 
          5.4,      1.450303, ,           5.4,      1.450303, ,           5.4,      1.450303, ,           5.4,      1.450303, ,           5.4,      1.450303, ,           5.4,      1.450303, ,           5.4,      1.450303, ,           5.4,      1.450303, ,           5.4,      1.450303, ,           5.4,      1.450303, ,           5.4,      1.450303, , 
          5.6,      1.464183, ,           5.6,      1.464183, , , , ,           5.6,      1.464183, ,           5.6,      1.464183, ,           5.6,      1.464183, ,           5.6,      1.464183, ,           5.6,      1.464183, , , , , , , , , , , 

