Alpha,T1-15.8 m/s-VLM2, , Alpha,T1-24.0 m/s-VLM2, , Alpha,T1-7.5 m/s-VLM2, , 
           -3,      10.42399, ,            -3,      10.65596, ,            -3,      9.635164, , 
         -2.8,      10.52747, ,          -2.8,      10.76899, ,          -2.8,      9.705041, , 
         -2.6,      10.62455, ,          -2.6,      10.87624, ,          -2.6,      9.768038, , 
         -2.4,      10.71493, ,          -2.4,      10.97792, ,          -2.4,      9.824168, , 
         -2.2,       10.7984, ,          -2.2,      11.07392, ,          -2.2,       9.87354, , 
           -2,      10.87499, ,            -2,      11.16367, ,            -2,      9.916185, , 
         -1.8,       10.9446, ,          -1.8,      11.24753, ,          -1.8,      9.952291, , 
         -1.6,      11.00695, ,          -1.6,      11.32533, ,          -1.6,      9.981934, , 
         -1.4,      11.06191, ,          -1.4,      11.39617, ,          -1.4,      10.00525, , 
         -1.2,      11.10954, ,          -1.2,      11.45887, ,          -1.2,      10.02253, , 
           -1,      11.14974, ,            -1,      11.51277, ,            -1,      10.03391, , 
         -0.8,      11.18277, ,          -0.8,       11.5574, ,          -0.8,       10.0396, , 
         -0.6,      11.20884, ,          -0.6,      11.59289, ,          -0.6,      10.03983, , 
         -0.4,      11.22814, ,          -0.4,      11.61974, ,          -0.4,       10.0349, , 
         -0.2,      11.24116, ,          -0.2,      11.63869, ,          -0.2,      10.02508, , 
            0,      11.24822, ,             0,       11.6503, ,             0,      10.01041, , 
          0.2,      11.24984, ,           0.2,      11.65561, ,           0.2,      9.991106, , 
          0.4,      11.24633, ,           0.4,      11.65529, ,           0.4,      9.967118, , 
          0.6,      11.23811, ,           0.6,      11.65014, ,           0.6,      9.938568, , 
          0.8,      11.22563, ,           0.8,      11.64042, ,           0.8,       9.90567, , 
            1,      11.20913, ,             1,      11.62647, ,             1,      9.868206, , 
          1.2,      11.18883, ,           1.2,      11.60871, ,           1.2,       9.82636, , 
          1.4,      11.16495, ,           1.4,      11.58761, ,           1.4,      9.780207, , 
          1.6,      11.13771, ,           1.6,      11.56343, ,           1.6,      9.729517, , 
          1.8,      11.10729, ,           1.8,      11.53635, ,           1.8,      9.674138, , 
            2,      11.07401, ,             2,      11.50674, ,             2,      9.613989, , 
          2.2,      11.03797, ,           2.2,       11.4746, ,           2.2,      9.548725, , 
          2.4,      10.99933, ,           2.4,      11.44003, ,           2.4,      9.477947, , 
          2.6,      10.95817, ,           2.6,      11.40315, ,           2.6,      9.401204, , 
          2.8,      10.91462, ,           2.8,      11.36397, ,           2.8,      9.317539, , 
            3,      10.86894, ,             3,      11.32228, ,             3,      9.225894, , 
          3.2,      10.82129, ,           3.2,      11.27804, ,           3.2,      9.124261, , 
          3.4,      10.77158, ,           3.4,      11.23125, ,           3.4,       9.01016, , 
          3.6,      10.71981, ,           3.6,      11.18204, ,           3.6,      8.879773, , 
          3.8,      10.66598, ,           3.8,      11.13048, ,           3.8,      8.727215, , 
            4,      10.61017, ,             4,      11.07672, ,             4,      8.545499, , 
          4.2,      10.55221, ,           4.2,      11.02069, ,           4.2,       8.32123, , 
          4.4,      10.49197, ,           4.4,      10.96248, ,           4.4,      8.042558, , 
          4.6,      10.42926, ,           4.6,      10.90216, ,           4.6,      7.721239, , 
          4.8,      10.36398, ,           4.8,       10.8397, ,           4.8,      7.377414, , 
            5,      10.29595, ,             5,      10.77508, ,             5,      7.037169, , 
          5.2,      10.22449, ,           5.2,      10.70813, ,           5.2,      6.502272, , 
          5.4,      10.14932, ,           5.4,      10.63886, ,           5.4,      5.996132, , 
          5.6,      10.06965, ,           5.6,      10.56711, ,           5.6,      5.642641, , 

