Alpha,T1-15.8 m/s-VLM2, , 
           -1,     0.8325518, , 
         -0.8,     0.8444972, , 
         -0.6,     0.8564213, , 
         -0.4,     0.8683237, , 
         -0.2,     0.8802041, , 
            0,      0.892062, , 
          0.2,     0.9038971, , 
          0.4,      0.915709, , 
          0.6,     0.9274974, , 
          0.8,     0.9392619, , 
            1,     0.9510021, , 
          1.2,     0.9627176, , 
          1.4,     0.9744082, , 
          1.6,     0.9860734, , 
          1.8,     0.9977129, , 
            2,      1.009326, , 
          2.2,      1.020913, , 
          2.4,      1.032474, , 
          2.6,      1.044007, , 
          2.8,      1.055512, , 
            3,       1.06699, , 
          3.2,       1.07844, , 
          3.4,      1.089861, , 
          3.6,      1.101253, , 
          3.8,      1.112616, , 
            4,       1.12395, , 
          4.2,      1.135254, , 
          4.4,      1.146527, , 
          4.6,       1.15777, , 
          4.8,      1.168983, , 
            5,      1.180164, , 
          5.2,      1.191313, , 
          5.4,      1.202431, , 
          5.6,      1.213517, , 
          5.8,       1.22457, , 
            6,      1.235591, , 
          6.2,      1.246578, , 
          6.4,      1.257532, , 
          6.6,      1.268453, , 
          6.8,      1.279339, , 
            7,      1.290191, , 
          7.2,      1.301009, , 
          7.4,      1.311791, , 
          7.6,      1.322539, , 
          7.8,      1.333251, , 
            8,      1.343927, , 
          8.2,      1.354567, , 
          8.4,      1.365171, , 
          8.6,      1.375739, , 
          8.8,      1.386269, , 
            9,      1.396762, , 

