Alpha,T1-15.8 m/s-VLM2, , 
           -1,       6.88155, , 
         -0.8,      6.861074, , 
         -0.6,      6.843636, , 
         -0.4,      6.829069, , 
         -0.2,      6.817345, , 
            0,      6.808355, , 
          0.2,      6.802167, , 
          0.4,      6.798614, , 
          0.6,      6.797698, , 
          0.8,      6.799337, , 
            1,      6.803397, , 
          1.2,      6.809849, , 
          1.4,      6.818556, , 
          1.6,      6.829406, , 
          1.8,      6.842288, , 
            2,      6.857085, , 
          2.2,      6.873663, , 
          2.4,      6.891932, , 
          2.6,      6.911778, , 
          2.8,      6.933082, , 
            3,      6.955748, , 
          3.2,      6.979729, , 
          3.4,      7.004966, , 
          3.6,      7.031407, , 
          3.8,      7.058971, , 
            4,      7.087632, , 
          4.2,       7.11735, , 
          4.4,      7.148056, , 
          4.6,      7.179703, , 
          4.8,      7.212297, , 
            5,      7.245788, , 
          5.2,      7.280166, , 
          5.4,      7.315392, , 
          5.6,      7.351437, , 
          5.8,      7.388234, , 
            6,      7.425796, , 
          6.2,      7.464166, , 
          6.4,      7.503331, , 
          6.6,      7.543279, , 
          6.8,      7.584035, , 
            7,      7.625611, , 
          7.2,      7.668107, , 
          7.4,      7.711509, , 
          7.6,      7.755896, , 
          7.8,      7.801351, , 
            8,      7.847867, , 
          8.2,      7.895614, , 
          8.4,      7.944739, , 
          8.6,      7.995434, , 
          8.8,      8.047905, , 
            9,      8.102295, , 

